hit_id,sent_text,lemma_window,colloc,sent_id,prev_sent,token_str,lemma_str,next_sent,neg_lemma,adv_lemma,adj_lemma,neg_form,adv_form,adj_form,neg_index,adv_index,adj_index,dep_neg_source,dep_neg_target,dep_neg_relation,dep_mod_source,dep_mod_target,dep_mod_relation,json_source,match_ix,category
nyt_eng_20100209_0080_49:9-10-11,"-LBQ-  Hockey has grace and beauty , which are n't very Canadian ,  -RDQ-  the writer and artist Bruce McCall , a Canadian transplanted to New York , said .","`` Hockey have grace and beauty , which be not very canadian , '' the writer and artist Bruce McCall , a canadian transplanted to New York , say .",,nyt_eng_20100209_0080_49,"The game , especially the way the Canadians play it , is rugged and antagonistic , and may be the escape valve that makes Canadian niceness possible .","`` Hockey has grace and beauty , which are n't very Canadian , '' the writer and artist Bruce McCall , a Canadian transplanted to New York , said .","`` Hockey have grace and beauty , which be not very canadian , '' the writer and artist Bruce McCall , a canadian transplanted to New York , say .","-LBQ-  It also has violence , which Canadians officially disapprove of but in fact they love .  -RDQ-",n't,very,Canadian,n't,very,Canadian,9,10,11,"{'lemma': 'canadian', 'ix': 11, 'xpos': 'JJ', 'deprel': 'rcmod', 'head': 'grace'}","{'lemma': 'not', 'ix': 9, 'xpos': 'RB', 'deprel': 'neg', 'head': 'canadian'}",neg,"{'lemma': 'canadian', 'ix': 11, 'xpos': 'JJ', 'deprel': 'rcmod', 'head': 'grace'}","{'lemma': 'very', 'ix': 10, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'canadian'}",advmod,nyt_eng_201002,9-10-11,immediateNeg
nyt_eng_20100209_0063_35:3-4-5,But it 's not all bad .,but it be not all bad .,,nyt_eng_20100209_0063_35,He constantly worries about his wife and daughter buried under 3 feet of snow back home .,but it 's not all bad .,but it be not all bad .,He 's occupied himself by walking along the beach and making friends with cabbies .,not,all,bad,not,all,bad,3,4,5,"{'lemma': 'bad', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'neg', 'head': 'bad'}",neg,"{'lemma': 'bad', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'all', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'bad'}",advmod,nyt_eng_201002,3-4-5,immediateNeg
nyt_eng_20100209_0050_40:5-6-7,Vancouver 's crime rate is n't very high but East Hastings is the one place many Canadian men wo n't walk alone at night .,Vancouver 's crime rate be not very high but East Hastings be the one place many canadian man will not walk alone at night .,,nyt_eng_20100209_0050_40,"Strung out and bedraggled , they huddled in the cool air in front of boarded-up business , cheap hotels and government welfare offices .",Vancouver 's crime rate is n't very high but East Hastings is the one place many Canadian men wo n't walk alone at night .,Vancouver 's crime rate be not very high but East Hastings be the one place many canadian man will not walk alone at night .,Car break-ins are frequent .,n't,very,high,n't,very,high,5,6,7,"{'lemma': 'high', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 5, 'xpos': 'RB', 'deprel': 'neg', 'head': 'high'}",neg,"{'lemma': 'high', 'ix': 7, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'very', 'ix': 6, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'high'}",advmod,nyt_eng_201002,5-6-7,immediateNeg
nyt_eng_20100209_0046_1:20-22-23,"Peyton Manning may be the most downtrodden player in the NFL today , but that does n't mean he is n't the most dangerous , too .","Peyton Manning may be the most downtrodden player in the NFL today , but that does not mean he be not the most dangerous , too .",,nyt_eng_20100209_0046_1,,"Peyton Manning may be the most downtrodden player in the NFL today , but that does n't mean he is n't the most dangerous , too .","Peyton Manning may be the most downtrodden player in the NFL today , but that does not mean he be not the most dangerous , too .",The unfailingly aggressive approach that New Orleans coach Sean Payton used to win Sunday night 's Super Bowl was a direct response to Manning 's reputation as one of the most brilliant leaders ever to stare down a defense .,n't,most,dangerous,n't,most,dangerous,20,22,23,"{'lemma': 'dangerous', 'ix': 23, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'mean'}","{'lemma': 'not', 'ix': 20, 'xpos': 'RB', 'deprel': 'neg', 'head': 'dangerous'}",neg,"{'lemma': 'dangerous', 'ix': 23, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'mean'}","{'lemma': 'most', 'ix': 22, 'xpos': 'RBS', 'deprel': 'advmod', 'head': 'dangerous'}",advmod,nyt_eng_201002,20-22-23,immediateNeg
nyt_eng_20100209_0036_60:18-21-22,"Allergy meds can relieve symptoms like itchy eyes and nasal congestion , yet over-the-counter or prescription drugs wo n't do you much good if you do n't use them right .","Allergy med can relieve symptom like itchy eye and nasal congestion , yet over-the-counter or prescription drug will not do you much good if you do not use they right .",,nyt_eng_20100209_0036_60,Take allergy medication .,"Allergy meds can relieve symptoms like itchy eyes and nasal congestion , yet over-the-counter or prescription drugs wo n't do you much good if you do n't use them right .","Allergy med can relieve symptom like itchy eye and nasal congestion , yet over-the-counter or prescription drug will not do you much good if you do not use they right .","Managing winter allergies is easier if you take medication before symptoms appear , and if you remember that taking more medicine does n't lead to fewer symptoms .",n't,much,good,n't,much,good,18,21,22,"{'lemma': 'good', 'ix': 22, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'relieve'}","{'lemma': 'not', 'ix': 18, 'xpos': 'RB', 'deprel': 'neg', 'head': 'good'}",neg,"{'lemma': 'good', 'ix': 22, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'relieve'}","{'lemma': 'much', 'ix': 21, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'good'}",advmod,nyt_eng_201002,18-21-22,immediateNeg
nyt_eng_20100209_0035_81:21-23-24,"-- Peyton Manning may be the most downtrodden player in the NFL today , but that does n't mean he is n't the most dangerous , too .","-- Peyton Manning may be the most downtrodden player in the NFL today , but that does not mean he be not the most dangerous , too .",,nyt_eng_20100209_0035_81,"FBN-MANNING -- WEST PALM BEACH , Fla.","-- Peyton Manning may be the most downtrodden player in the NFL today , but that does n't mean he is n't the most dangerous , too .","-- Peyton Manning may be the most downtrodden player in the NFL today , but that does not mean he be not the most dangerous , too .",The unfailingly aggressive approach that New Orleans coach Sean Payton used to win Sunday night 's Super Bowl was a direct response to Manning 's reputation as one of the most brilliant leaders ever to stare down a defense .,n't,most,dangerous,n't,most,dangerous,21,23,24,"{'lemma': 'dangerous', 'ix': 24, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'mean'}","{'lemma': 'not', 'ix': 21, 'xpos': 'RB', 'deprel': 'neg', 'head': 'dangerous'}",neg,"{'lemma': 'dangerous', 'ix': 24, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'mean'}","{'lemma': 'most', 'ix': 23, 'xpos': 'RBS', 'deprel': 'advmod', 'head': 'dangerous'}",advmod,nyt_eng_201002,21-23-24,immediateNeg
nyt_eng_20100209_0026_16:17-18-19,"-LBQ-  Yes , sometimes perhaps you could say that in Germany , the international perspective is still not so much in the mind of the clubs ,  -RDQ-  Pfennig said .","`` yes , sometimes perhaps you could say that in Germany , the international perspective be still not so much in the mind of the club , '' Pfennig say .",,nyt_eng_20100209_0026_16,"German clubs in the top two divisions enjoy solid support at home , but Bundesliga clubs , which once were a force in European competitions , have not played in a Champions League final since 2002 , when Bayer Leverkusen lost to Real Madrid .","`` Yes , sometimes perhaps you could say that in Germany , the international perspective is still not so much in the mind of the clubs , '' Pfennig said .","`` yes , sometimes perhaps you could say that in Germany , the international perspective be still not so much in the mind of the club , '' Pfennig say .","-LBQ-  But for about 10 years now , each club has been required to have what we call education camps , but you may call academies .",not,so,much,not,so,much,17,18,19,"{'lemma': 'much', 'ix': 19, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'not', 'ix': 17, 'xpos': 'RB', 'deprel': 'neg', 'head': 'much'}",neg,"{'lemma': 'much', 'ix': 19, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'so', 'ix': 18, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'much'}",advmod,nyt_eng_201002,17-18-19,immediateNeg
nyt_eng_20100209_0023_27:10-12-13,Blake is sufficiently good at string pulling to make Will not only horribly guilty about a medical situation that goes wrong but also determined to go help out in London because of what he 's heard Frankie say on the air .,Blake be sufficiently good at string pull to make Will not only horribly guilty about a medical situation that go wrong but also determine to go help out in London because of what he 's hear Frankie say on the air .,,nyt_eng_20100209_0023_27,"-LBQ-  The Postmistress  -RDQ-  also has a third heroine  -COL-  Emma Fitch , the wife of Will Fitch , Franklin 's nice young doctor .",Blake is sufficiently good at string pulling to make Will not only horribly guilty about a medical situation that goes wrong but also determined to go help out in London because of what he 's heard Frankie say on the air .,Blake be sufficiently good at string pull to make Will not only horribly guilty about a medical situation that go wrong but also determine to go help out in London because of what he 's hear Frankie say on the air .,"What 's more , she plants Will and Frankie in the same London bomb shelter .",not,horribly,guilty,not,horribly,guilty,10,12,13,"{'lemma': 'guilty', 'ix': 13, 'xpos': 'JJ', 'deprel': 'dep', 'head': 'make'}","{'lemma': 'not', 'ix': 10, 'xpos': 'RB', 'deprel': 'neg', 'head': 'guilty'}",neg,"{'lemma': 'guilty', 'ix': 13, 'xpos': 'JJ', 'deprel': 'dep', 'head': 'make'}","{'lemma': 'horribly', 'ix': 12, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'guilty'}",advmod,nyt_eng_201002,10-12-13,immediateNeg
nyt_eng_20100209_0022_15:6-7-8,-LBQ-  The decision to override was not so bad .  -RDQ-,`` the decision to override be not so bad . '',,nyt_eng_20100209_0022_15,"-LBQ-  You get to the point where it 's a decision between doing something bad and doing something not so bad ,  -RDQ-  said Sen. Frank Padavan , a Queens Republican .",`` The decision to override was not so bad . '',`` the decision to override be not so bad . '',"Paterson objected to the bill because , among other things , it left the Legislature in charge of appointing its own oversight body .",not,so,bad,not,so,bad,6,7,8,"{'lemma': 'bad', 'ix': 8, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'not', 'ix': 6, 'xpos': 'RB', 'deprel': 'neg', 'head': 'bad'}",neg,"{'lemma': 'bad', 'ix': 8, 'xpos': 'JJ', 'deprel': 'root', 'head': ""''""}","{'lemma': 'so', 'ix': 7, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'bad'}",advmod,nyt_eng_201002,6-7-8,immediateNeg
nyt_eng_20100209_0022_14:18-19-20,"-LBQ-  You get to the point where it 's a decision between doing something bad and doing something not so bad ,  -RDQ-  said Sen. Frank Padavan , a Queens Republican .","`` you get to the point where it be a decision between do something bad and do something not so bad , '' say Sen. Frank Padavan , a Queens Republican .",,nyt_eng_20100209_0022_14,Only four Republicans ended up voting for the override on Monday .,"`` You get to the point where it 's a decision between doing something bad and doing something not so bad , '' said Sen. Frank Padavan , a Queens Republican .","`` you get to the point where it be a decision between do something bad and do something not so bad , '' say Sen. Frank Padavan , a Queens Republican .",-LBQ-  The decision to override was not so bad .  -RDQ-,not,so,bad,not,so,bad,18,19,20,"{'lemma': 'bad', 'ix': 20, 'xpos': 'JJ', 'deprel': 'advmod', 'head': 'do'}","{'lemma': 'not', 'ix': 18, 'xpos': 'RB', 'deprel': 'dep', 'head': 'bad'}",dep,"{'lemma': 'bad', 'ix': 20, 'xpos': 'JJ', 'deprel': 'advmod', 'head': 'do'}","{'lemma': 'so', 'ix': 19, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'bad'}",advmod,nyt_eng_201002,18-19-20,immediateNeg
nyt_eng_20100209_0009_35:8-10-11,"The motivation for mailing these awe-inspiring articles is not as immediately obvious as with other kinds of articles , Berger said .","the motivation for mail these awe-inspiring article be not as immediately obvious as with other kind of article , Berger say .",,nyt_eng_20100209_0009_35,"So may the revelation of something profound and important in something you may have once seen as ordinary or routine , or seeing a causal connection between important things and seemingly remote causes .  -RDQ-","the motivation for mailing these awe-inspiring articles is not as immediately obvious as with other kinds of articles , Berger said .","the motivation for mail these awe-inspiring article be not as immediately obvious as with other kind of article , Berger say .",Sharing recipes or financial tips or medical advice makes sense according to classic economic utility theory  -COL-  I give you something of practical value in the hope that you 'll someday return the favor .,not,immediately,obvious,not,immediately,obvious,8,10,11,"{'lemma': 'obvious', 'ix': 11, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'not', 'ix': 8, 'xpos': 'RB', 'deprel': 'neg', 'head': 'obvious'}",neg,"{'lemma': 'obvious', 'ix': 11, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'immediately', 'ix': 10, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'obvious'}",advmod,nyt_eng_201002,8-10-11,immediateNeg
nyt_eng_20100208_0193_15:2-4-5,He does n't get too excited when we win and does n't get too low when we lose .,he does not get too excited when we win and does not get too low when we lose .,,nyt_eng_20100208_0193_15,"He prepares himself , and he 's an even-keel guy .",he does n't get too excited when we win and does n't get too low when we lose .,he does not get too excited when we win and does not get too low when we lose .,It 's a calming influence .  -RDQ-,n't,too,excited,n't,too,excited,2,4,5,"{'lemma': 'excited', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'neg', 'head': 'excited'}",neg,"{'lemma': 'excited', 'ix': 5, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'too', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'excited'}",advmod,nyt_eng_201002,2-4-5,immediateNeg
nyt_eng_20100208_0193_15:11-13-14,He does n't get too excited when we win and does n't get too low when we lose .,he does not get too excited when we win and does not get too low when we lose .,,nyt_eng_20100208_0193_15,"He prepares himself , and he 's an even-keel guy .",he does n't get too excited when we win and does n't get too low when we lose .,he does not get too excited when we win and does not get too low when we lose .,It 's a calming influence .  -RDQ-,n't,too,low,n't,too,low,11,13,14,"{'lemma': 'low', 'ix': 14, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'excited'}","{'lemma': 'not', 'ix': 11, 'xpos': 'RB', 'deprel': 'neg', 'head': 'low'}",neg,"{'lemma': 'low', 'ix': 14, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'excited'}","{'lemma': 'too', 'ix': 13, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'low'}",advmod,nyt_eng_201002,11-13-14,immediateNeg
nyt_eng_20100208_0189_36:9-10-11,"-LBQ-  I know that area , and I 'm not so sure an overpass is necessary ,  -RDQ-  said State Senator Karen Spilka , a Framingham Democrat and cochair of the Legislature 's economic development committee .","`` I know that area , and I be not so sure a overpass be necessary , '' say State Senator Karen Spilka , a Framingham Democrat and cochair of the Legislature 's economic development committee .",,nyt_eng_20100208_0189_36,Even some Democrats who back his development policies feel Bialecki overreached in this case .,"`` I know that area , and I 'm not so sure an overpass is necessary , '' said State Senator Karen Spilka , a Framingham Democrat and cochair of the Legislature 's economic development committee .","`` I know that area , and I be not so sure a overpass be necessary , '' say State Senator Karen Spilka , a Framingham Democrat and cochair of the Legislature 's economic development committee .","She acknowledged some discomfort with the public appearance of the award , but said the administration is generally following the right course  -COL-   -LBQ-  That I differ with them on that project does n't negate my support for their overall strategy ,  -RDQ-  Spilka said .",not,so,sure,not,so,sure,9,10,11,"{'lemma': 'sure', 'ix': 11, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'know'}","{'lemma': 'not', 'ix': 9, 'xpos': 'RB', 'deprel': 'neg', 'head': 'sure'}",neg,"{'lemma': 'sure', 'ix': 11, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'know'}","{'lemma': 'so', 'ix': 10, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'sure'}",advmod,nyt_eng_201002,9-10-11,immediateNeg
nyt_eng_20100208_0183_21:3-4-5,"The bounty was not much better for Tamburrino 's teammate Dan Jansen , a four-time Olympian who won a gold medal in 1994 in the 1,000 meters .","the bounty be not much better for Tamburrino 's teammate Dan Jansen , a four-time olympian who win a gold medal in 1994 in the 1,000 meter .",,nyt_eng_20100208_0183_21,"The next season , while training for the World Cup circuit , he said ,  -LBQ-  I found myself not having two nickels to rub together .  -RDQ-","the bounty was not much better for Tamburrino 's teammate Dan Jansen , a four-time Olympian who won a gold medal in 1994 in the 1,000 meters .","the bounty be not much better for Tamburrino 's teammate Dan Jansen , a four-time olympian who win a gold medal in 1994 in the 1,000 meter .","Despite being the pre-eminent sprinter of his time , Jansen did not get rich quick .",not,much,better,not,much,better,3,4,5,"{'lemma': 'better', 'ix': 5, 'xpos': 'JJR', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'neg', 'head': 'better'}",neg,"{'lemma': 'better', 'ix': 5, 'xpos': 'JJR', 'deprel': 'root', 'head': '.'}","{'lemma': 'much', 'ix': 4, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'better'}",advmod,nyt_eng_201002,3-4-5,immediateNeg
nyt_eng_20100208_0182_9:1-17-18,"-LBQ-  Without any question , the hiding of a contract between the chairman and executive director is absolutely unethical .",.,,nyt_eng_20100208_0182_9,The contract would pay Johnson a 10 percent commission on all major donations to the state Republican Party .,"`` Without any question , the hiding of a contract between the chairman and executive director is absolutely unethical .","`` without any question , the hiding of a contract between the chairman and executive director be absolutely unethical .","Is it criminal ? It could well be ,  -RDQ-  said Brevard County Republican chairman Jason Steele .",Without,absolutely,unethical,Without,absolutely,unethical,1,17,18,"{'lemma': 'unethical', 'ix': 18, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'without', 'ix': 1, 'xpos': 'IN', 'deprel': 'prep', 'head': 'unethical'}",prep,"{'lemma': 'unethical', 'ix': 18, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'absolutely', 'ix': 17, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'unethical'}",advmod,nyt_eng_201002,1-17-18,immediateNeg
nyt_eng_20100208_0170_15:40-41-42,"That 's not going to sit well with techie traditionalists , who like to be able to reach in and mess with things , while the great majority of computer owners just want the dang thing to work and are n't particularly interested in the how or why .","that 's not go to sit well with techie traditionalist , who like to be able to reach in and mess with thing , while the great majority of computer owner just want the dang thing to work and be not particularly interested in the how or why .",,nyt_eng_20100208_0170_15,"Increasingly , you can expect to see mainstream computing becoming less , well , computery .","that 's not going to sit well with techie traditionalists , who like to be able to reach in and mess with things , while the great majority of computer owners just want the dang thing to work and are n't particularly interested in the how or why .","that 's not go to sit well with techie traditionalist , who like to be able to reach in and mess with thing , while the great majority of computer owner just want the dang thing to work and be not particularly interested in the how or why .",A new age,n't,particularly,interested,n't,particularly,interested,40,41,42,"{'lemma': 'interested', 'ix': 42, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'want'}","{'lemma': 'not', 'ix': 40, 'xpos': 'RB', 'deprel': 'neg', 'head': 'interested'}",neg,"{'lemma': 'interested', 'ix': 42, 'xpos': 'JJ', 'deprel': 'conj', 'head': 'want'}","{'lemma': 'particularly', 'ix': 41, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'interested'}",advmod,nyt_eng_201002,40-41-42,immediateNeg
nyt_eng_20100208_0161_17:2-3-4,"He was not physically able to do so , he said .","he be not physically able to do so , he say .",,nyt_eng_20100208_0161_17,"Sy , 61 , said he was fired in September after his supervisors told him he had to greatly increase the number of boxes he was stocking .","he was not physically able to do so , he said .","he be not physically able to do so , he say .","-LBQ-  I worked here for more than three years and never had any complaints about my job ,  -RDQ-  he said .",not,physically,able,not,physically,able,2,3,4,"{'lemma': 'able', 'ix': 4, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'not', 'ix': 2, 'xpos': 'RB', 'deprel': 'neg', 'head': 'able'}",neg,"{'lemma': 'able', 'ix': 4, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'say'}","{'lemma': 'physically', 'ix': 3, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'able'}",advmod,nyt_eng_201002,2-3-4,immediateNeg
nyt_eng_20100208_0148_10:13-14-15,"And , indeed , Biden 's first few months on the job were not entirely happy .","and , indeed , Biden 's first few month on the job be not entirely happy .",,nyt_eng_20100208_0148_10,But he did n't want it .,"and , indeed , Biden 's first few months on the job were not entirely happy .","and , indeed , Biden 's first few month on the job be not entirely happy .","He went off on one of his gaffe sprees , angering White House aides .",not,entirely,happy,not,entirely,happy,13,14,15,"{'lemma': 'happy', 'ix': 15, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 13, 'xpos': 'RB', 'deprel': 'neg', 'head': 'happy'}",neg,"{'lemma': 'happy', 'ix': 15, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'entirely', 'ix': 14, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'happy'}",advmod,nyt_eng_201002,13-14-15,immediateNeg
nyt_eng_20100208_0146_31:31-32-33,"Frommer is also critical of another fast-growing hotel review site , Oyster.com , which has a small staff of journalists who write reviews that are profusely illustrated with photographs that are not always flattering .","Frommer be also critical of another fast-growing hotel review site , Oyster.com , which have a small staff of journalist who write review that are profusely illustrate with photograph that be not always flattering .",,nyt_eng_20100208_0146_31,"On his blog , the long-established travel guidebook publisher Arthur Frommer , has , for example , pointedly noted the  -LBQ-  allegations  -RDQ-  that TripAdvisor reviews have been  -LBQ-  manipulated and distorted by less-than-objective opinions .  -RDQ-","Frommer is also critical of another fast-growing hotel review site , Oyster.com , which has a small staff of journalists who write reviews that are profusely illustrated with photographs that are not always flattering .","Frommer be also critical of another fast-growing hotel review site , Oyster.com , which have a small staff of journalist who write review that are profusely illustrate with photograph that be not always flattering .","Oyster 's inspectors are hired from the ranks of young former  -LBQ-  journalism students ,  -RDQ-  Frommer wrote dismissively .",not,always,flattering,not,always,flattering,31,32,33,"{'lemma': 'flattering', 'ix': 33, 'xpos': 'JJ', 'deprel': 'rcmod', 'head': 'photograph'}","{'lemma': 'not', 'ix': 31, 'xpos': 'RB', 'deprel': 'neg', 'head': 'flattering'}",neg,"{'lemma': 'flattering', 'ix': 33, 'xpos': 'JJ', 'deprel': 'rcmod', 'head': 'photograph'}","{'lemma': 'always', 'ix': 32, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'flattering'}",advmod,nyt_eng_201002,31-32-33,immediateNeg
nyt_eng_20100208_0140_1:3-5-6,"Andrew Witty is not quite as young or as buff as Anderson Cooper , but he does do interviews in shirtsleeves from the slums of Nairobi and rural hospitals in Uganda .","Andrew Witty be not quite as young or as buff as Anderson Cooper , but he does do interview in shirtsleeve from the slum of Nairobi and rural hospital in Uganda .",,nyt_eng_20100208_0140_1,,"Andrew Witty is not quite as young or as buff as Anderson Cooper , but he does do interviews in shirtsleeves from the slums of Nairobi and rural hospitals in Uganda .","Andrew Witty be not quite as young or as buff as Anderson Cooper , but he does do interview in shirtsleeve from the slum of Nairobi and rural hospital in Uganda .","What makes that unusual is that Witty is not a roving CNN anchor , but the chief executive of GlaxoSmithKline , the world 's second-largest drug company .",not,as,young,not,as,young,3,5,6,"{'lemma': 'young', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'not', 'ix': 3, 'xpos': 'RB', 'deprel': 'neg', 'head': 'young'}",neg,"{'lemma': 'young', 'ix': 6, 'xpos': 'JJ', 'deprel': 'root', 'head': '.'}","{'lemma': 'as', 'ix': 5, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'young'}",advmod,nyt_eng_201002,3-5-6,immediateNeg
nyt_eng_20100208_0128_6:20-21-22,"-LBQ-  While it may not be important technically , falling below that level indicates that the whole economic picture is not as rosy as everyone had thought .  -RDQ-","`` while it may not be important technically , fall below that level indicate that the whole economic picture be not as rosy as everyone had think . ''",,nyt_eng_20100208_0128_6,"-LBQ-  Investors and traders find solace in 10,000 ,  -RDQ-  said Jeffrey A. Hirsch , editor of The Stock Trader 's Almanac .","`` While it may not be important technically , falling below that level indicates that the whole economic picture is not as rosy as everyone had thought . ''","`` while it may not be important technically , fall below that level indicate that the whole economic picture be not as rosy as everyone had think . ''","Wall Street 's focus remained on Europe , where the fallout from swelling deficits in Greece , Spain and Portugal continued to sway global markets .",not,as,rosy,not,as,rosy,20,21,22,"{'lemma': 'rosy', 'ix': 22, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'indicate'}","{'lemma': 'not', 'ix': 20, 'xpos': 'RB', 'deprel': 'neg', 'head': 'rosy'}",neg,"{'lemma': 'rosy', 'ix': 22, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'indicate'}","{'lemma': 'as', 'ix': 21, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'rosy'}",advmod,nyt_eng_201002,20-21-22,immediateNeg
nyt_eng_20100208_0127_6:20-21-22,"-LBQ-  While it may not be important technically , falling below that level indicates that the whole economic picture is not as rosy as everyone had thought .  -RDQ-","`` while it may not be important technically , fall below that level indicate that the whole economic picture be not as rosy as everyone had think . ''",,nyt_eng_20100208_0127_6,"-LBQ-  Investors and traders find solace in 10,000 ,  -RDQ-  said Jeffrey A. Hirsch , editor of The Stock Trader 's Almanac .","`` While it may not be important technically , falling below that level indicates that the whole economic picture is not as rosy as everyone had thought . ''","`` while it may not be important technically , fall below that level indicate that the whole economic picture be not as rosy as everyone had think . ''","Wall Street 's focus remained on Europe , where the fallout from swelling deficits in Greece , Spain and Portugal continued to sway global markets .",not,as,rosy,not,as,rosy,20,21,22,"{'lemma': 'rosy', 'ix': 22, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'indicate'}","{'lemma': 'not', 'ix': 20, 'xpos': 'RB', 'deprel': 'neg', 'head': 'rosy'}",neg,"{'lemma': 'rosy', 'ix': 22, 'xpos': 'JJ', 'deprel': 'ccomp', 'head': 'indicate'}","{'lemma': 'as', 'ix': 21, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'rosy'}",advmod,nyt_eng_201002,20-21-22,immediateNeg
nyt_eng_20100208_0111_42:17-18-19,Such diets have loads of what 's good for health and a lot less of what is not so good .,such diet have load of what be good for health and a lot less of what be not so good .,,nyt_eng_20100208_0111_42,"Otherwise , I would n't worry at all about vegetarian diets for adults or for kids .",such diets have loads of what 's good for health and a lot less of what is not so good .,such diet have load of what be good for health and a lot less of what be not so good .,,not,so,good,not,so,good,17,18,19,"{'lemma': 'good', 'ix': 19, 'xpos': 'JJ', 'deprel': 'pcomp', 'head': 'of'}","{'lemma': 'not', 'ix': 17, 'xpos': 'RB', 'deprel': 'neg', 'head': 'good'}",neg,"{'lemma': 'good', 'ix': 19, 'xpos': 'JJ', 'deprel': 'pcomp', 'head': 'of'}","{'lemma': 'so', 'ix': 18, 'xpos': 'RB', 'deprel': 'advmod', 'head': 'good'}",advmod,nyt_eng_201002,17-18-19,immediateNeg
