                l1  l2                     f             E11  r.log.likelihood  r.Poisson.Stirling  r.gmean  r.odds.ratio  r.relative.risk  r.Dice   r.MI2   r.MI3    r.MS  r.t.score  r.z.score.corr  am.log.likelihood  am.Poisson.Stirling        am.gmean   am.odds.ratio  am.relative.risk         am.Dice          am.MI2           am.MI3           am.MS      am.t.score  am.z.score.corr       f1       f2         N  
             kinda  scary                540   2.6542797e+01              3921                3080     3946          2669             2599    2305    3946    6197    2110       5142            3132      2.2395397e+03        4.7204240e+02   1.2183172e-02   1.31914431112     1.31550734112   1.1548949e-02   4.04084083635    6.7732346e+00   8.7595503e-03      22.0956800      99.56525058    31868    61647  74015056  
             about  equivalent           233   1.1417819e+01              6492                4978     6495          2670             2637    5358    6495   10767    6350       8540            4907      9.6690731e+02        2.0398644e+02   8.0150146e-03   1.31896815941     1.31120024450   5.8213616e-03   3.67712870422    6.0444846e+00   3.4499608e-03      14.5163314      65.42777812    67537    12513  74015056  
          formerly  autonomous            28   1.3509224e+00             17676               12362    19444          2671             2587   12006   19444   33983    8464      23812           12687      1.1660360e+02        2.4702528e+01   2.8001597e-03   1.31884942762     1.31762576365   2.7960855e-03   2.76368566452    4.2108437e+00   2.6530226e-03       5.0362023      22.49785819    10554     9474  74015056  
           largely  ignorant             528   2.6159160e+01              3995                3122     4024          2672             2657    3331    4024    6300    3938       5217            3182      2.1853242e+03        4.5973786e+02   1.1999468e-02   1.31876707601     1.30716183801   8.7540413e-03   4.02764404444    6.7502780e+00   5.1985389e-03      21.8398193      98.02146379   101567    19063  74015056  
       drastically  lower                 63   3.0511355e+00             12468                9087    13043          2673             2586    8655   13043   22542    8508      16865            8990      2.6211398e+02        5.5476828e+01   4.1922750e-03   1.31873264030     1.31763969101   3.7808318e-03   3.11421959798    4.9135601e+00   2.6401810e-03       7.5528470      34.03398578     9464    23862  74015056  
        culturally  specific            1037   5.1827619e+01              2614                2091     2644          2674             2605    1902    2644    3955    2200       3315            2193      4.2830041e+03        8.9899917e+02   1.6743186e-02   1.31862294257     1.31510394878   1.3494873e-02   4.31699625333    7.3327750e+00   8.4770702e-03      30.5930552     136.77638677    31358   122330  74015056  
         supremely  elegant              123   5.9831881e+00              9051                6707     9107          2675             2591    5918    9107   15628    5765      12048            6615      5.1111635e+02        1.0807739e+02   5.8449223e-03   1.31830544430     1.31675075384   5.3152413e-03   3.40287756377    5.4927827e+00   3.7537767e-03      10.5510506      47.63457156    13515    32767  74015056  
        absolutely  insane              1793   9.3639737e+01              1761                1404     1880          2676             2846    2460    1880    2622    3396       2218            1605      7.3273066e+03        1.5201513e+03   2.1537246e-02   1.31820002868     1.28456667476   1.1016762e-02   4.53570039249    7.7892807e+00   5.9253139e-03      40.1324168     175.56080549   302600    22904  74015056  
       deliciously  smooth               187   9.1697745e+00              7304                5558     7361          2677             2590    6401    7361   12294    7844       9676            5441      7.7557552e+02        1.6366024e+02   7.1779800e-03   1.31818151334     1.31699810483   4.9345577e-03   3.58132455610    5.8531662e+00   2.8585842e-03      13.0042340      58.56031953    10375    65417  74015056  
            wholly  innocent             257   1.2554263e+01              6149                4734     6185          2678             2607    3519    6185   10090    2398       8078            4682      1.0668253e+03        2.2534978e+02   8.4309685e-03   1.31815604533     1.31440888766   8.4114750e-03   3.72107500970    6.1310081e+00   7.8761876e-03      15.2481061      68.84899638    32630    28477  74015056  
           sharply  negative             239   1.1712754e+01              6402                4920     6421          2679             2593    4696    6421   10581    5208       8414            4841      9.9134941e+02        2.0923121e+02   8.1172393e-03   1.31812359213     1.31642272844   6.5389877e-03   3.68813676948    6.0665347e+00   4.1061059e-03      14.7019897      66.26574889    14894    58206  74015056  
          somewhat  dubious              549   2.7985435e+01              3901                3082     3993          2680             2768    6453    3993    6202    8818       5101            3165      2.2560787e+03        4.7123184e+02   1.2062749e-02   1.31787582831     1.29369586631   4.8952951e-03   4.03221262465    6.7717850e+00   2.5576877e-03      22.2363598      98.39360078   214647     9650  74015056  
        relatively  mild                3812   2.1214358e+02              1017                 808     1142          2681             3053    2021    1142    1444    2896       1214            1010      1.5336515e+04        3.1267111e+03   3.0421310e-02   1.31784325111     1.25730991706   1.2902767e-02   4.83567588947    8.4168288e+00   6.7709786e-03      58.3053938     247.12114455   562991    27890  74015056  
               now  commonplace         1378   7.3452714e+01              2150                1745     2269          2682             2918    4503    2269    3290    6234       2677            1939      5.6025776e+03        1.1560688e+03   1.8688965e-02   1.31782605802     1.27468978275   6.7922426e-03   4.41249058864    7.5517398e+00   3.5163467e-03      35.1427074     152.15611693   391884    13873  74015056  
         amazingly  delicious            742   3.6723844e+01              3232                2550     3269          2683             2618    1849    3269    4974    1542       4200            2659      3.0699873e+03        6.4640168e+02   1.4232127e-02   1.31764742250     1.31299176485   1.3833734e-02   4.17585967751    7.0462636e+00   1.1201860e-02      25.8915022     116.29930947    41035    66239  74015056  
          socially  cohesive             148   7.2549693e+00              8243                6200     8304          2684             2640    7600    8304   14098    9312      10971            6108      6.1368689e+02        1.2954908e+02   6.3868084e-03   1.31761049548     1.31063369240   4.2538515e-03   3.47988785097    5.6501496e+00   2.4364546e-03      11.5691703      52.06785562    60744     8840  74015056  
         genuinely  interested          5149   2.7528546e+02               796                 622      877          2685             2638     893     877    1097    1141        950             779      2.0912648e+04        4.3130348e+03   3.6072083e-02   1.31708039254     1.31110724300   2.4779945e-02   4.98366251480    8.6953854e+00   1.4351053e-02      67.9201510     293.71349231    56789   358789  74015056  
       universally  usable                42   2.0374977e+00             14998               10690    15990          2686             2600    9684   15990   27831    6873      20154           10743      1.7451551e+02        3.6954022e+01   3.4201148e-03   1.31698964665     1.31548167689   3.4133853e-03   2.93740144892    4.5606507e+00   3.2119914e-03       6.1663480      27.64623874    13076    11533  74015056  
