sentences,mask_type,pred_pos,scale_type
It was kinda dry. It was not completely dry but it wasn't [MASK] either.,predicate,adj,abs
 It was not completely dry but it wasn't [MASK] either.,predicate,adj,abs
It was kinda [MASK]. It was not totally dry but it was not wet either.,predicate,adj,abs
It was kinda dry. It was not totally [MASK] but it was not wet either.,predicate,adj,abs
 It was not totally [MASK] but it was not wet either.,predicate,adj,abs
It was kinda dry. It was not totally dry but it was not [MASK] either.,predicate,adj,abs
 It was not totally dry but it was not [MASK] either.,predicate,adj,abs
It was kinda [MASK]. It was not totally dry but it wasn't wet either.,predicate,adj,abs
It was kinda dry. It was not totally [MASK] but it wasn't wet either.,predicate,adj,abs
 It was not totally [MASK] but it wasn't wet either.,predicate,adj,abs
It was kinda dry. It was not totally dry but it wasn't [MASK] either.,predicate,adj,abs
 It was not totally dry but it wasn't [MASK] either.,predicate,adj,abs
It was kinda [MASK]. It wasn't extremely dry but it was not wet either.,predicate,adj,abs
It was kinda dry. It wasn't extremely [MASK] but it was not wet either.,predicate,adj,abs
 It wasn't extremely [MASK] but it was not wet either.,predicate,adj,abs
It was kinda dry. It wasn't extremely dry but it was not [MASK] either.,predicate,adj,abs
 It wasn't extremely dry but it was not [MASK] either.,predicate,adj,abs
It was kinda [MASK]. It wasn't extremely dry but it wasn't wet either.,predicate,adj,abs
It was kinda dry. It wasn't extremely [MASK] but it wasn't wet either.,predicate,adj,abs
 It wasn't extremely [MASK] but it wasn't wet either.,predicate,adj,abs
It was kinda dry. It wasn't extremely dry but it wasn't [MASK] either.,predicate,adj,abs
 It wasn't extremely dry but it wasn't [MASK] either.,predicate,adj,abs
It was kinda [MASK]. It wasn't ridiculously dry but it was not wet either.,predicate,adj,abs
It was kinda dry. It wasn't ridiculously [MASK] but it was not wet either.,predicate,adj,abs
 It wasn't ridiculously [MASK] but it was not wet either.,predicate,adj,abs
It was kinda dry. It wasn't ridiculously dry but it was not [MASK] either.,predicate,adj,abs
 It wasn't ridiculously dry but it was not [MASK] either.,predicate,adj,abs
It was kinda [MASK]. It wasn't ridiculously dry but it wasn't wet either.,predicate,adj,abs
It was kinda dry. It wasn't ridiculously [MASK] but it wasn't wet either.,predicate,adj,abs
 It wasn't ridiculously [MASK] but it wasn't wet either.,predicate,adj,abs
It was kinda dry. It wasn't ridiculously dry but it wasn't [MASK] either.,predicate,adj,abs
 It wasn't ridiculously dry but it wasn't [MASK] either.,predicate,adj,abs
It was kinda [MASK]. It wasn't completely dry but it was not wet either.,predicate,adj,abs
It was kinda dry. It wasn't completely [MASK] but it was not wet either.,predicate,adj,abs
 It wasn't completely [MASK] but it was not wet either.,predicate,adj,abs
It was kinda dry. It wasn't completely dry but it was not [MASK] either.,predicate,adj,abs
 It wasn't completely dry but it was not [MASK] either.,predicate,adj,abs
It was kinda [MASK]. It wasn't completely dry but it wasn't wet either.,predicate,adj,abs
It was kinda dry. It wasn't completely [MASK] but it wasn't wet either.,predicate,adj,abs
 It wasn't completely [MASK] but it wasn't wet either.,predicate,adj,abs
It was kinda dry. It wasn't completely dry but it wasn't [MASK] either.,predicate,adj,abs
 It wasn't completely dry but it wasn't [MASK] either.,predicate,adj,abs
It was kinda [MASK]. It wasn't totally dry but it was not wet either.,predicate,adj,abs
It was kinda dry. It wasn't totally [MASK] but it was not wet either.,predicate,adj,abs
 It wasn't totally [MASK] but it was not wet either.,predicate,adj,abs
It was kinda dry. It wasn't totally dry but it was not [MASK] either.,predicate,adj,abs
 It wasn't totally dry but it was not [MASK] either.,predicate,adj,abs
It was kinda [MASK]. It wasn't totally dry but it wasn't wet either.,predicate,adj,abs
It was kinda dry. It wasn't totally [MASK] but it wasn't wet either.,predicate,adj,abs
 It wasn't totally [MASK] but it wasn't wet either.,predicate,adj,abs
It was kinda dry. It wasn't totally dry but it wasn't [MASK] either.,predicate,adj,abs
 It wasn't totally dry but it wasn't [MASK] either.,predicate,adj,abs
It was kinda [MASK]. It was not wet but it was not extremely dry either.,predicate,adj,abs
It was kinda dry. It was not [MASK] but it was not extremely dry either.,predicate,adj,abs
 It was not [MASK] but it was not extremely dry either.,predicate,adj,abs
It was kinda dry. It was not wet but it was not extremely [MASK] either.,predicate,adj,abs
 It was not wet but it was not extremely [MASK] either.,predicate,adj,abs
It was kinda [MASK]. It was not wet but it was not ridiculously dry either.,predicate,adj,abs
It was kinda dry. It was not [MASK] but it was not ridiculously dry either.,predicate,adj,abs
 It was not [MASK] but it was not ridiculously dry either.,predicate,adj,abs
It was kinda dry. It was not wet but it was not ridiculously [MASK] either.,predicate,adj,abs
 It was not wet but it was not ridiculously [MASK] either.,predicate,adj,abs
It was kinda [MASK]. It was not wet but it was not completely dry either.,predicate,adj,abs
It was kinda dry. It was not [MASK] but it was not completely dry either.,predicate,adj,abs
 It was not [MASK] but it was not completely dry either.,predicate,adj,abs
It was kinda dry. It was not wet but it was not completely [MASK] either.,predicate,adj,abs
 It was not wet but it was not completely [MASK] either.,predicate,adj,abs
It was kinda [MASK]. It was not wet but it was not totally dry either.,predicate,adj,abs
It was kinda dry. It was not [MASK] but it was not totally dry either.,predicate,adj,abs
 It was not [MASK] but it was not totally dry either.,predicate,adj,abs
It was kinda dry. It was not wet but it was not totally [MASK] either.,predicate,adj,abs
 It was not wet but it was not totally [MASK] either.,predicate,adj,abs
It was kinda [MASK]. It was not wet but it wasn't extremely dry either.,predicate,adj,abs
It was kinda dry. It was not [MASK] but it wasn't extremely dry either.,predicate,adj,abs
 It was not [MASK] but it wasn't extremely dry either.,predicate,adj,abs
It was kinda dry. It was not wet but it wasn't extremely [MASK] either.,predicate,adj,abs
 It was not wet but it wasn't extremely [MASK] either.,predicate,adj,abs
It was kinda [MASK]. It was not wet but it wasn't ridiculously dry either.,predicate,adj,abs
It was kinda dry. It was not [MASK] but it wasn't ridiculously dry either.,predicate,adj,abs
 It was not [MASK] but it wasn't ridiculously dry either.,predicate,adj,abs
It was kinda dry. It was not wet but it wasn't ridiculously [MASK] either.,predicate,adj,abs
 It was not wet but it wasn't ridiculously [MASK] either.,predicate,adj,abs
It was kinda [MASK]. It was not wet but it wasn't completely dry either.,predicate,adj,abs
It was kinda dry. It was not [MASK] but it wasn't completely dry either.,predicate,adj,abs
 It was not [MASK] but it wasn't completely dry either.,predicate,adj,abs
It was kinda dry. It was not wet but it wasn't completely [MASK] either.,predicate,adj,abs
 It was not wet but it wasn't completely [MASK] either.,predicate,adj,abs
It was kinda [MASK]. It was not wet but it wasn't totally dry either.,predicate,adj,abs
It was kinda dry. It was not [MASK] but it wasn't totally dry either.,predicate,adj,abs
 It was not [MASK] but it wasn't totally dry either.,predicate,adj,abs
It was kinda dry. It was not wet but it wasn't totally [MASK] either.,predicate,adj,abs
 It was not wet but it wasn't totally [MASK] either.,predicate,adj,abs
It was kinda [MASK]. It wasn't wet but it was not extremely dry either.,predicate,adj,abs
It was kinda dry. It wasn't [MASK] but it was not extremely dry either.,predicate,adj,abs
 It wasn't [MASK] but it was not extremely dry either.,predicate,adj,abs
It was kinda dry. It wasn't wet but it was not extremely [MASK] either.,predicate,adj,abs
 It wasn't wet but it was not extremely [MASK] either.,predicate,adj,abs
It was kinda [MASK]. It wasn't wet but it was not ridiculously dry either.,predicate,adj,abs
It was kinda dry. It wasn't [MASK] but it was not ridiculously dry either.,predicate,adj,abs
 It wasn't [MASK] but it was not ridiculously dry either.,predicate,adj,abs
It was kinda dry. It wasn't wet but it was not ridiculously [MASK] either.,predicate,adj,abs
 It wasn't wet but it was not ridiculously [MASK] either.,predicate,adj,abs
It was kinda [MASK]. It wasn't wet but it was not completely dry either.,predicate,adj,abs
It was kinda dry. It wasn't [MASK] but it was not completely dry either.,predicate,adj,abs
 It wasn't [MASK] but it was not completely dry either.,predicate,adj,abs
It was kinda dry. It wasn't wet but it was not completely [MASK] either.,predicate,adj,abs
 It wasn't wet but it was not completely [MASK] either.,predicate,adj,abs
It was kinda [MASK]. It wasn't wet but it was not totally dry either.,predicate,adj,abs
It was kinda dry. It wasn't [MASK] but it was not totally dry either.,predicate,adj,abs
 It wasn't [MASK] but it was not totally dry either.,predicate,adj,abs
It was kinda dry. It wasn't wet but it was not totally [MASK] either.,predicate,adj,abs
 It wasn't wet but it was not totally [MASK] either.,predicate,adj,abs
It was kinda [MASK]. It wasn't wet but it wasn't extremely dry either.,predicate,adj,abs
It was kinda dry. It wasn't [MASK] but it wasn't extremely dry either.,predicate,adj,abs
 It wasn't [MASK] but it wasn't extremely dry either.,predicate,adj,abs
It was kinda dry. It wasn't wet but it wasn't extremely [MASK] either.,predicate,adj,abs
 It wasn't wet but it wasn't extremely [MASK] either.,predicate,adj,abs
It was kinda [MASK]. It wasn't wet but it wasn't ridiculously dry either.,predicate,adj,abs
It was kinda dry. It wasn't [MASK] but it wasn't ridiculously dry either.,predicate,adj,abs
 It wasn't [MASK] but it wasn't ridiculously dry either.,predicate,adj,abs
It was kinda dry. It wasn't wet but it wasn't ridiculously [MASK] either.,predicate,adj,abs
 It wasn't wet but it wasn't ridiculously [MASK] either.,predicate,adj,abs
It was kinda [MASK]. It wasn't wet but it wasn't completely dry either.,predicate,adj,abs
It was kinda dry. It wasn't [MASK] but it wasn't completely dry either.,predicate,adj,abs
 It wasn't [MASK] but it wasn't completely dry either.,predicate,adj,abs
It was kinda dry. It wasn't wet but it wasn't completely [MASK] either.,predicate,adj,abs
 It wasn't wet but it wasn't completely [MASK] either.,predicate,adj,abs
It was kinda [MASK]. It wasn't wet but it wasn't totally dry either.,predicate,adj,abs
It was kinda dry. It wasn't [MASK] but it wasn't totally dry either.,predicate,adj,abs
 It wasn't [MASK] but it wasn't totally dry either.,predicate,adj,abs
It was kinda dry. It wasn't wet but it wasn't totally [MASK] either.,predicate,adj,abs
 It wasn't wet but it wasn't totally [MASK] either.,predicate,adj,abs
It was sorta [MASK]. It was not extremely dry but it was not wet either.,predicate,adj,abs
It was sorta dry. It was not extremely [MASK] but it was not wet either.,predicate,adj,abs
It was sorta dry. It was not extremely dry but it was not [MASK] either.,predicate,adj,abs
It was sorta [MASK]. It was not extremely dry but it wasn't wet either.,predicate,adj,abs
It was sorta dry. It was not extremely [MASK] but it wasn't wet either.,predicate,adj,abs
It was sorta dry. It was not extremely dry but it wasn't [MASK] either.,predicate,adj,abs
It was sorta [MASK]. It was not ridiculously dry but it was not wet either.,predicate,adj,abs
It was sorta dry. It was not ridiculously [MASK] but it was not wet either.,predicate,adj,abs
It was sorta dry. It was not ridiculously dry but it was not [MASK] either.,predicate,adj,abs
It was sorta [MASK]. It was not ridiculously dry but it wasn't wet either.,predicate,adj,abs
It was sorta dry. It was not ridiculously [MASK] but it wasn't wet either.,predicate,adj,abs
It was sorta dry. It was not ridiculously dry but it wasn't [MASK] either.,predicate,adj,abs
It was sorta [MASK]. It was not completely dry but it was not wet either.,predicate,adj,abs
It was sorta dry. It was not completely [MASK] but it was not wet either.,predicate,adj,abs
It was sorta dry. It was not completely dry but it was not [MASK] either.,predicate,adj,abs
It was sorta [MASK]. It was not completely dry but it wasn't wet either.,predicate,adj,abs
It was sorta dry. It was not completely [MASK] but it wasn't wet either.,predicate,adj,abs
It was sorta dry. It was not completely dry but it wasn't [MASK] either.,predicate,adj,abs
It was sorta [MASK]. It was not totally dry but it was not wet either.,predicate,adj,abs
It was sorta dry. It was not totally [MASK] but it was not wet either.,predicate,adj,abs
It was sorta dry. It was not totally dry but it was not [MASK] either.,predicate,adj,abs
It was sorta [MASK]. It was not totally dry but it wasn't wet either.,predicate,adj,abs
It was sorta dry. It was not totally [MASK] but it wasn't wet either.,predicate,adj,abs
It was sorta dry. It was not totally dry but it wasn't [MASK] either.,predicate,adj,abs
It was sorta [MASK]. It wasn't extremely dry but it was not wet either.,predicate,adj,abs
It was sorta dry. It wasn't extremely [MASK] but it was not wet either.,predicate,adj,abs
It was sorta dry. It wasn't extremely dry but it was not [MASK] either.,predicate,adj,abs
It was sorta [MASK]. It wasn't extremely dry but it wasn't wet either.,predicate,adj,abs
It was sorta dry. It wasn't extremely [MASK] but it wasn't wet either.,predicate,adj,abs
It was sorta dry. It wasn't extremely dry but it wasn't [MASK] either.,predicate,adj,abs
It was sorta [MASK]. It wasn't ridiculously dry but it was not wet either.,predicate,adj,abs
It was sorta dry. It wasn't ridiculously [MASK] but it was not wet either.,predicate,adj,abs
It was sorta dry. It wasn't ridiculously dry but it was not [MASK] either.,predicate,adj,abs
It was sorta [MASK]. It wasn't ridiculously dry but it wasn't wet either.,predicate,adj,abs
It was sorta dry. It wasn't ridiculously [MASK] but it wasn't wet either.,predicate,adj,abs
It was sorta dry. It wasn't ridiculously dry but it wasn't [MASK] either.,predicate,adj,abs
It was sorta [MASK]. It wasn't completely dry but it was not wet either.,predicate,adj,abs
It was sorta dry. It wasn't completely [MASK] but it was not wet either.,predicate,adj,abs
It was sorta dry. It wasn't completely dry but it was not [MASK] either.,predicate,adj,abs
It was sorta [MASK]. It wasn't completely dry but it wasn't wet either.,predicate,adj,abs
It was sorta dry. It wasn't completely [MASK] but it wasn't wet either.,predicate,adj,abs
It was sorta dry. It wasn't completely dry but it wasn't [MASK] either.,predicate,adj,abs
It was sorta [MASK]. It wasn't totally dry but it was not wet either.,predicate,adj,abs
It was sorta dry. It wasn't totally [MASK] but it was not wet either.,predicate,adj,abs
It was sorta dry. It wasn't totally dry but it was not [MASK] either.,predicate,adj,abs
It was sorta [MASK]. It wasn't totally dry but it wasn't wet either.,predicate,adj,abs
It was sorta dry. It wasn't totally [MASK] but it wasn't wet either.,predicate,adj,abs
It was sorta dry. It wasn't totally dry but it wasn't [MASK] either.,predicate,adj,abs
It was sorta [MASK]. It was not wet but it was not extremely dry either.,predicate,adj,abs
It was sorta dry. It was not [MASK] but it was not extremely dry either.,predicate,adj,abs
It was sorta dry. It was not wet but it was not extremely [MASK] either.,predicate,adj,abs
It was sorta [MASK]. It was not wet but it was not ridiculously dry either.,predicate,adj,abs
It was sorta dry. It was not [MASK] but it was not ridiculously dry either.,predicate,adj,abs
It was sorta dry. It was not wet but it was not ridiculously [MASK] either.,predicate,adj,abs
It was sorta [MASK]. It was not wet but it was not completely dry either.,predicate,adj,abs
It was sorta dry. It was not [MASK] but it was not completely dry either.,predicate,adj,abs
It was sorta dry. It was not wet but it was not completely [MASK] either.,predicate,adj,abs
It was sorta [MASK]. It was not wet but it was not totally dry either.,predicate,adj,abs
It was sorta dry. It was not [MASK] but it was not totally dry either.,predicate,adj,abs
It was sorta dry. It was not wet but it was not totally [MASK] either.,predicate,adj,abs
It was sorta [MASK]. It was not wet but it wasn't extremely dry either.,predicate,adj,abs
It was sorta dry. It was not [MASK] but it wasn't extremely dry either.,predicate,adj,abs
It was sorta dry. It was not wet but it wasn't extremely [MASK] either.,predicate,adj,abs
It was sorta [MASK]. It was not wet but it wasn't ridiculously dry either.,predicate,adj,abs
It was sorta dry. It was not [MASK] but it wasn't ridiculously dry either.,predicate,adj,abs
It was sorta dry. It was not wet but it wasn't ridiculously [MASK] either.,predicate,adj,abs
It was sorta [MASK]. It was not wet but it wasn't completely dry either.,predicate,adj,abs
It was sorta dry. It was not [MASK] but it wasn't completely dry either.,predicate,adj,abs
It was sorta dry. It was not wet but it wasn't completely [MASK] either.,predicate,adj,abs
It was sorta [MASK]. It was not wet but it wasn't totally dry either.,predicate,adj,abs
It was sorta dry. It was not [MASK] but it wasn't totally dry either.,predicate,adj,abs
It was sorta dry. It was not wet but it wasn't totally [MASK] either.,predicate,adj,abs
It was sorta [MASK]. It wasn't wet but it was not extremely dry either.,predicate,adj,abs
It was sorta dry. It wasn't [MASK] but it was not extremely dry either.,predicate,adj,abs
It was sorta dry. It wasn't wet but it was not extremely [MASK] either.,predicate,adj,abs
It was sorta [MASK]. It wasn't wet but it was not ridiculously dry either.,predicate,adj,abs
It was sorta dry. It wasn't [MASK] but it was not ridiculously dry either.,predicate,adj,abs
It was sorta dry. It wasn't wet but it was not ridiculously [MASK] either.,predicate,adj,abs
It was sorta [MASK]. It wasn't wet but it was not completely dry either.,predicate,adj,abs
It was sorta dry. It wasn't [MASK] but it was not completely dry either.,predicate,adj,abs
It was sorta dry. It wasn't wet but it was not completely [MASK] either.,predicate,adj,abs
It was sorta [MASK]. It wasn't wet but it was not totally dry either.,predicate,adj,abs
It was sorta dry. It wasn't [MASK] but it was not totally dry either.,predicate,adj,abs
It was sorta dry. It wasn't wet but it was not totally [MASK] either.,predicate,adj,abs
It was sorta [MASK]. It wasn't wet but it wasn't extremely dry either.,predicate,adj,abs
It was sorta dry. It wasn't [MASK] but it wasn't extremely dry either.,predicate,adj,abs
It was sorta dry. It wasn't wet but it wasn't extremely [MASK] either.,predicate,adj,abs
It was sorta [MASK]. It wasn't wet but it wasn't ridiculously dry either.,predicate,adj,abs
It was sorta dry. It wasn't [MASK] but it wasn't ridiculously dry either.,predicate,adj,abs
It was sorta dry. It wasn't wet but it wasn't ridiculously [MASK] either.,predicate,adj,abs
It was sorta [MASK]. It wasn't wet but it wasn't completely dry either.,predicate,adj,abs
It was sorta dry. It wasn't [MASK] but it wasn't completely dry either.,predicate,adj,abs
It was sorta dry. It wasn't wet but it wasn't completely [MASK] either.,predicate,adj,abs
It was sorta [MASK]. It wasn't wet but it wasn't totally dry either.,predicate,adj,abs
It was sorta dry. It wasn't [MASK] but it wasn't totally dry either.,predicate,adj,abs
It was sorta dry. It wasn't wet but it wasn't totally [MASK] either.,predicate,adj,abs
It was slightly [MASK]. It was not extremely dry but it was not wet either.,predicate,adj,abs
It was slightly dry. It was not extremely [MASK] but it was not wet either.,predicate,adj,abs
It was slightly dry. It was not extremely dry but it was not [MASK] either.,predicate,adj,abs
It was slightly [MASK]. It was not extremely dry but it wasn't wet either.,predicate,adj,abs
It was slightly dry. It was not extremely [MASK] but it wasn't wet either.,predicate,adj,abs
It was slightly dry. It was not extremely dry but it wasn't [MASK] either.,predicate,adj,abs
It was slightly [MASK]. It was not ridiculously dry but it was not wet either.,predicate,adj,abs
It was slightly dry. It was not ridiculously [MASK] but it was not wet either.,predicate,adj,abs
It was slightly dry. It was not ridiculously dry but it was not [MASK] either.,predicate,adj,abs
It was slightly [MASK]. It was not ridiculously dry but it wasn't wet either.,predicate,adj,abs
It was slightly dry. It was not ridiculously [MASK] but it wasn't wet either.,predicate,adj,abs
It was slightly dry. It was not ridiculously dry but it wasn't [MASK] either.,predicate,adj,abs
It was slightly [MASK]. It was not completely dry but it was not wet either.,predicate,adj,abs
It was slightly dry. It was not completely [MASK] but it was not wet either.,predicate,adj,abs
It was slightly dry. It was not completely dry but it was not [MASK] either.,predicate,adj,abs
It was slightly [MASK]. It was not completely dry but it wasn't wet either.,predicate,adj,abs
It was slightly dry. It was not completely [MASK] but it wasn't wet either.,predicate,adj,abs
It was slightly dry. It was not completely dry but it wasn't [MASK] either.,predicate,adj,abs
It was slightly [MASK]. It was not totally dry but it was not wet either.,predicate,adj,abs
It was slightly dry. It was not totally [MASK] but it was not wet either.,predicate,adj,abs
It was slightly dry. It was not totally dry but it was not [MASK] either.,predicate,adj,abs
It was slightly [MASK]. It was not totally dry but it wasn't wet either.,predicate,adj,abs
It was slightly dry. It was not totally [MASK] but it wasn't wet either.,predicate,adj,abs
It was slightly dry. It was not totally dry but it wasn't [MASK] either.,predicate,adj,abs
It was slightly [MASK]. It wasn't extremely dry but it was not wet either.,predicate,adj,abs
It was slightly dry. It wasn't extremely [MASK] but it was not wet either.,predicate,adj,abs
It was slightly dry. It wasn't extremely dry but it was not [MASK] either.,predicate,adj,abs
It was slightly [MASK]. It wasn't extremely dry but it wasn't wet either.,predicate,adj,abs
It was slightly dry. It wasn't extremely [MASK] but it wasn't wet either.,predicate,adj,abs
It was slightly dry. It wasn't extremely dry but it wasn't [MASK] either.,predicate,adj,abs
It was slightly [MASK]. It wasn't ridiculously dry but it was not wet either.,predicate,adj,abs
It was slightly dry. It wasn't ridiculously [MASK] but it was not wet either.,predicate,adj,abs
It was slightly dry. It wasn't ridiculously dry but it was not [MASK] either.,predicate,adj,abs
It was slightly [MASK]. It wasn't ridiculously dry but it wasn't wet either.,predicate,adj,abs
It was slightly dry. It wasn't ridiculously [MASK] but it wasn't wet either.,predicate,adj,abs
It was slightly dry. It wasn't ridiculously dry but it wasn't [MASK] either.,predicate,adj,abs
It was slightly [MASK]. It wasn't completely dry but it was not wet either.,predicate,adj,abs
It was slightly dry. It wasn't completely [MASK] but it was not wet either.,predicate,adj,abs
It was slightly dry. It wasn't completely dry but it was not [MASK] either.,predicate,adj,abs
It was slightly [MASK]. It wasn't completely dry but it wasn't wet either.,predicate,adj,abs
It was slightly dry. It wasn't completely [MASK] but it wasn't wet either.,predicate,adj,abs
It was slightly dry. It wasn't completely dry but it wasn't [MASK] either.,predicate,adj,abs
It was slightly [MASK]. It wasn't totally dry but it was not wet either.,predicate,adj,abs
It was slightly dry. It wasn't totally [MASK] but it was not wet either.,predicate,adj,abs
It was slightly dry. It wasn't totally dry but it was not [MASK] either.,predicate,adj,abs
It was slightly [MASK]. It wasn't totally dry but it wasn't wet either.,predicate,adj,abs
It was slightly dry. It wasn't totally [MASK] but it wasn't wet either.,predicate,adj,abs
It was slightly dry. It wasn't totally dry but it wasn't [MASK] either.,predicate,adj,abs
It was slightly [MASK]. It was not wet but it was not extremely dry either.,predicate,adj,abs
It was slightly dry. It was not [MASK] but it was not extremely dry either.,predicate,adj,abs
It was slightly dry. It was not wet but it was not extremely [MASK] either.,predicate,adj,abs
It was slightly [MASK]. It was not wet but it was not ridiculously dry either.,predicate,adj,abs
It was slightly dry. It was not [MASK] but it was not ridiculously dry either.,predicate,adj,abs
It was slightly dry. It was not wet but it was not ridiculously [MASK] either.,predicate,adj,abs
It was slightly [MASK]. It was not wet but it was not completely dry either.,predicate,adj,abs
It was slightly dry. It was not [MASK] but it was not completely dry either.,predicate,adj,abs
It was slightly dry. It was not wet but it was not completely [MASK] either.,predicate,adj,abs
It was slightly [MASK]. It was not wet but it was not totally dry either.,predicate,adj,abs
It was slightly dry. It was not [MASK] but it was not totally dry either.,predicate,adj,abs
It was slightly dry. It was not wet but it was not totally [MASK] either.,predicate,adj,abs
It was slightly [MASK]. It was not wet but it wasn't extremely dry either.,predicate,adj,abs
It was slightly dry. It was not [MASK] but it wasn't extremely dry either.,predicate,adj,abs
It was slightly dry. It was not wet but it wasn't extremely [MASK] either.,predicate,adj,abs
It was slightly [MASK]. It was not wet but it wasn't ridiculously dry either.,predicate,adj,abs
It was slightly dry. It was not [MASK] but it wasn't ridiculously dry either.,predicate,adj,abs
It was slightly dry. It was not wet but it wasn't ridiculously [MASK] either.,predicate,adj,abs
It was slightly [MASK]. It was not wet but it wasn't completely dry either.,predicate,adj,abs
It was slightly dry. It was not [MASK] but it wasn't completely dry either.,predicate,adj,abs
It was slightly dry. It was not wet but it wasn't completely [MASK] either.,predicate,adj,abs
It was slightly [MASK]. It was not wet but it wasn't totally dry either.,predicate,adj,abs
It was slightly dry. It was not [MASK] but it wasn't totally dry either.,predicate,adj,abs
It was slightly dry. It was not wet but it wasn't totally [MASK] either.,predicate,adj,abs
It was slightly [MASK]. It wasn't wet but it was not extremely dry either.,predicate,adj,abs
It was slightly dry. It wasn't [MASK] but it was not extremely dry either.,predicate,adj,abs
It was slightly dry. It wasn't wet but it was not extremely [MASK] either.,predicate,adj,abs
It was slightly [MASK]. It wasn't wet but it was not ridiculously dry either.,predicate,adj,abs
It was slightly dry. It wasn't [MASK] but it was not ridiculously dry either.,predicate,adj,abs
It was slightly dry. It wasn't wet but it was not ridiculously [MASK] either.,predicate,adj,abs
It was slightly [MASK]. It wasn't wet but it was not completely dry either.,predicate,adj,abs
It was slightly dry. It wasn't [MASK] but it was not completely dry either.,predicate,adj,abs
It was slightly dry. It wasn't wet but it was not completely [MASK] either.,predicate,adj,abs
It was slightly [MASK]. It wasn't wet but it was not totally dry either.,predicate,adj,abs
It was slightly dry. It wasn't [MASK] but it was not totally dry either.,predicate,adj,abs
It was slightly dry. It wasn't wet but it was not totally [MASK] either.,predicate,adj,abs
It was slightly [MASK]. It wasn't wet but it wasn't extremely dry either.,predicate,adj,abs
It was slightly dry. It wasn't [MASK] but it wasn't extremely dry either.,predicate,adj,abs
It was slightly dry. It wasn't wet but it wasn't extremely [MASK] either.,predicate,adj,abs
It was slightly [MASK]. It wasn't wet but it wasn't ridiculously dry either.,predicate,adj,abs
It was slightly dry. It wasn't [MASK] but it wasn't ridiculously dry either.,predicate,adj,abs
It was slightly dry. It wasn't wet but it wasn't ridiculously [MASK] either.,predicate,adj,abs
It was slightly [MASK]. It wasn't wet but it wasn't completely dry either.,predicate,adj,abs
It was slightly dry. It wasn't [MASK] but it wasn't completely dry either.,predicate,adj,abs
It was slightly dry. It wasn't wet but it wasn't completely [MASK] either.,predicate,adj,abs
It was slightly [MASK]. It wasn't wet but it wasn't totally dry either.,predicate,adj,abs
It was slightly dry. It wasn't [MASK] but it wasn't totally dry either.,predicate,adj,abs
It was slightly dry. It wasn't wet but it wasn't totally [MASK] either.,predicate,adj,abs
It was partially [MASK]. It was not extremely dry but it was not wet either.,predicate,adj,abs
It was partially dry. It was not extremely [MASK] but it was not wet either.,predicate,adj,abs
It was partially dry. It was not extremely dry but it was not [MASK] either.,predicate,adj,abs
It was partially [MASK]. It was not extremely dry but it wasn't wet either.,predicate,adj,abs
It was partially dry. It was not extremely [MASK] but it wasn't wet either.,predicate,adj,abs
It was partially dry. It was not extremely dry but it wasn't [MASK] either.,predicate,adj,abs
It was partially [MASK]. It was not ridiculously dry but it was not wet either.,predicate,adj,abs
It was partially dry. It was not ridiculously [MASK] but it was not wet either.,predicate,adj,abs
It was partially dry. It was not ridiculously dry but it was not [MASK] either.,predicate,adj,abs
It was partially [MASK]. It was not ridiculously dry but it wasn't wet either.,predicate,adj,abs
It was partially dry. It was not ridiculously [MASK] but it wasn't wet either.,predicate,adj,abs
It was partially dry. It was not ridiculously dry but it wasn't [MASK] either.,predicate,adj,abs
It was partially [MASK]. It was not completely dry but it was not wet either.,predicate,adj,abs
It was partially dry. It was not completely [MASK] but it was not wet either.,predicate,adj,abs
It was partially dry. It was not completely dry but it was not [MASK] either.,predicate,adj,abs
It was partially [MASK]. It was not completely dry but it wasn't wet either.,predicate,adj,abs
It was partially dry. It was not completely [MASK] but it wasn't wet either.,predicate,adj,abs
It was partially dry. It was not completely dry but it wasn't [MASK] either.,predicate,adj,abs
It was partially [MASK]. It was not totally dry but it was not wet either.,predicate,adj,abs
It was partially dry. It was not totally [MASK] but it was not wet either.,predicate,adj,abs
It was partially dry. It was not totally dry but it was not [MASK] either.,predicate,adj,abs
It was partially [MASK]. It was not totally dry but it wasn't wet either.,predicate,adj,abs
It was partially dry. It was not totally [MASK] but it wasn't wet either.,predicate,adj,abs
It was partially dry. It was not totally dry but it wasn't [MASK] either.,predicate,adj,abs
It was partially [MASK]. It wasn't extremely dry but it was not wet either.,predicate,adj,abs
It was partially dry. It wasn't extremely [MASK] but it was not wet either.,predicate,adj,abs
It was partially dry. It wasn't extremely dry but it was not [MASK] either.,predicate,adj,abs
It was partially [MASK]. It wasn't extremely dry but it wasn't wet either.,predicate,adj,abs
It was partially dry. It wasn't extremely [MASK] but it wasn't wet either.,predicate,adj,abs
It was partially dry. It wasn't extremely dry but it wasn't [MASK] either.,predicate,adj,abs
It was partially [MASK]. It wasn't ridiculously dry but it was not wet either.,predicate,adj,abs
It was partially dry. It wasn't ridiculously [MASK] but it was not wet either.,predicate,adj,abs
It was partially dry. It wasn't ridiculously dry but it was not [MASK] either.,predicate,adj,abs
It was partially [MASK]. It wasn't ridiculously dry but it wasn't wet either.,predicate,adj,abs
It was partially dry. It wasn't ridiculously [MASK] but it wasn't wet either.,predicate,adj,abs
