,l1,l2,f,E11,am_log_likelihood,am_odds_ratio_disc,am_p1_given2,am_p2_given1,log_ratio,conservative_log_ratio,unexpected_count,unexpected_ratio,joint_probability
62919,tantalizingly,close,1130,12.599,8636.221,2.265,0.002,0.509,6.49,6.232,1117.401,0.989,0.001
18603,admittedly,imperfect,134,1.043,1039.549,2.124,0.02,0.01,7.035,6.231,132.957,0.992,0.0
40851,unspeakably,vile,37,0.156,331.759,2.39,0.007,0.016,7.898,6.231,36.844,0.996,0.0
816,almost,identical,14891,261.682,96237.36,1.916,0.283,0.035,6.313,6.231,14629.318,0.982,0.01
16451,rarely,fatal,604,6.411,4327.224,1.997,0.023,0.029,6.591,6.23,597.589,0.989,0.001
22128,badly,dehydrated,33,0.129,300.877,2.424,0.016,0.006,8.021,6.23,32.871,0.996,0.0
48737,tactically,sound,68,0.405,563.813,2.243,0.005,0.029,7.397,6.23,67.595,0.994,0.0
5668,strictly,non-partisan,62,0.371,516.024,2.259,0.07,0.002,7.49,6.23,61.629,0.994,0.0
6179,seriously,flawed,2008,24.936,13848.184,1.948,0.064,0.029,6.428,6.229,1983.065,0.988,0.002
25406,academically,gifted,98,0.684,780.963,2.17,0.014,0.012,7.182,6.229,97.316,0.993,0.0
54226,geologically,unstable,89,0.594,719.028,2.199,0.004,0.044,7.231,6.229,88.406,0.993,0.0
39081,plainly,visible,986,10.92,7087.958,2.028,0.007,0.147,6.507,6.229,975.08,0.989,0.001
15986,fiscally,unsustainable,125,0.956,974.163,2.132,0.024,0.008,7.065,6.229,124.044,0.992,0.0
2117,probably,easiest,235,2.4,1728.322,2.067,0.157,0.002,6.86,6.228,232.6,0.99,0.0
6807,morally,culpable,223,2.057,1662.29,2.064,0.059,0.005,6.848,6.227,220.943,0.991,0.0
39757,manifestly,untrue,77,0.487,628.736,2.214,0.007,0.021,7.314,6.225,76.513,0.994,0.0
9727,dangerously,overcrowded,199,1.764,1495.862,2.074,0.041,0.007,6.878,6.224,197.236,0.991,0.0
34645,unduly,pessimistic,124,0.938,968.91,2.136,0.009,0.022,7.059,6.223,123.062,0.992,0.0
10462,essentially,flat,1866,22.556,12952.5,1.956,0.038,0.048,6.426,6.222,1843.444,0.988,0.002
50347,appealingly,quirky,28,0.096,262.844,2.485,0.004,0.023,8.196,6.222,27.904,0.997,0.0
18075,darkly,lit,61,0.351,509.593,2.255,0.021,0.006,7.471,6.222,60.649,0.994,0.0
40890,nutritionally,sound,97,0.675,774.272,2.174,0.007,0.025,7.177,6.221,96.325,0.993,0.0
12048,insanely,catchy,377,3.788,2739.582,2.019,0.032,0.014,6.684,6.22,373.212,0.99,0.0
5941,legally,resident,75,0.493,609.993,2.216,0.067,0.002,7.35,6.219,74.507,0.993,0.0
10348,freely,programmable,53,0.287,449.755,2.288,0.038,0.003,7.582,6.219,52.713,0.995,0.0
64838,gratuitously,cruel,48,0.24,415.638,2.329,0.002,0.053,7.644,6.218,47.76,0.995,0.0
2528,seemingly,random,3759,52.812,25271.441,1.926,0.137,0.023,6.366,6.216,3706.188,0.986,0.003
777,far,superior,12613,225.192,81155.2,1.911,0.29,0.028,6.305,6.216,12387.808,0.982,0.008
37767,unduly,restrictive,205,1.79,1546.335,2.079,0.008,0.037,6.85,6.215,203.21,0.991,0.0
37408,stereotypically,girly,24,0.072,231.356,2.539,0.008,0.012,8.389,6.214,23.928,0.997,0.0
60757,blandly,generic,35,0.143,316.586,2.412,0.003,0.039,7.935,6.214,34.857,0.996,0.0
4937,directly,answerable,113,0.885,881.256,2.145,0.08,0.002,7.117,6.212,112.115,0.992,0.0
41384,unrealistically,rosy,43,0.203,376.024,2.341,0.006,0.017,7.736,6.212,42.797,0.995,0.0
18772,endlessly,watchable,85,0.571,683.934,2.187,0.02,0.008,7.246,6.212,84.429,0.993,0.0
28749,quintessentially,indian,50,0.259,427.834,2.299,0.012,0.01,7.609,6.212,49.741,0.995,0.0
37975,empirically,observable,18,0.04,184.399,2.674,0.008,0.013,8.825,6.211,17.96,0.998,0.0
49463,nutritionally,complete,478,4.896,3496.58,2.049,0.004,0.124,6.616,6.211,473.104,0.99,0.001
40651,hitherto,unheard,119,0.895,931.802,2.141,0.007,0.028,7.065,6.211,118.105,0.992,0.0
2891,politically,astute,1001,12.604,6917.14,1.961,0.124,0.008,6.503,6.211,988.396,0.987,0.001
15620,grossly,unjust,129,1.011,999.287,2.122,0.024,0.008,7.032,6.209,127.989,0.992,0.0
31445,gradually,uphill,23,0.067,223.327,2.555,0.01,0.009,8.443,6.208,22.933,0.997,0.0
18812,nationally,renowned,66,0.398,545.142,2.234,0.02,0.007,7.402,6.208,65.602,0.994,0.0
36584,approximately,zero,92,0.634,735.768,2.176,0.008,0.02,7.193,6.208,91.366,0.993,0.0
10837,distinctly,canadian,171,1.47,1294.994,2.086,0.036,0.006,6.915,6.207,169.53,0.991,0.0
19094,hilariously,irreverent,52,0.278,441.921,2.287,0.019,0.006,7.575,6.206,51.722,0.995,0.0
22644,freely,available,13677,178.993,107610.1,2.567,0.016,0.782,6.278,6.205,13498.007,0.987,0.012
3293,otherwise,drab,289,3.006,2101.342,2.037,0.112,0.003,6.759,6.205,285.994,0.99,0.0
40477,heretofore,unthinkable,41,0.189,360.53,2.352,0.007,0.016,7.773,6.205,40.811,0.995,0.0
24538,stunningly,beautiful,4570,57.553,32536.297,2.061,0.014,0.299,6.332,6.205,4512.447,0.987,0.004
15701,deliciously,fragrant,119,0.912,926.84,2.131,0.024,0.008,7.062,6.203,118.088,0.992,0.0
13210,hopelessly,miscast,32,0.126,291.841,2.427,0.029,0.003,8.035,6.203,31.874,0.996,0.0
472,all,consuming,334,4.707,2325.202,2.046,0.359,0.001,6.795,6.202,329.293,0.986,0.0
38324,either,unable,297,2.836,2191.547,2.046,0.007,0.05,6.721,6.2,294.164,0.99,0.0
48532,conventionally,armed,83,0.551,670.734,2.197,0.005,0.032,7.243,6.2,82.449,0.993,0.0
12070,overwhelmingly,democratic,1017,11.808,7118.046,1.964,0.032,0.032,6.476,6.199,1005.192,0.988,0.001
60468,painstakingly,detailed,342,3.343,2544.928,2.085,0.003,0.156,6.681,6.198,338.657,0.99,0.0
30445,relentlessly,grim,131,1.029,1013.796,2.119,0.011,0.019,7.008,6.197,129.971,0.992,0.0
10099,mainly,christian,630,6.982,4462.274,1.98,0.039,0.017,6.553,6.197,623.018,0.989,0.001
7779,economically,weaker,894,10.46,6248.034,1.963,0.052,0.017,6.494,6.195,883.54,0.988,0.001
42494,comfortably,warm,453,4.663,3291.347,2.029,0.006,0.085,6.611,6.194,448.337,0.99,0.001
47563,casually,racist,111,0.825,872.551,2.149,0.005,0.036,7.079,6.193,110.175,0.993,0.0
27346,refreshingly,honest,947,10.776,6692.638,1.985,0.012,0.079,6.475,6.191,936.224,0.989,0.001
38891,gravely,concerned,1841,22.074,13165.266,2.05,0.007,0.251,6.392,6.191,1818.926,0.988,0.002
7112,strictly,nocturnal,98,0.727,772.563,2.158,0.056,0.003,7.159,6.19,97.273,0.993,0.0
11556,practically,unheard,608,6.711,4309.388,1.981,0.034,0.019,6.551,6.189,601.289,0.989,0.001
8655,partially,state-owned,52,0.287,439.99,2.284,0.046,0.002,7.571,6.189,51.713,0.994,0.0
40148,mathematically,rigorous,151,1.24,1156.63,2.104,0.007,0.032,6.938,6.189,149.76,0.992,0.0
35166,passionately,pro-life,25,0.08,238.178,2.514,0.009,0.011,8.309,6.188,24.92,0.997,0.0
4474,definitely,worth,27510,398.088,188908.61,2.008,0.087,0.256,6.242,6.188,27111.912,0.986,0.022
26193,logistically,unfeasible,16,0.031,167.957,2.731,0.013,0.007,9.016,6.188,15.969,0.998,0.0
10527,allegedly,libelous,45,0.227,388.356,2.32,0.037,0.003,7.687,6.187,44.773,0.995,0.0
3380,otherwise,dreary,304,3.226,2197.541,2.027,0.11,0.003,6.726,6.187,300.774,0.989,0.0
7098,historically,unprecedented,685,7.853,4815.063,1.972,0.056,0.012,6.531,6.187,677.147,0.989,0.001
21055,intellectually,curious,1071,12.432,7513.922,1.971,0.017,0.063,6.454,6.186,1058.568,0.988,0.001
3323,overly,burdensome,897,11.209,6199.933,1.958,0.112,0.008,6.493,6.186,885.791,0.988,0.001
59974,miraculously,intact,67,0.408,553.735,2.241,0.003,0.048,7.363,6.186,66.592,0.994,0.0
2325,simply,unconscionable,177,1.715,1318.015,2.084,0.146,0.001,6.917,6.186,175.285,0.99,0.0
5570,wholly,unsuited,90,0.656,713.97,2.173,0.071,0.002,7.207,6.185,89.344,0.993,0.0
12516,mildly,retarded,279,2.715,2044.12,2.031,0.031,0.011,6.729,6.185,276.285,0.99,0.0
36571,predominately,christian,129,1.015,998.126,2.12,0.008,0.024,7.001,6.184,127.985,0.992,0.0
4946,virtually,unheard,1447,18.375,9920.541,1.94,0.08,0.017,6.42,6.184,1428.625,0.987,0.001
19730,intellectually,lazy,537,5.779,3831.539,1.991,0.019,0.031,6.565,6.182,531.221,0.989,0.001
17905,racially,disparate,167,1.433,1263.359,2.082,0.021,0.011,6.895,6.182,165.567,0.991,0.0
32726,proudly,defiant,35,0.147,313.922,2.391,0.01,0.01,7.906,6.181,34.853,0.996,0.0
6047,barely,comprehensible,209,1.973,1549.776,2.057,0.066,0.004,6.825,6.181,207.027,0.991,0.0
16176,overtly,anti-semitic,90,0.634,715.968,2.168,0.023,0.006,7.184,6.18,89.366,0.993,0.0
13483,traditionally,feminine,452,4.793,3236.402,1.995,0.029,0.017,6.601,6.18,447.207,0.989,0.001
2247,perfectly,legal,6456,96.752,42741.38,1.91,0.15,0.034,6.295,6.18,6359.248,0.985,0.005
558,almost,indescribable,461,6.822,3151.468,2.01,0.337,0.001,6.674,6.18,454.178,0.985,0.0
18829,allegedly,abusive,256,2.433,1885.914,2.039,0.02,0.016,6.746,6.179,253.567,0.99,0.0
26151,biologically,female,194,1.722,1454.861,2.067,0.013,0.02,6.835,6.179,192.278,0.991,0.0
300,highly,contagious,6107,131.728,37919.566,1.906,0.417,0.008,6.322,6.179,5975.272,0.978,0.003
31024,staunchly,islamic,33,0.133,298.664,2.409,0.01,0.009,7.966,6.178,32.867,0.996,0.0
62250,electorally,insignificant,38,0.169,337.562,2.377,0.002,0.042,7.816,6.177,37.831,0.996,0.0
37051,nigh,indestructible,35,0.148,313.823,2.39,0.008,0.013,7.901,6.177,34.852,0.996,0.0
69555,deep,enough,759,8.436,5772.733,2.242,0.002,0.481,6.494,6.176,750.564,0.989,0.001
13905,infinitely,scalable,252,2.409,1854.336,2.038,0.028,0.011,6.749,6.176,249.591,0.99,0.0
45467,conventionally,pretty,59,0.341,492.422,2.254,0.005,0.023,7.442,6.176,58.659,0.994,0.0
39717,theoretically,possible,2523,31.207,18191.418,2.097,0.007,0.347,6.347,6.176,2491.793,0.988,0.002
6712,visually,unappealing,173,1.555,1298.52,2.076,0.06,0.004,6.887,6.175,171.445,0.991,0.0
18155,grossly,inefficient,226,2.098,1675.093,2.048,0.021,0.014,6.781,6.175,223.902,0.991,0.0
23363,predominately,kurdish,34,0.141,305.863,2.397,0.015,0.006,7.932,6.174,33.859,0.996,0.0
53346,off,key,63,0.376,522.241,2.243,0.004,0.034,7.392,6.173,62.624,0.994,0.0
1422,fully,recyclable,682,9.154,4682.232,1.972,0.201,0.003,6.544,6.173,672.846,0.987,0.001
25172,deceptively,simple,5919,77.012,42439.445,2.106,0.014,0.387,6.284,6.173,5841.988,0.987,0.005
40200,delicately,fragrant,33,0.134,298.599,2.408,0.007,0.014,7.959,6.172,32.866,0.996,0.0
57474,viciously,racist,70,0.44,574.026,2.226,0.003,0.043,7.32,6.172,69.56,0.994,0.0
690,slightly,above,448,6.387,3078.642,2.007,0.307,0.001,6.664,6.172,441.613,0.986,0.0
73454,cosmetically,appealing,118,0.906,931.731,2.18,0.001,0.135,7.027,6.171,117.094,0.992,0.0
2319,politically,inspired,257,2.757,1862.087,2.04,0.146,0.002,6.771,6.171,254.243,0.989,0.0
17447,near,unanimous,133,1.078,1020.98,2.106,0.022,0.009,6.978,6.17,131.922,0.992,0.0
49278,conventionally,handsome,86,0.591,689.087,2.182,0.004,0.033,7.192,6.17,85.409,0.993,0.0
3903,ever,closer,6882,98.299,45995.89,1.916,0.098,0.058,6.278,6.17,6783.701,0.986,0.006
4690,purely,civilian,167,1.524,1252.443,2.08,0.084,0.003,6.902,6.169,165.476,0.991,0.0
5644,purely,accidental,396,4.302,2828.946,1.999,0.07,0.006,6.63,6.169,391.698,0.989,0.0
19387,albeit,temporary,292,2.868,2132.476,2.025,0.019,0.018,6.697,6.169,289.132,0.99,0.0
25524,badly,lit,40,0.187,350.54,2.345,0.014,0.007,7.762,6.167,39.813,0.995,0.0
53697,obscenely,rich,348,3.49,2555.623,2.053,0.004,0.112,6.645,6.167,344.51,0.99,0.0
2308,currently,incurable,167,1.615,1244.282,2.085,0.147,0.001,6.921,6.167,165.385,0.99,0.0
41817,faintly,reminiscent,113,0.861,881.753,2.135,0.006,0.028,7.045,6.167,112.139,0.992,0.0
2054,nearly,indestructible,719,9.327,4951.569,1.965,0.159,0.004,6.52,6.166,709.673,0.987,0.001
4884,predominantly,immigrant,85,0.618,675.419,2.178,0.081,0.002,7.225,6.166,84.382,0.993,0.0
11062,practically,synonymous,391,4.117,2805.824,1.999,0.035,0.012,6.622,6.166,386.883,0.989,0.0
7944,openly,anti-semitic,194,1.795,1443.304,2.059,0.051,0.005,6.831,6.164,192.205,0.991,0.0
1077,already,strained,378,4.855,2644.412,2.012,0.24,0.001,6.679,6.164,373.145,0.987,0.0
27091,individually,configurable,38,0.172,335.452,2.359,0.013,0.008,7.807,6.164,37.828,0.995,0.0
14700,locally,run,35,0.151,312.701,2.385,0.026,0.004,7.898,6.164,34.849,0.996,0.0
13267,half,decent,1034,12.291,7188.848,1.953,0.029,0.035,6.437,6.163,1021.709,0.988,0.001
812,increasingly,authoritarian,1492,24.276,9823.936,1.936,0.284,0.004,6.425,6.163,1467.724,0.984,0.001
11176,practically,unlimited,413,4.394,2955.278,1.995,0.035,0.013,6.606,6.163,408.606,0.989,0.0
6286,purely,defensive,863,10.406,5986.922,1.953,0.063,0.013,6.468,6.162,852.594,0.988,0.001
21287,staunchly,anti-gay,19,0.047,190.828,2.63,0.017,0.005,8.693,6.162,18.953,0.998,0.0
4088,virtually,unbeatable,339,3.682,2429.459,2.009,0.094,0.004,6.667,6.162,335.318,0.989,0.0
28386,carefully,interwoven,25,0.081,237.16,2.506,0.012,0.008,8.284,6.162,24.919,0.997,0.0
28971,ethically,bankrupt,92,0.656,729.07,2.16,0.011,0.013,7.148,6.161,91.344,0.993,0.0
625,now,former,858,13.838,5702.986,1.963,0.321,0.002,6.516,6.16,844.162,0.984,0.001
13506,intensely,personal,3645,47.51,24978.436,1.951,0.029,0.115,6.303,6.16,3597.49,0.987,0.003
3221,easily,attainable,743,9.284,5136.606,1.959,0.114,0.006,6.498,6.159,733.716,0.988,0.001
45956,irresistibly,charming,145,1.201,1108.957,2.103,0.005,0.04,6.923,6.157,143.799,0.992,0.0
26457,faintly,smoky,29,0.108,267.421,2.447,0.013,0.007,8.094,6.157,28.892,0.996,0.0
9577,essentially,zero,478,5.258,3391.711,1.983,0.041,0.012,6.567,6.156,472.742,0.989,0.001
38145,ruggedly,good-looking,19,0.047,190.788,2.629,0.007,0.012,8.679,6.155,18.953,0.998,0.0
59431,substantively,unreasonable,32,0.128,290.917,2.421,0.003,0.034,7.972,6.154,31.872,0.996,0.0
2758,easily,observable,311,3.453,2226.454,2.016,0.129,0.003,6.692,6.154,307.547,0.989,0.0
276,still,unsure,5995,135.071,36842.47,1.9,0.432,0.007,6.3,6.154,5859.929,0.977,0.003
55674,inappropriately,sexual,43,0.211,373.236,2.33,0.003,0.031,7.677,6.154,42.789,0.995,0.0
48760,logically,consistent,457,4.841,3306.094,2.028,0.005,0.11,6.567,6.153,452.159,0.989,0.001
7229,financially,sound,824,9.877,5720.454,1.953,0.055,0.015,6.465,6.153,814.123,0.988,0.001
38862,freshly,laid,19,0.047,190.737,2.629,0.007,0.013,8.677,6.153,18.953,0.998,0.0
4664,financially,unfeasible,103,0.817,801.157,2.142,0.084,0.002,7.106,6.152,102.183,0.992,0.0
39048,harshly,punitive,29,0.108,267.361,2.446,0.007,0.013,8.084,6.15,28.892,0.996,0.0
12523,sharply,satirical,66,0.418,539.346,2.217,0.031,0.004,7.349,6.15,65.582,0.994,0.0
55218,densely,crowded,121,0.952,939.277,2.131,0.003,0.053,6.994,6.15,120.048,0.992,0.0
17863,unduly,alarmed,24,0.076,228.955,2.519,0.021,0.004,8.332,6.149,23.924,0.997,0.0
2257,seemingly,invincible,673,8.669,4636.706,1.963,0.149,0.004,6.513,6.149,664.331,0.987,0.001
1993,perfectly,imperfect,1095,15.128,7410.266,1.939,0.162,0.006,6.434,6.149,1079.872,0.986,0.001
24032,gradually,shrinking,16,0.032,167.079,2.719,0.015,0.006,8.979,6.149,15.968,0.998,0.0
3450,significantly,lower,16831,253.64,112010.48,1.928,0.108,0.121,6.218,6.148,16577.36,0.985,0.013
1414,well,moisturized,185,1.967,1355.278,2.073,0.202,0.001,6.882,6.148,183.033,0.989,0.0
56834,adorably,cute,274,2.663,2027.184,2.063,0.003,0.105,6.69,6.147,271.337,0.99,0.0
28285,theoretically,infinite,93,0.673,734.38,2.154,0.012,0.013,7.128,6.147,92.327,0.993,0.0
73821,bitingly,funny,190,1.7,1454.242,2.141,0.001,0.19,6.807,6.147,188.3,0.991,0.0
4509,virtually,unstoppable,557,6.577,3896.81,1.97,0.086,0.006,6.535,6.146,550.423,0.988,0.001
46249,glaringly,apparent,332,3.356,2420.455,2.032,0.005,0.075,6.636,6.145,328.644,0.99,0.0
22591,intentionally,discriminatory,91,0.656,719.262,2.155,0.016,0.009,7.139,6.144,90.344,0.993,0.0
32792,hard,ample,19,0.047,190.439,2.625,0.01,0.01,8.669,6.144,18.953,0.998,0.0
6316,purely,financial,799,9.678,5534.772,1.951,0.063,0.012,6.461,6.143,789.322,0.988,0.001
1916,mostly,elderly,800,10.773,5457.123,1.952,0.167,0.004,6.479,6.143,789.227,0.987,0.001
17842,refreshingly,tart,76,0.512,611.174,2.186,0.021,0.006,7.245,6.142,75.488,0.993,0.0
1944,deeply,entrenched,459,5.711,3200.984,1.985,0.165,0.003,6.589,6.142,453.289,0.988,0.0
24571,clinically,meaningful,732,8.398,5142.688,1.97,0.014,0.053,6.466,6.141,723.602,0.989,0.001
7165,emotionally,numb,286,2.947,2068.664,2.015,0.056,0.006,6.684,6.141,283.053,0.99,0.0
4891,virtually,zero,938,11.794,6444.494,1.942,0.081,0.011,6.435,6.14,926.206,0.987,0.001
10073,fiercely,nationalist,65,0.414,530.914,2.218,0.039,0.003,7.352,6.14,64.586,0.994,0.0
2062,largely,agricultural,445,5.488,3108.242,1.986,0.159,0.003,6.592,6.139,439.512,0.988,0.0
33249,heretofore,undisclosed,25,0.082,236.415,2.499,0.009,0.01,8.259,6.139,24.918,0.997,0.0
2028,longer,extant,276,3.122,1975.351,2.024,0.161,0.002,6.72,6.138,272.878,0.989,0.0
10671,formerly,nomadic,49,0.269,414.589,2.282,0.037,0.003,7.563,6.137,48.731,0.995,0.0
64259,blandly,handsome,42,0.205,365.461,2.338,0.002,0.047,7.68,6.137,41.795,0.995,0.0
21625,overtly,christian,270,2.666,1968.559,2.022,0.017,0.019,6.686,6.136,267.334,0.99,0.0
41174,collectively,exhaustive,38,0.175,334.289,2.353,0.006,0.015,7.776,6.135,37.825,0.995,0.0
12154,aesthetically,unappealing,93,0.69,730.998,2.148,0.032,0.005,7.122,6.134,92.31,0.993,0.0
51875,unacceptably,high,2342,29.596,17476.492,2.251,0.004,0.55,6.312,6.134,2312.404,0.987,0.002
6626,wholly,unjustified,133,1.141,1010.539,2.096,0.06,0.003,6.955,6.134,131.859,0.991,0.0
37537,lively,urban,76,0.51,611.571,2.187,0.008,0.018,7.231,6.134,75.49,0.993,0.0
2546,seemingly,contradictory,1675,23.657,11220.952,1.918,0.136,0.01,6.357,6.131,1651.343,0.986,0.001
23385,blatantly,partisan,228,2.177,1676.998,2.036,0.015,0.019,6.732,6.131,225.823,0.99,0.0
14485,blatantly,bigoted,49,0.269,414.238,2.279,0.027,0.004,7.55,6.129,48.731,0.995,0.0
68125,everyday,essential,153,1.31,1172.061,2.124,0.002,0.117,6.87,6.128,151.69,0.991,0.0
7807,emotionally,fraught,443,4.958,3131.268,1.978,0.051,0.009,6.558,6.128,438.042,0.989,0.0
49384,heretofore,unheard,80,0.55,640.657,2.181,0.004,0.031,7.19,6.126,79.45,0.993,0.0
11346,officially,unofficial,38,0.179,333.002,2.349,0.034,0.003,7.781,6.126,37.821,0.995,0.0
47616,warmly,nostalgic,35,0.153,311.594,2.377,0.005,0.02,7.848,6.125,34.847,0.996,0.0
20767,severely,ill,2003,25.547,13768.761,1.95,0.018,0.105,6.318,6.124,1977.453,0.987,0.002
19856,understandably,furious,124,1.013,949.784,2.102,0.019,0.01,6.963,6.124,122.987,0.992,0.0
70479,flawlessly,smooth,97,0.719,768.815,2.177,0.002,0.097,7.078,6.124,96.281,0.993,0.0
18243,non,secular,250,2.458,1824.686,2.024,0.02,0.015,6.698,6.124,247.542,0.99,0.0
20838,hopelessly,idealistic,70,0.459,566.336,2.197,0.018,0.007,7.277,6.123,69.541,0.993,0.0
1908,mostly,sunni,691,9.271,4718.74,1.954,0.168,0.004,6.485,6.123,681.729,0.987,0.001
26289,proudly,bisexual,23,0.071,220.549,2.529,0.013,0.007,8.36,6.123,22.929,0.997,0.0
10155,merely,decorative,220,2.139,1613.014,2.033,0.039,0.007,6.742,6.122,217.861,0.99,0.0
70,much,nicer,7236,262.879,40094.7,1.895,0.633,0.004,6.29,6.122,6973.121,0.964,0.002
26632,borderline,unwatchable,15,0.028,158.674,2.749,0.013,0.007,9.075,6.122,14.972,0.998,0.0
877,truly,global,5526,99.46,35255.56,1.889,0.271,0.013,6.255,6.121,5426.54,0.982,0.004
19848,scientifically,unfounded,107,0.834,829.447,2.122,0.019,0.009,7.031,6.121,106.166,0.992,0.0
35699,classically,chic,78,0.534,624.446,2.178,0.008,0.016,7.202,6.121,77.466,0.993,0.0
2307,nearly,extinct,1309,18.442,8787.075,1.924,0.147,0.007,6.379,6.121,1290.558,0.986,0.001
8437,uniquely,japanese,296,3.091,2130.972,2.006,0.047,0.007,6.651,6.12,292.909,0.99,0.0
19225,sorely,miscast,21,0.059,205.096,2.569,0.019,0.005,8.495,6.12,20.941,0.997,0.0
20032,visibly,pregnant,347,3.638,2490.089,1.997,0.018,0.021,6.602,6.12,343.362,0.99,0.0
19651,fiercely,competitive,3240,42.734,22232.133,1.961,0.019,0.153,6.272,6.12,3197.266,0.987,0.003
37460,semi,erect,20,0.053,197.563,2.593,0.008,0.012,8.562,6.12,19.947,0.997,0.0
6330,however,slight,710,8.62,4913.918,1.949,0.063,0.011,6.458,6.119,701.38,0.988,0.001
6891,strictly,monogamous,80,0.575,635.572,2.173,0.058,0.002,7.206,6.119,79.425,0.993,0.0
10119,delightfully,droll,36,0.164,317.795,2.364,0.039,0.002,7.831,6.119,35.836,0.995,0.0
11367,thoroughly,modern,2993,39.93,20269.182,1.925,0.034,0.076,6.278,6.119,2953.07,0.987,0.003
33114,predictably,disastrous,110,0.861,851.776,2.12,0.009,0.018,7.011,6.119,109.139,0.992,0.0
288,highly,radioactive,2193,46.625,13687.279,1.915,0.423,0.003,6.358,6.118,2146.375,0.979,0.001
10158,normally,tranquil,179,1.659,1329.114,2.054,0.039,0.006,6.81,6.118,177.341,0.991,0.0
17769,positively,quaint,95,0.713,743.716,2.139,0.021,0.007,7.089,6.117,94.287,0.992,0.0
14211,lightly,toasty,26,0.091,242.967,2.477,0.027,0.003,8.196,6.116,25.909,0.996,0.0
58452,here,longer,93,0.683,734.462,2.16,0.003,0.051,7.094,6.116,92.317,0.993,0.0
13893,strongly,unfavorable,89,0.655,700.552,2.15,0.028,0.005,7.127,6.116,88.345,0.993,0.0
2202,usually,unflappable,165,1.657,1218.167,2.072,0.152,0.001,6.877,6.115,163.343,0.99,0.0
18358,medically,fragile,697,8.14,4863.658,1.957,0.02,0.034,6.45,6.115,688.86,0.988,0.001
23193,frankly,ludicrous,115,0.92,885.304,2.11,0.015,0.011,6.988,6.115,114.08,0.992,0.0
47018,militarily,insignificant,78,0.535,624.696,2.18,0.005,0.027,7.194,6.114,77.465,0.993,0.0
44307,faster,underwater,19,0.048,189.769,2.618,0.006,0.016,8.636,6.113,18.952,0.997,0.0
23227,brilliantly,witty,95,0.711,743.792,2.139,0.015,0.01,7.084,6.113,94.289,0.993,0.0
4587,virtually,unanimous,527,6.311,3671.258,1.963,0.085,0.006,6.512,6.113,520.689,0.988,0.001
6287,about,equal,3001,41.395,20102.768,1.907,0.063,0.04,6.274,6.113,2959.605,0.986,0.003
50571,rigorously,intellectual,29,0.11,266.113,2.438,0.004,0.022,8.044,6.113,28.89,0.996,0.0
18701,sadly,unsurprising,62,0.388,507.592,2.218,0.02,0.006,7.35,6.112,61.612,0.994,0.0
41575,densely,pigmented,33,0.139,295.87,2.39,0.006,0.015,7.898,6.112,32.861,0.996,0.0
41666,admirably,concise,37,0.17,325.669,2.354,0.006,0.015,7.779,6.112,36.83,0.995,0.0
42893,unfailingly,cheerful,56,0.329,465.241,2.245,0.006,0.019,7.418,6.112,55.671,0.994,0.0
9309,closely,connected,130,1.109,986.928,2.091,0.043,0.004,6.936,6.111,128.891,0.991,0.0
9010,ultimately,unsustainable,233,2.328,1696.926,2.024,0.044,0.006,6.711,6.108,230.672,0.99,0.0
11025,practically,limitless,304,3.187,2183.29,2.0,0.036,0.01,6.628,6.107,300.813,0.99,0.0
6588,socially,unacceptable,1689,22.462,11404.493,1.914,0.061,0.024,6.323,6.107,1666.538,0.987,0.001
5545,however,fleeting,285,3.049,2044.364,2.005,0.071,0.004,6.653,6.105,281.951,0.989,0.0
51067,down,low,1271,15.663,9082.913,2.063,0.004,0.294,6.348,6.105,1255.337,0.988,0.001
12263,beautifully,haunting,164,1.49,1223.185,2.06,0.032,0.007,6.829,6.105,162.51,0.991,0.0
38175,formally,audacious,35,0.155,310.349,2.368,0.007,0.013,7.829,6.105,34.845,0.996,0.0
5091,hardly,imaginable,116,0.986,885.564,2.108,0.078,0.002,6.995,6.104,115.014,0.992,0.0
3399,easily,preventable,797,10.378,5441.308,1.939,0.109,0.007,6.43,6.104,786.622,0.987,0.001
36790,tragically,ironic,146,1.261,1102.95,2.08,0.008,0.025,6.867,6.104,144.739,0.991,0.0
16245,remotely,comparable,391,4.252,2778.404,1.982,0.023,0.018,6.557,6.104,386.748,0.989,0.0
13130,spiritually,edifying,35,0.158,309.71,2.367,0.029,0.003,7.839,6.103,34.842,0.995,0.0
16210,noticeably,smoother,173,1.586,1286.279,2.053,0.023,0.009,6.803,6.103,171.414,0.991,0.0
3457,virtually,uninterrupted,149,1.408,1110.785,2.076,0.108,0.002,6.89,6.102,147.592,0.991,0.0
42014,adorably,quirky,41,0.203,354.746,2.321,0.006,0.016,7.67,6.102,40.797,0.995,0.0
25855,predominately,buddhist,38,0.179,332.178,2.341,0.013,0.007,7.746,6.102,37.821,0.995,0.0
45724,kindly,elderly,25,0.084,235.319,2.49,0.005,0.017,8.219,6.101,24.916,0.997,0.0
55764,biblically,sound,49,0.27,414.15,2.279,0.003,0.032,7.511,6.101,48.73,0.994,0.0
9027,overwhelmingly,buddhist,126,1.074,957.08,2.092,0.044,0.004,6.94,6.1,124.926,0.991,0.0
15307,understandably,leery,57,0.346,470.303,2.234,0.025,0.004,7.401,6.1,56.654,0.994,0.0
