adj_lemma,SUM,very,more,most,so,too,as,not,how,much,really,less,pretty,even,still,also,extremely,quite,relatively,highly,particularly,increasingly,just,far,partly,always,especially,immediately,completely,almost,now,only,slightly,fairly,mostly,that,already,no,politically,all,absolutely,totally,often,potentially,truly,largely,incredibly,rather,equally,entirely,deeply,somewhat,fully,well,real,little,nearly,unusually,generally,predominantly,perfectly,sometimes,mentally,long,super,yet,surprisingly,significantly,virtually,probably,overly,seemingly,of,usually,once,least,than,clearly,ever,actually,any,certainly,sharply,longer,otherwise,environmentally,currently,remarkably,mainly,hugely,financially,simply,terribly,sexually,definitely,economically,heavily,physically,seriously,apparently,exceptionally,legally,considerably,readily,reasonably,widely,about,easily,socially,hardly,extraordinarily,wildly,historically,bit,previously,however,both,critically,never,barely,traditionally,obviously,openly,substantially,unexpectedly,overwhelmingly,when,utterly,notoriously,technically,genuinely,wide,purely,fundamentally,sufficiently,vastly,necessarily,exactly,perhaps,dangerously,immensely,newly,mutually,terminally,consistently,similarly,enormously,emotionally,better,then,essentially,finally,normally,moderately,directly,painfully,comparatively,commercially,damn,typically,awfully,inherently,morally,personally,intensely,fiercely,downright,profoundly,way,exceedingly,indeed,double,possibly,desperately,plain,therefore,amazingly,wholly,primarily,thoroughly,ultimately,naturally,best,tremendously,racially,publicly,cautiously,wonderfully,decidedly,uniquely,basically,likely,marginally,visually,formerly,half,reportedly,dramatically,statistically,initially,visibly,strictly,roughly,practically,ridiculously,severely,culturally,extra,allegedly,brand,up,strikingly,ethnically,merely,radically,mildly,supposedly,technologically,broadly,again,back,unbelievably,eerily,suddenly,fiscally,where,internationally,psychologically,chronically,acutely,distinctly,medically,closely,dead,enough,partially,strongly,somehow,altogether,strategically,pleasantly,second,artificially,excessively,rarely,kinda,keenly,modestly,occasionally,instantly,brutally,further,strangely,vitally,remotely,noticeably,narrowly,officially,bitterly,notably,near,infinitely,deceptively,abundantly,oddly,famously,markedly,gravely,doubly,minimally,impossibly,thus,vaguely,woefully,solely,abnormally,frequently,lot,maybe,stunningly,over,unseasonably,horribly,insanely,crystal,grossly,constantly,supremely,whenever,but,darn,prohibitively,deliberately,disproportionately,intellectually,down,freely,criminally,plenty,bone,conspicuously,forever,patently,undeniably,understandably,exclusively,astonishingly,universally,there,locally,shockingly,right,greatly,nationally,scantily,progressively,kind,mighty,firmly,out,beautifully,aesthetically,hiv,genetically,though,quietly,sparsely,home,globally,stubbornly,clinically,overtly,unnecessarily
popular,66905,5017,5998,32163,3517,245,1469,213,293,74,273,887,142,17,396,564,1184,563,80,920,536,2115,18,1,0,194,577,14,2,0,80,61,1,86,19,103,195,0,357,23,1,1,15,18,19,10,327,34,88,3,11,15,0,7,55,1,1,12,45,0,0,1,0,59,60,7,58,1,0,4,11,4,10,9,149,329,12,14,226,10,0,12,0,17,11,0,81,29,7,1734,0,1,23,0,8,0,0,0,2,12,21,0,2,0,6,645,0,1,3,4,36,1591,13,0,9,10,7,2,15,0,25,13,1,0,13,88,5,0,2,0,29,1,1,0,10,32,10,12,1,0,881,64,0,0,23,8,456,0,0,22,1,1,8,14,0,1,1,13,2,4,4,2,0,47,23,3,1,2,0,23,6,0,1,1,1,4,15,1,0,0,1,0,9,80,0,3,0,2,1,3,2,3,3,0,21,0,3,1,1,47,0,0,0,0,10,0,0,2,0,0,0,2,0,3,0,5,6,0,69,5,0,6,0,25,0,3,59,0,0,0,0,0,0,0,3,0,4,0,1,0,0,0,0,2,7,0,0,2,0,24,0,0,2,0,3,1,0,0,0,4,0,4,0,0,2,6,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,57,0,0,0,5,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,5,5,0,7,75,0,27,2,0,6,10,0,2,0,6,0,0,0,0,0,0,2,1,0,0,42,1,0,0,0
available,58692,24,819,73,41,18,119,5476,10,53,35,145,0,133,1804,5627,2,8,4,73,1,98,24,13,3,1083,3,14603,23,4,5629,2626,0,2,23,4,1143,1,2,390,0,6,138,51,9,13,1,1,42,3,0,1,89,164,0,5,0,1,340,0,1,48,0,594,1,1022,0,0,4,19,0,5,0,211,64,6,2,7,55,90,7,17,0,237,77,0,2234,0,4,1,2,5,0,27,14,2,1,12,0,13,0,139,0,4056,41,2554,1,890,1,11,1,1,6,0,232,2,50,0,13,2,24,3,53,0,0,0,86,0,0,7,3,3,0,0,8,0,10,0,3,0,1,196,1,0,12,2,0,30,1,75,3,123,90,0,28,0,0,955,0,66,0,0,0,6,0,0,0,0,0,0,10,0,10,0,1,12,0,2,9,0,3,9,6,0,0,1237,0,0,0,7,4,15,1,1,8,0,10,0,0,59,0,3,1,2,0,0,1,2,1,0,1,0,0,1,1,0,6,0,80,39,9,0,0,24,0,47,2,0,0,0,0,4,0,0,20,6,0,6,0,0,1,0,0,0,66,0,0,0,10,85,0,1,0,0,0,0,1,45,0,0,0,2,0,34,0,1,0,0,0,1,0,8,0,0,5,0,15,0,5,1,0,0,0,0,0,0,26,0,1,0,0,0,0,3,0,0,795,0,3,0,1,5,0,0,0,104,0,82,2,117,1,1,0,19,0,0,0,0,0,1,1,0,0,0,0,1,1,0,10,0,3,0,0
bad,54997,5971,1199,35,8366,5823,7080,2373,2269,1611,3686,152,1699,3171,143,121,267,137,23,1,631,39,214,690,1,157,289,4,15,28,22,145,63,46,69,2273,145,249,3,1011,17,22,67,79,97,1,101,78,114,54,1,21,0,6,644,24,3,35,71,1,3,59,0,6,27,2,29,101,0,59,1,10,51,44,2,54,4,22,9,86,270,18,2,1,12,1,3,18,4,3,2,24,67,0,22,2,0,1,39,8,40,0,36,0,1,0,13,0,2,3,31,0,46,13,2,36,5,2,15,0,2,38,1,20,14,4,4,3,128,1,19,0,4,8,7,2,234,8,61,6,2,0,0,0,35,15,5,0,1,8,2,0,2,6,0,20,4,1,27,12,24,101,9,0,3,1,22,10,72,13,4,0,25,6,103,5,14,8,0,13,6,4,1,12,0,1,0,4,14,4,5,8,5,0,0,188,1,20,2,3,1,0,0,0,18,4,0,3,2,0,4,2,0,21,2,3,12,0,2,1,4,31,0,3,0,0,0,4,24,0,2,0,0,0,17,0,2,22,17,1,0,20,0,1,6,23,0,0,2,0,4,4,0,0,0,12,0,1,0,13,1,21,0,0,1,21,4,1,16,1,3,0,1,4,0,0,2,0,21,18,3,7,17,4,0,2,5,2,0,0,3,0,3,0,0,0,0,2,7,0,1,0,4,3,0,1,9,10,2,0,38,2,0,0,0,70,1,4,0,6,2,0,0,0,1,0,0,0,0,0,0,2,0
clear,51769,9488,1094,95,1031,239,1093,3977,36,270,344,1225,2254,285,88,594,109,2030,117,1,63,762,31,19,4,462,56,14529,330,41,735,28,4,323,294,169,365,37,0,307,879,132,10,2,10,12,32,48,203,664,1,19,55,149,110,4,14,54,43,0,758,4,2,21,26,1863,21,1,7,9,3,18,1,26,18,2,48,0,26,12,35,43,0,31,12,0,8,48,15,0,0,2,6,0,13,0,0,0,0,9,29,4,1,4,59,1,2,2,0,22,8,1,2,0,1,6,12,0,63,2,0,11,0,1,2,11,15,14,0,0,1,0,0,2,72,0,16,156,2,1,2,3,0,0,15,2,1,1,0,13,3,27,19,0,0,210,1,0,2,6,6,0,5,2,3,0,0,3,1,13,3,1,0,1,1,17,20,6,1,3,3,7,0,0,0,13,0,16,1,2,2,1,0,5,2,5,1,20,2,7,4,0,0,1,2,0,1,3,0,0,0,25,0,4,0,0,1,0,0,12,6,2,1,15,0,0,0,0,0,0,1,2,0,1,8,1,0,2,50,0,0,1,0,0,9,1,0,0,0,21,18,12,0,0,1,3,1,2,0,0,0,3,1,940,1,3,1,0,3,0,4,8,1,0,0,0,3,0,0,9,0,3,4,1,998,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,1,39,17,0,0,6,0,0,0,11,2,0,0,0,3,0,0,0,3,22,0,0,0,2,1,0,1,0,0,0,1,0
easy,51154,6413,382,56,5630,3066,4798,4774,1025,5140,1314,113,1800,708,126,629,517,810,2413,0,150,71,170,436,0,1774,81,1,10,49,169,80,68,1045,10,1327,12,54,16,83,6,16,140,15,20,0,401,149,56,9,0,87,0,4,279,14,1,11,76,0,13,76,1,9,823,16,344,73,0,68,6,56,38,122,19,2,7,4,60,120,364,48,0,15,7,0,6,87,1,1,4,25,25,1,42,0,0,6,10,28,41,0,39,0,50,0,7,0,0,16,7,0,2,3,4,14,68,0,463,0,0,10,0,4,23,2,0,0,8,12,5,0,0,1,4,7,79,54,19,11,2,0,0,0,3,17,0,4,0,16,2,1,7,24,0,11,113,1,19,28,28,3,1,0,0,0,10,1,90,8,6,0,3,0,6,33,42,0,0,0,2,5,0,6,0,0,0,19,2,1,3,8,4,1,0,1,1,7,0,0,0,0,1,0,105,0,0,4,3,0,0,0,0,0,0,1,10,1,0,3,2,17,1,5,0,0,1,6,0,0,0,0,0,16,1,0,0,7,11,0,1,0,1,5,51,6,0,0,1,2,2,4,3,0,2,2,0,0,0,3,1,29,23,1,2,3,0,0,1,0,2,27,0,1,1,1,1,2,7,14,21,0,2,13,0,0,0,7,0,0,22,0,2,2,1,20,0,1,3,0,0,0,0,3,1,0,7,1,1,0,19,0,0,0,0,7,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
strong,49650,14384,151,26,4036,2765,5274,543,1101,862,1185,131,1102,603,1183,394,752,614,730,3,1344,193,39,100,2,82,814,1,2,1,73,54,49,500,16,341,448,26,82,46,7,4,27,102,33,2,337,98,349,1,0,31,0,1,343,2,9,731,139,0,3,16,263,11,157,54,1366,33,0,22,70,23,4,53,45,1,16,11,39,19,10,18,0,12,71,5,25,116,0,6,203,6,16,0,31,83,0,249,8,21,385,0,17,0,119,0,6,3,0,3,77,1,52,23,24,40,30,0,12,17,266,9,0,6,1004,32,2,0,10,42,10,0,1,166,169,2,2,2,5,11,26,6,0,0,165,68,15,52,0,9,3,8,14,136,0,1,22,2,8,60,33,19,4,1,1,4,1,1,11,28,10,0,4,0,0,5,46,0,0,0,7,31,0,28,0,2,0,17,5,6,13,8,1,2,5,1,3,2,3,4,1,0,0,0,9,0,2,14,3,0,37,9,0,2,0,3,5,1,1,15,282,33,0,5,2,1,2,11,0,0,0,0,0,0,12,0,0,4,0,5,1,7,16,44,4,2,0,4,5,1,6,7,1,0,0,7,0,0,0,14,4,6,19,0,1,10,4,0,1,0,3,0,0,0,0,5,1,0,3,13,0,16,2,8,0,0,0,3,0,0,1,0,0,5,4,1,0,0,12,0,1,3,0,13,1,0,10,3,5,7,11,2,0,0,0,12,1,9,0,32,2,1,0,3,12,4,0,1,1,6,1,1,5
expensive,45313,2985,15506,7937,955,5300,568,163,152,11,279,5619,180,6,77,138,461,421,248,60,50,238,14,1,0,23,26,0,3,0,3,35,16,98,6,125,44,4,3,9,1,0,69,81,6,0,112,109,21,0,0,42,0,3,25,7,1,14,9,0,0,12,0,3,48,2,6,0,0,3,66,1,10,32,3,955,2,1,1,2,0,10,0,1,13,3,5,2,1,205,1,2,53,0,0,0,0,0,3,0,8,0,2,0,4,0,1,1,1,1,75,64,5,27,2,1,21,0,2,0,2,7,0,1,4,2,0,1,39,0,0,0,0,0,1,6,8,2,4,3,6,1,0,0,1,5,77,1,0,0,1,1,4,9,0,7,17,0,15,5,26,6,1,1,0,4,5,0,1,11,1,0,8,0,3,13,2,0,0,0,0,2,0,17,0,0,0,1,0,1,1,2,0,0,2,0,0,0,0,3,0,0,0,0,97,0,0,1,0,0,0,0,0,5,0,0,0,2,0,3,0,14,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,27,1,7,0,2,1,0,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,12,1,0,1,0,2,0,0,1,2,1,0,11,24,0,2,0,0,0,0,12,742,0,6,0,0,0,0,0,0,0,0,0,1,1,0,8,0,0,0,4,0,1,0,0,0,0,6,0,1,0,0,0,0,6,0,0,0,0,0,0,1,17
happy,44580,15175,398,212,5441,1522,1132,2527,504,334,3163,228,1172,116,279,428,909,1218,71,1,262,6,2290,16,3,814,169,2,249,25,60,96,1,59,42,108,33,29,0,233,49,123,22,6,229,6,168,27,63,199,15,20,16,8,437,4,0,10,125,2,557,11,0,19,193,7,6,5,0,48,30,58,55,56,22,19,733,66,33,79,43,71,0,14,29,2,3,1,1,6,3,60,30,0,85,1,0,1,4,32,9,0,2,0,85,0,6,1,1,2,17,6,0,2,6,4,57,0,80,1,1,73,1,1,2,12,2,7,0,0,104,0,5,1,3,0,25,34,4,0,17,3,0,1,3,3,13,3,0,26,2,41,12,8,0,0,1,0,31,3,7,0,0,13,7,0,8,5,6,13,15,4,0,0,8,8,2,2,0,4,10,11,0,23,0,0,1,15,2,0,21,3,1,0,1,1,6,0,0,6,13,0,0,0,12,0,0,10,2,0,19,0,0,11,0,1,3,0,3,8,6,28,0,0,0,2,0,0,1,0,1,0,0,1,3,3,0,3,17,0,1,0,0,0,13,5,0,2,1,4,0,1,7,0,2,1,2,0,0,0,0,10,3,1,2,2,1,0,10,0,0,5,3,0,0,0,0,0,2,0,1,0,0,4,0,0,4,12,0,0,7,0,0,1,0,1,0,0,5,0,0,7,0,3,4,0,1,3,3,0,0,0,4,0,0,0,0,6,1,0,0,0,0,0,1,5,0,119,0,0,0,0,0
low,42263,6734,113,32,2894,5095,6906,86,558,1511,377,6,498,421,532,155,1554,408,3961,0,111,21,24,242,0,43,53,6,1,3,40,31,392,391,51,282,431,52,1,32,6,1,66,24,10,2,143,136,23,0,0,105,0,3,85,10,3,386,190,0,0,17,0,8,71,10,196,551,0,43,6,20,11,78,4,0,3,11,14,56,32,8,62,1,10,0,71,131,11,0,0,3,14,0,8,0,0,2,16,16,158,0,145,0,56,1,21,1,0,2,125,2,693,24,8,8,3,150,8,1,78,6,0,126,121,0,1,2,47,2,4,0,0,0,32,5,6,4,6,550,0,0,0,0,92,41,1,2,0,34,0,0,22,59,0,16,253,0,3,68,10,7,0,0,0,0,2,1,20,42,5,1,5,19,1,7,37,0,3,0,1,48,0,4,0,0,1,6,29,2,0,25,15,0,1,3,7,68,5,16,4,6,0,0,177,13,0,2,4,0,5,23,0,3,6,3,11,0,2,4,4,38,1,2,0,3,0,0,54,0,6,0,0,0,9,0,0,2,1,1,0,13,579,24,0,4,0,8,0,1,1,6,5,0,2,18,1,1,1,17,2,3,13,0,3,11,24,0,0,0,19,7,0,20,0,151,3,0,4,12,17,16,2,12,0,0,1,0,0,0,0,0,21,36,0,524,0,3,0,0,4,0,0,3,5,0,32,1,4,0,75,6,0,0,0,4,0,8,0,3,0,0,0,0,16,1,0,0,0,26,2,0,1
hard,42189,10746,206,65,3806,2974,1053,1698,2561,1522,3988,44,1430,1168,653,414,800,391,42,2,568,313,406,68,1,499,540,0,4,97,79,39,51,58,15,776,177,16,10,37,3,3,432,4,48,2,261,94,107,3,0,76,10,5,399,11,4,24,27,0,0,421,2,15,63,6,47,31,0,63,8,6,583,41,10,0,1,7,30,68,42,34,0,4,18,0,19,6,0,1,3,14,65,0,72,5,0,11,16,9,52,0,15,0,8,0,12,0,1,1,24,0,4,50,8,19,18,1,15,1,11,23,2,2,3,3,4,0,146,3,9,0,1,2,5,2,9,4,14,4,4,0,0,0,5,15,13,4,0,11,0,1,9,13,0,10,2,0,82,13,247,11,0,2,1,0,9,3,38,32,15,2,1,8,18,21,8,0,0,0,3,5,1,14,0,0,0,0,3,3,2,5,0,2,2,4,6,0,1,8,0,0,0,2,21,5,0,52,0,0,2,0,0,2,0,2,1,1,0,4,3,28,0,3,0,4,0,4,1,1,3,0,0,1,4,0,0,7,0,0,0,3,0,6,0,58,0,0,7,5,16,0,0,0,1,7,0,0,1,5,0,8,6,0,2,14,0,0,49,0,12,7,0,0,0,1,8,0,10,0,1,0,0,8,0,0,3,0,0,0,9,0,2,4,0,16,0,0,6,1,1,0,0,1,6,0,1,0,1,0,1,3,0,0,0,23,1,20,0,1,0,0,0,1,0,0,0,0,0,7,0,0,11
powerful,41317,3146,8895,18336,1936,643,1280,79,371,13,262,828,251,9,133,43,473,145,23,20,138,433,11,0,0,16,74,0,1,0,11,18,0,40,2,62,83,2,695,111,15,0,17,167,55,0,383,14,106,0,8,1,0,0,14,1,4,44,2,0,3,10,1,3,43,32,53,1,0,0,33,7,3,9,193,46,2,4,5,3,0,7,0,3,6,0,1,24,0,35,20,3,7,3,4,123,0,19,8,6,27,1,2,0,8,0,1,4,3,1,75,0,9,0,0,42,21,0,0,0,29,4,0,0,13,29,1,2,3,0,4,0,1,0,29,14,0,0,1,9,111,57,0,0,7,24,77,77,0,5,1,5,4,7,0,0,1,1,4,6,4,2,2,0,11,0,2,7,1,12,3,0,1,0,0,0,37,0,0,0,2,3,0,40,0,0,0,8,2,33,0,0,0,13,14,0,0,5,5,1,0,0,0,1,10,0,3,4,1,0,0,1,0,1,0,0,6,4,1,3,2,13,0,5,0,0,0,1,0,1,1,0,0,0,8,0,0,1,0,1,0,0,0,4,0,0,0,0,2,0,4,0,3,0,0,0,0,0,2,0,1,8,7,0,1,1,0,1,5,0,5,0,1,0,0,1,2,0,0,14,0,0,1,11,0,0,0,12,0,0,0,0,0,3,4,0,0,0,5,0,0,0,0,26,0,1,15,3,0,6,2,0,1,0,0,0,0,3,0,0,1,0,0,0,1,23,0,0,5,1,0,1,0
serious,40458,8902,10241,9133,984,732,1251,330,1382,25,795,1164,508,7,78,40,795,366,30,10,174,128,6,0,9,36,123,0,53,6,24,36,8,137,11,256,69,11,0,74,34,43,23,509,90,0,29,90,55,28,44,35,3,3,143,2,0,20,5,0,17,38,0,2,27,14,15,1,0,3,34,5,20,27,8,66,17,14,12,32,1,8,1,2,13,1,2,1,1,8,0,1,43,0,9,0,0,0,3,23,18,1,1,0,8,0,3,0,0,3,31,0,0,4,0,19,7,1,13,1,0,10,0,0,6,0,2,12,1,0,14,0,0,3,73,0,4,4,1,3,2,2,0,1,1,3,3,0,0,0,8,10,5,17,0,6,0,0,10,2,5,1,13,0,17,0,3,18,0,6,22,0,21,9,0,0,1,1,0,2,4,0,3,2,0,0,0,1,1,2,4,2,0,0,2,11,10,0,0,2,0,2,0,0,1,2,1,1,4,0,0,0,0,1,0,3,10,0,0,1,0,1,0,17,0,0,1,0,0,1,2,4,0,247,3,2,0,0,3,0,0,1,0,1,13,1,0,0,4,0,0,15,0,0,10,0,0,0,1,3,1,1,1,0,0,0,0,14,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,3,0,0,1,15,0,0,0,1,0,0,0,1,3,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,8,4,0,0,0,0,0,1,1
big,39912,5699,370,124,3084,7064,6614,512,2917,1831,2687,17,1962,1283,86,114,69,203,86,1,113,39,150,181,0,59,94,0,1,12,40,78,118,173,10,1286,77,195,0,53,2,2,16,107,70,0,25,69,52,1,0,16,0,7,380,8,18,49,7,1,0,11,0,0,39,13,59,31,0,19,12,6,11,21,12,1,4,6,43,23,53,28,0,5,3,0,4,6,1,1,0,5,15,0,22,0,0,13,16,1,11,0,30,0,11,0,26,3,0,14,8,0,1,2,0,41,14,0,9,61,12,20,0,9,28,2,5,0,7,0,5,0,0,0,14,2,7,3,7,3,1,0,0,0,0,16,7,0,0,7,0,3,5,5,0,0,5,1,28,6,79,1,0,0,0,0,0,0,57,1,8,0,2,0,5,2,6,0,0,0,0,10,8,5,0,4,0,3,2,0,0,8,2,4,1,0,0,3,0,0,2,2,0,0,14,0,0,1,0,0,143,0,0,6,0,0,5,0,0,4,22,11,0,4,0,3,0,0,0,0,0,0,0,1,9,0,0,4,0,0,1,44,1,4,0,3,0,0,3,0,0,0,0,0,2,6,0,0,0,1,8,7,2,0,0,7,0,0,0,0,5,1,0,0,0,3,1,0,6,1,48,0,0,3,0,0,0,0,0,0,9,0,0,6,0,22,0,0,24,0,0,0,0,2,1,0,0,0,2,0,0,35,1,0,0,7,1,41,0,2,0,0,0,0,2,0,0,1,0,0,0,1,1
sure,39854,409,211,25,3724,527,329,19939,29,23,1211,289,4042,1116,33,152,13,2855,28,1,9,9,18,2,0,165,7,51,251,417,63,24,1,189,3,48,97,18,0,41,761,120,0,0,4,0,1,5,41,687,1,0,17,4,59,0,11,0,2,0,6,0,0,27,2,224,1,0,66,2,1,16,0,2,4,3,7,1,13,30,0,6,0,74,0,0,0,4,0,0,0,0,11,0,19,0,0,0,0,0,0,2,0,0,128,0,3,0,0,2,0,0,0,0,0,0,10,0,125,1,0,0,0,0,0,0,0,5,0,1,1,0,0,0,2,0,23,597,0,0,1,0,0,0,1,1,0,0,0,30,0,4,3,1,0,0,0,0,151,0,1,0,0,1,1,1,0,0,0,0,0,7,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,7,0,0,0,3,0,0,0,15,0,0,1,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,1,7,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
close,39688,10004,135,22,3797,3980,4813,376,1562,905,876,29,1696,1652,305,465,621,430,291,1,365,239,40,68,1,159,196,2,2,34,254,38,35,425,4,431,177,172,5,63,4,2,58,6,23,0,105,41,28,2,0,49,2,9,329,6,9,92,21,0,1,13,1,16,62,38,109,14,3,181,13,11,18,46,91,0,0,13,281,74,145,17,0,11,13,0,22,84,2,1,0,5,23,1,13,7,0,42,6,30,36,2,8,0,93,0,8,0,0,7,33,0,58,0,4,8,13,0,35,1,84,11,0,2,26,0,13,1,1,2,8,1,0,1,27,0,7,6,25,794,3,2,1,1,9,19,1,25,1,14,1,14,12,5,1,26,3,0,59,4,135,1,0,23,5,0,0,0,8,22,11,0,6,12,0,4,21,0,2,0,1,15,1,5,0,0,0,6,0,7,2,15,3,2,23,2,143,6,3,4,4,0,3,1,6,0,10,1,11,0,335,9,4,1,0,0,5,0,0,15,8,9,13,3,0,5,0,1,0,0,1,0,2,2,4,2,2,2,0,2,0,3,0,3,5,5,0,0,1,1,0,1,5,0,107,2,2,3,4,3,5,3,5,0,2,6,0,0,0,0,9,3,2,0,0,0,1,0,16,12,6,0,1,4,0,0,3,0,0,0,42,0,1,0,0,12,0,0,1,0,2,2,0,2,1,0,8,0,3,1,10,3,0,1,0,0,0,26,0,1,0,0,0,12,4,0,0,0,0,3,0,0,2
little,39126,17112,87,24,4446,8253,3683,14,1514,4,86,3,467,41,31,5,42,14,1756,0,6,18,95,4,1,2,7,0,0,6,7,51,1,21,6,2,5,55,0,9,2,1,13,2,4,0,3,20,8,0,0,0,0,1,9,1,0,8,9,0,0,2,0,3,5,10,335,1,6,4,2,52,1,4,11,8,1,0,3,3,2,1,0,1,9,0,2,159,1,0,0,2,3,0,1,0,0,0,1,17,3,0,1,0,0,1,20,0,0,3,2,0,2,0,16,17,1,0,4,0,1,2,0,0,2,0,47,0,0,0,2,0,0,1,4,0,0,0,10,2,0,0,0,0,0,1,0,0,2,10,1,0,1,1,0,12,139,0,14,2,3,0,1,0,0,0,0,0,0,2,2,0,0,1,9,1,16,0,0,0,2,0,8,0,1,1,0,0,2,0,8,3,0,0,2,0,1,1,0,1,1,0,0,1,2,0,0,0,0,0,5,4,0,1,0,0,3,0,0,0,2,1,0,0,0,29,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,4,0,7,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,7,0,0,0,14,0,0,0,0,0,3,2,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0
small,36958,8440,303,259,2724,7031,1610,114,443,1491,389,6,421,446,451,98,473,577,6275,1,54,52,65,132,0,30,39,0,0,5,25,119,303,456,250,70,61,47,0,31,2,1,84,6,14,6,103,341,33,0,0,76,1,12,46,12,0,95,111,11,1,27,0,7,34,11,136,106,0,27,3,153,23,108,18,4,2,3,39,30,20,7,0,4,7,0,10,48,27,0,0,4,8,0,8,2,0,21,2,20,21,0,81,0,24,1,12,1,0,4,14,1,8,14,2,298,14,1,3,1,6,5,0,34,28,0,4,2,4,1,2,0,1,0,24,5,7,2,8,16,0,0,0,0,3,30,0,0,2,6,7,1,8,4,0,19,301,1,5,58,27,0,0,0,1,0,0,0,12,43,10,0,3,0,2,3,11,1,11,1,3,7,3,1,0,0,0,3,7,1,3,15,6,1,2,0,4,4,6,9,4,7,0,1,30,0,0,6,0,0,6,8,0,5,1,0,2,0,0,1,0,10,1,4,1,0,0,0,0,0,2,0,2,0,11,0,0,3,0,0,1,3,4,3,0,8,0,0,6,1,0,3,2,0,0,16,0,2,0,6,0,35,20,0,1,2,4,0,0,0,36,1,0,9,0,59,4,0,6,2,1,2,0,3,0,0,0,0,0,1,2,0,8,30,0,1,0,1,0,0,1,0,0,0,4,0,10,0,0,1,10,0,0,0,0,14,0,8,0,11,3,0,0,0,48,0,0,0,1,0,0,0,0
successful,36717,4051,3605,11805,2208,166,1394,339,671,6,198,822,183,12,28,82,444,325,145,2097,208,73,9,21,83,156,71,264,89,13,16,80,4,133,93,63,126,9,13,26,8,33,55,21,112,317,183,40,100,135,1,57,50,0,12,1,28,38,57,1,10,22,0,5,33,8,125,3,0,4,6,32,4,40,24,159,58,12,17,14,0,8,0,0,44,1,6,211,2,904,243,2,19,3,2,75,0,0,4,72,25,0,1,0,74,32,2,3,8,0,77,681,9,0,24,17,12,10,7,0,7,11,0,1,24,22,15,1,2,1,3,0,0,0,8,13,5,0,1,2,97,6,6,0,51,17,222,0,0,3,0,19,0,160,0,0,3,363,5,3,1,0,0,3,0,0,0,3,1,5,4,0,2,0,0,4,23,20,0,6,189,2,0,92,0,0,0,15,0,12,5,6,45,0,6,6,4,8,3,40,4,0,0,0,3,0,0,1,1,0,0,10,0,1,2,24,0,3,10,10,0,7,0,5,2,3,33,0,0,0,0,0,0,0,2,99,1,1,11,2,0,3,0,0,58,0,0,58,4,10,1,6,1,0,4,0,1,1,0,20,2,1,0,0,2,13,6,0,0,7,1,2,0,0,1,0,8,0,0,29,0,0,2,10,0,1,2,6,0,0,2,0,0,2,2,0,0,0,1,0,4,0,0,11,0,0,17,4,0,4,4,0,9,4,0,3,0,1,0,0,0,3,0,0,6,2,0,1,30,0,1,1,0
