She was not extremely happy. She was slightly sad., adj, rel
It wasn't dry. It was completely wet., adj, abs
It was completely wet. It wasn't dry., adj, abs
It wasn't dry. It was entirely wet., adj, abs
It was entirely wet. It wasn't dry., adj, abs
It wasn't dry. It was wet., adj, abs
It was wet. It wasn't dry., adj, abs
It wasn't dry. It wasn't completely wet., adj, abs
It wasn't dry. It wasn't entirely wet., adj, abs
It wasn't dry. It wasn't wet., adj, abs
It wasn't completely dry. It was slightly dry., adj, abs
It was slightly dry. It wasn't completely dry., adj, abs
It wasn't completely dry. It was sort of dry., adj, abs
It was sort of dry. It wasn't completely dry., adj, abs
It wasn't entirely dry. It was slightly dry., adj, abs
It was slightly dry. It wasn't entirely dry., adj, abs
It wasn't entirely dry. It was sort of dry., adj, abs
It was sort of dry. It wasn't entirely dry., adj, abs
It was not completely straight. It was slightly bent., adj, abs
It was slightly bent. It was not completely straight., adj, abs
It was not completely straight. It was sort of bent., adj, abs
It was sort of bent. It was not completely straight., adj, abs
It was not completely straight. It was completely bent., adj, abs
It was completely bent. It was not completely straight., adj, abs
It was not completely straight. It was entirely bent., adj, abs
It was entirely bent. It was not completely straight., adj, abs
It was not completely straight. It was bent., adj, abs
It was bent. It was not completely straight., adj, abs
It was not completely straight. It was not completely bent., adj, abs
It was not completely straight. It was not entirely bent., adj, abs
It was not completely straight. It was not bent., adj, abs
It was not entirely straight. It was slightly bent., adj, abs
It was slightly bent. It was not entirely straight., adj, abs
It was not entirely straight. It was sort of bent., adj, abs
It was sort of bent. It was not entirely straight., adj, abs
It was not entirely straight. It was completely bent., adj, abs
It was completely bent. It was not entirely straight., adj, abs
It was not entirely straight. It was entirely bent., adj, abs
It was entirely bent. It was not entirely straight., adj, abs
It was not entirely straight. It was bent., adj, abs
It was bent. It was not entirely straight., adj, abs
It was not entirely straight. It was not completely bent., adj, abs
It was not entirely straight. It was not entirely bent., adj, abs
It was not entirely straight. It was not bent., adj, abs
It was not straight. It was slightly bent., adj, abs
It was slightly bent. It was not straight., adj, abs
It was not straight. It was sort of bent., adj, abs
It was sort of bent. It was not straight., adj, abs
It was not straight. It was completely bent., adj, abs
It was completely bent. It was not straight., adj, abs
It was not straight. It was entirely bent., adj, abs
It was entirely bent. It was not straight., adj, abs
It was not straight. It was bent., adj, abs
It was bent. It was not straight., adj, abs
It was not straight. It was not completely bent., adj, abs
It was not straight. It was not entirely bent., adj, abs
It was not straight. It was not bent., adj, abs
It was not completely straight. It was slightly straight., adj, abs
It was slightly straight. It was not completely straight., adj, abs
It was not completely straight. It was sort of straight., adj, abs
It was sort of straight. It was not completely straight., adj, abs
It was not entirely straight. It was slightly straight., adj, abs
It was slightly straight. It was not entirely straight., adj, abs
It was not entirely straight. It was sort of straight., adj, abs
It was sort of straight. It was not entirely straight., adj, abs
It was not completely bent. It was slightly straight., adj, abs
It was slightly straight. It was not completely bent., adj, abs
It was not completely bent. It was sort of straight., adj, abs
It was sort of straight. It was not completely bent., adj, abs
It was not completely bent. It was completely straight., adj, abs
It was completely straight. It was not completely bent., adj, abs
It was not completely bent. It was entirely straight., adj, abs
It was entirely straight. It was not completely bent., adj, abs
It was not completely bent. It was straight., adj, abs
It was straight. It was not completely bent., adj, abs
It was not completely bent. It was not completely straight., adj, abs
It was not completely bent. It was not entirely straight., adj, abs
It was not completely bent. It was not straight., adj, abs
It was not entirely bent. It was slightly straight., adj, abs
It was slightly straight. It was not entirely bent., adj, abs
It was not entirely bent. It was sort of straight., adj, abs
It was sort of straight. It was not entirely bent., adj, abs
It was not entirely bent. It was completely straight., adj, abs
It was completely straight. It was not entirely bent., adj, abs
It was not entirely bent. It was entirely straight., adj, abs
It was entirely straight. It was not entirely bent., adj, abs
It was not entirely bent. It was straight., adj, abs
It was straight. It was not entirely bent., adj, abs
It was not entirely bent. It was not completely straight., adj, abs
It was not entirely bent. It was not entirely straight., adj, abs
It was not entirely bent. It was not straight., adj, abs
It was not bent. It was slightly straight., adj, abs
It was slightly straight. It was not bent., adj, abs
It was not bent. It was sort of straight., adj, abs
It was sort of straight. It was not bent., adj, abs
It was not bent. It was completely straight., adj, abs
It was completely straight. It was not bent., adj, abs
It was not bent. It was entirely straight., adj, abs
It was entirely straight. It was not bent., adj, abs
It was not bent. It was straight., adj, abs
It was straight. It was not bent., adj, abs
It was not bent. It was not completely straight., adj, abs
It was not bent. It was not entirely straight., adj, abs
It was not bent. It was not straight., adj, abs
It was not completely bent. It was slightly bent., adj, abs
It was slightly bent. It was not completely bent., adj, abs
It was not completely bent. It was sort of bent., adj, abs
It was sort of bent. It was not completely bent., adj, abs
It was not entirely bent. It was slightly bent., adj, abs
It was slightly bent. It was not entirely bent., adj, abs
It was not entirely bent. It was sort of bent., adj, abs
It was sort of bent. It was not entirely bent., adj, abs
It wasn't completely straight. It was slightly bent., adj, abs
It was slightly bent. It wasn't completely straight., adj, abs
It wasn't completely straight. It was sort of bent., adj, abs
It was sort of bent. It wasn't completely straight., adj, abs
It wasn't completely straight. It was completely bent., adj, abs
It was completely bent. It wasn't completely straight., adj, abs
It wasn't completely straight. It was entirely bent., adj, abs
It was entirely bent. It wasn't completely straight., adj, abs
It wasn't completely straight. It was bent., adj, abs
It was bent. It wasn't completely straight., adj, abs
It wasn't completely straight. It wasn't completely bent., adj, abs
It wasn't completely straight. It wasn't entirely bent., adj, abs
It wasn't completely straight. It wasn't bent., adj, abs
It wasn't entirely straight. It was slightly bent., adj, abs
It was slightly bent. It wasn't entirely straight., adj, abs
It wasn't entirely straight. It was sort of bent., adj, abs
It was sort of bent. It wasn't entirely straight., adj, abs
It wasn't entirely straight. It was completely bent., adj, abs
It was completely bent. It wasn't entirely straight., adj, abs
It wasn't entirely straight. It was entirely bent., adj, abs
It was entirely bent. It wasn't entirely straight., adj, abs
It wasn't entirely straight. It was bent., adj, abs
It was bent. It wasn't entirely straight., adj, abs
It wasn't entirely straight. It wasn't completely bent., adj, abs
It wasn't entirely straight. It wasn't entirely bent., adj, abs
It wasn't entirely straight. It wasn't bent., adj, abs
It wasn't straight. It was slightly bent., adj, abs
It was slightly bent. It wasn't straight., adj, abs
It wasn't straight. It was sort of bent., adj, abs
It was sort of bent. It wasn't straight., adj, abs
It wasn't straight. It was completely bent., adj, abs
It was completely bent. It wasn't straight., adj, abs
It wasn't straight. It was entirely bent., adj, abs
It was entirely bent. It wasn't straight., adj, abs
It wasn't straight. It was bent., adj, abs
It was bent. It wasn't straight., adj, abs
It wasn't straight. It wasn't completely bent., adj, abs
It wasn't straight. It wasn't entirely bent., adj, abs
It wasn't straight. It wasn't bent., adj, abs
It wasn't completely straight. It was slightly straight., adj, abs
It was slightly straight. It wasn't completely straight., adj, abs
It wasn't completely straight. It was sort of straight., adj, abs
It was sort of straight. It wasn't completely straight., adj, abs
It wasn't entirely straight. It was slightly straight., adj, abs
It was slightly straight. It wasn't entirely straight., adj, abs
It wasn't entirely straight. It was sort of straight., adj, abs
It was sort of straight. It wasn't entirely straight., adj, abs
It wasn't completely bent. It was slightly straight., adj, abs
It was slightly straight. It wasn't completely bent., adj, abs
It wasn't completely bent. It was sort of straight., adj, abs
It was sort of straight. It wasn't completely bent., adj, abs
It wasn't completely bent. It was completely straight., adj, abs
It was completely straight. It wasn't completely bent., adj, abs
It wasn't completely bent. It was entirely straight., adj, abs
It was entirely straight. It wasn't completely bent., adj, abs
It wasn't completely bent. It was straight., adj, abs
It was straight. It wasn't completely bent., adj, abs
It wasn't completely bent. It wasn't completely straight., adj, abs
It wasn't completely bent. It wasn't entirely straight., adj, abs
It wasn't completely bent. It wasn't straight., adj, abs
It wasn't entirely bent. It was slightly straight., adj, abs
It was slightly straight. It wasn't entirely bent., adj, abs
It wasn't entirely bent. It was sort of straight., adj, abs
It was sort of straight. It wasn't entirely bent., adj, abs
It wasn't entirely bent. It was completely straight., adj, abs
It was completely straight. It wasn't entirely bent., adj, abs
It wasn't entirely bent. It was entirely straight., adj, abs
It was entirely straight. It wasn't entirely bent., adj, abs
It wasn't entirely bent. It was straight., adj, abs
It was straight. It wasn't entirely bent., adj, abs
It wasn't entirely bent. It wasn't completely straight., adj, abs
It wasn't entirely bent. It wasn't entirely straight., adj, abs
It wasn't entirely bent. It wasn't straight., adj, abs
It wasn't bent. It was slightly straight., adj, abs
It was slightly straight. It wasn't bent., adj, abs
It wasn't bent. It was sort of straight., adj, abs
It was sort of straight. It wasn't bent., adj, abs
It wasn't bent. It was completely straight., adj, abs
It was completely straight. It wasn't bent., adj, abs
It wasn't bent. It was entirely straight., adj, abs
It was entirely straight. It wasn't bent., adj, abs
It wasn't bent. It was straight., adj, abs
It was straight. It wasn't bent., adj, abs
It wasn't bent. It wasn't completely straight., adj, abs
It wasn't bent. It wasn't entirely straight., adj, abs
It wasn't bent. It wasn't straight., adj, abs
It wasn't completely bent. It was slightly bent., adj, abs
It was slightly bent. It wasn't completely bent., adj, abs
It wasn't completely bent. It was sort of bent., adj, abs
It was sort of bent. It wasn't completely bent., adj, abs
It wasn't entirely bent. It was slightly bent., adj, abs
It was slightly bent. It wasn't entirely bent., adj, abs
It wasn't entirely bent. It was sort of bent., adj, abs
It was sort of bent. It wasn't entirely bent., adj, abs
It was not completely pure. It was slightly diluted., adj, abs
It was slightly diluted. It was not completely pure., adj, abs
It was not completely pure. It was sort of diluted., adj, abs
It was sort of diluted. It was not completely pure., adj, abs
It was not completely pure. It was completely diluted., adj, abs
It was completely diluted. It was not completely pure., adj, abs
It was not completely pure. It was entirely diluted., adj, abs
It was entirely diluted. It was not completely pure., adj, abs
It was not completely pure. It was diluted., adj, abs
It was diluted. It was not completely pure., adj, abs
It was not completely pure. It was not completely diluted., adj, abs
It was not completely pure. It was not entirely diluted., adj, abs
It was not completely pure. It was not diluted., adj, abs
It was not entirely pure. It was slightly diluted., adj, abs
It was slightly diluted. It was not entirely pure., adj, abs
It was not entirely pure. It was sort of diluted., adj, abs
It was sort of diluted. It was not entirely pure., adj, abs
It was not entirely pure. It was completely diluted., adj, abs
It was completely diluted. It was not entirely pure., adj, abs
It was not entirely pure. It was entirely diluted., adj, abs
It was entirely diluted. It was not entirely pure., adj, abs
It was not entirely pure. It was diluted., adj, abs
It was diluted. It was not entirely pure., adj, abs
It was not entirely pure. It was not completely diluted., adj, abs
It was not entirely pure. It was not entirely diluted., adj, abs
It was not entirely pure. It was not diluted., adj, abs
It was not pure. It was slightly diluted., adj, abs
It was slightly diluted. It was not pure., adj, abs
It was not pure. It was sort of diluted., adj, abs
It was sort of diluted. It was not pure., adj, abs
It was not pure. It was completely diluted., adj, abs
It was completely diluted. It was not pure., adj, abs
It was not pure. It was entirely diluted., adj, abs
It was entirely diluted. It was not pure., adj, abs
It was not pure. It was diluted., adj, abs
It was diluted. It was not pure., adj, abs
It was not pure. It was not completely diluted., adj, abs
It was not pure. It was not entirely diluted., adj, abs
It was not pure. It was not diluted., adj, abs
It was not completely pure. It was slightly pure., adj, abs
It was slightly pure. It was not completely pure., adj, abs
It was not completely pure. It was sort of pure., adj, abs
It was sort of pure. It was not completely pure., adj, abs
It was not entirely pure. It was slightly pure., adj, abs
It was slightly pure. It was not entirely pure., adj, abs
It was not entirely pure. It was sort of pure., adj, abs
It was sort of pure. It was not entirely pure., adj, abs
It was not completely diluted. It was slightly pure., adj, abs
It was slightly pure. It was not completely diluted., adj, abs
It was not completely diluted. It was sort of pure., adj, abs
It was sort of pure. It was not completely diluted., adj, abs
It was not completely diluted. It was completely pure., adj, abs
It was completely pure. It was not completely diluted., adj, abs
It was not completely diluted. It was entirely pure., adj, abs
It was entirely pure. It was not completely diluted., adj, abs
It was not completely diluted. It was pure., adj, abs
It was pure. It was not completely diluted., adj, abs
It was not completely diluted. It was not completely pure., adj, abs
It was not completely diluted. It was not entirely pure., adj, abs
It was not completely diluted. It was not pure., adj, abs
It was not entirely diluted. It was slightly pure., adj, abs
It was slightly pure. It was not entirely diluted., adj, abs
It was not entirely diluted. It was sort of pure., adj, abs
It was sort of pure. It was not entirely diluted., adj, abs
It was not entirely diluted. It was completely pure., adj, abs
It was completely pure. It was not entirely diluted., adj, abs
It was not entirely diluted. It was entirely pure., adj, abs
It was entirely pure. It was not entirely diluted., adj, abs
It was not entirely diluted. It was pure., adj, abs
It was pure. It was not entirely diluted., adj, abs
It was not entirely diluted. It was not completely pure., adj, abs
It was not entirely diluted. It was not entirely pure., adj, abs
It was not entirely diluted. It was not pure., adj, abs
It was not diluted. It was slightly pure., adj, abs
It was slightly pure. It was not diluted., adj, abs
It was not diluted. It was sort of pure., adj, abs
It was sort of pure. It was not diluted., adj, abs
It was not diluted. It was completely pure., adj, abs
It was completely pure. It was not diluted., adj, abs
It was not diluted. It was entirely pure., adj, abs
It was entirely pure. It was not diluted., adj, abs
It was not diluted. It was pure., adj, abs
It was pure. It was not diluted., adj, abs
It was not diluted. It was not completely pure., adj, abs
It was not diluted. It was not entirely pure., adj, abs
It was not diluted. It was not pure., adj, abs
It was not completely diluted. It was slightly diluted., adj, abs
It was slightly diluted. It was not completely diluted., adj, abs
It was not completely diluted. It was sort of diluted., adj, abs
It was sort of diluted. It was not completely diluted., adj, abs
It was not entirely diluted. It was slightly diluted., adj, abs
It was slightly diluted. It was not entirely diluted., adj, abs
It was not entirely diluted. It was sort of diluted., adj, abs
It was sort of diluted. It was not entirely diluted., adj, abs
It wasn't completely pure. It was slightly diluted., adj, abs
It was slightly diluted. It wasn't completely pure., adj, abs
It wasn't completely pure. It was sort of diluted., adj, abs
It was sort of diluted. It wasn't completely pure., adj, abs
It wasn't completely pure. It was completely diluted., adj, abs
It was completely diluted. It wasn't completely pure., adj, abs
It wasn't completely pure. It was entirely diluted., adj, abs
It was entirely diluted. It wasn't completely pure., adj, abs
It wasn't completely pure. It was diluted., adj, abs
It was diluted. It wasn't completely pure., adj, abs
It wasn't completely pure. It wasn't completely diluted., adj, abs
It wasn't completely pure. It wasn't entirely diluted., adj, abs
It wasn't completely pure. It wasn't diluted., adj, abs
It wasn't entirely pure. It was slightly diluted., adj, abs
It was slightly diluted. It wasn't entirely pure., adj, abs
It wasn't entirely pure. It was sort of diluted., adj, abs
It was sort of diluted. It wasn't entirely pure., adj, abs
It wasn't entirely pure. It was completely diluted., adj, abs
It was completely diluted. It wasn't entirely pure., adj, abs
It wasn't entirely pure. It was entirely diluted., adj, abs
It was entirely diluted. It wasn't entirely pure., adj, abs
It wasn't entirely pure. It was diluted., adj, abs
It was diluted. It wasn't entirely pure., adj, abs
It wasn't entirely pure. It wasn't completely diluted., adj, abs
It wasn't entirely pure. It wasn't entirely diluted., adj, abs
It wasn't entirely pure. It wasn't diluted., adj, abs
It wasn't pure. It was slightly diluted., adj, abs
It was slightly diluted. It wasn't pure., adj, abs
It wasn't pure. It was sort of diluted., adj, abs
It was sort of diluted. It wasn't pure., adj, abs
It wasn't pure. It was completely diluted., adj, abs
It was completely diluted. It wasn't pure., adj, abs
It wasn't pure. It was entirely diluted., adj, abs
It was entirely diluted. It wasn't pure., adj, abs
It wasn't pure. It was diluted., adj, abs
It was diluted. It wasn't pure., adj, abs
It wasn't pure. It wasn't completely diluted., adj, abs
It wasn't pure. It wasn't entirely diluted., adj, abs
It wasn't pure. It wasn't diluted., adj, abs
It wasn't completely pure. It was slightly pure., adj, abs
It was slightly pure. It wasn't completely pure., adj, abs
It wasn't completely pure. It was sort of pure., adj, abs
It was sort of pure. It wasn't completely pure., adj, abs
It wasn't entirely pure. It was slightly pure., adj, abs
It was slightly pure. It wasn't entirely pure., adj, abs
It wasn't entirely pure. It was sort of pure., adj, abs
It was sort of pure. It wasn't entirely pure., adj, abs
It wasn't completely diluted. It was slightly pure., adj, abs
It was slightly pure. It wasn't completely diluted., adj, abs
It wasn't completely diluted. It was sort of pure., adj, abs
It was sort of pure. It wasn't completely diluted., adj, abs
It wasn't completely diluted. It was completely pure., adj, abs
It was completely pure. It wasn't completely diluted., adj, abs
It wasn't completely diluted. It was entirely pure., adj, abs
It was entirely pure. It wasn't completely diluted., adj, abs
It wasn't completely diluted. It was pure., adj, abs
It was pure. It wasn't completely diluted., adj, abs
It wasn't completely diluted. It wasn't completely pure., adj, abs
It wasn't completely diluted. It wasn't entirely pure., adj, abs
It wasn't completely diluted. It wasn't pure., adj, abs
It wasn't entirely diluted. It was slightly pure., adj, abs
It was slightly pure. It wasn't entirely diluted., adj, abs
It wasn't entirely diluted. It was sort of pure., adj, abs
It was sort of pure. It wasn't entirely diluted., adj, abs
It wasn't entirely diluted. It was completely pure., adj, abs
It was completely pure. It wasn't entirely diluted., adj, abs
It wasn't entirely diluted. It was entirely pure., adj, abs
It was entirely pure. It wasn't entirely diluted., adj, abs
It wasn't entirely diluted. It was pure., adj, abs
It was pure. It wasn't entirely diluted., adj, abs
It wasn't entirely diluted. It wasn't completely pure., adj, abs
It wasn't entirely diluted. It wasn't entirely pure., adj, abs
It wasn't entirely diluted. It wasn't pure., adj, abs
It wasn't diluted. It was slightly pure., adj, abs
It was slightly pure. It wasn't diluted., adj, abs
It wasn't diluted. It was sort of pure., adj, abs
It was sort of pure. It wasn't diluted., adj, abs
It wasn't diluted. It was completely pure., adj, abs
It was completely pure. It wasn't diluted., adj, abs
It wasn't diluted. It was entirely pure., adj, abs
It was entirely pure. It wasn't diluted., adj, abs
It wasn't diluted. It was pure., adj, abs
It was pure. It wasn't diluted., adj, abs
It wasn't diluted. It wasn't completely pure., adj, abs
It wasn't diluted. It wasn't entirely pure., adj, abs
It wasn't diluted. It wasn't pure., adj, abs
It wasn't completely diluted. It was slightly diluted., adj, abs
It was slightly diluted. It wasn't completely diluted., adj, abs
It wasn't completely diluted. It was sort of diluted., adj, abs
It was sort of diluted. It wasn't completely diluted., adj, abs
It wasn't entirely diluted. It was slightly diluted., adj, abs
It was slightly diluted. It wasn't entirely diluted., adj, abs
It wasn't entirely diluted. It was sort of diluted., adj, abs
It was sort of diluted. It wasn't entirely diluted., adj, abs
It was not completely honest. It was slightly deceitful., adj, abs
It was slightly deceitful. It was not completely honest., adj, abs
It was not completely honest. It was sort of deceitful., adj, abs
It was sort of deceitful. It was not completely honest., adj, abs
It was not completely honest. It was completely deceitful., adj, abs
It was completely deceitful. It was not completely honest., adj, abs
It was not completely honest. It was entirely deceitful., adj, abs
It was entirely deceitful. It was not completely honest., adj, abs
It was not completely honest. It was deceitful., adj, abs
It was deceitful. It was not completely honest., adj, abs
It was not completely honest. It was not completely deceitful., adj, abs
It was not completely honest. It was not entirely deceitful., adj, abs
It was not completely honest. It was not deceitful., adj, abs
It was not entirely honest. It was slightly deceitful., adj, abs
It was slightly deceitful. It was not entirely honest., adj, abs
It was not entirely honest. It was sort of deceitful., adj, abs
It was sort of deceitful. It was not entirely honest., adj, abs
It was not entirely honest. It was completely deceitful., adj, abs
It was completely deceitful. It was not entirely honest., adj, abs
It was not entirely honest. It was entirely deceitful., adj, abs
It was entirely deceitful. It was not entirely honest., adj, abs
It was not entirely honest. It was deceitful., adj, abs
It was deceitful. It was not entirely honest., adj, abs
It was not entirely honest. It was not completely deceitful., adj, abs
It was not entirely honest. It was not entirely deceitful., adj, abs
It was not entirely honest. It was not deceitful., adj, abs
It was not honest. It was slightly deceitful., adj, abs
It was slightly deceitful. It was not honest., adj, abs
It was not honest. It was sort of deceitful., adj, abs
It was sort of deceitful. It was not honest., adj, abs
It was not honest. It was completely deceitful., adj, abs
It was completely deceitful. It was not honest., adj, abs
It was not honest. It was entirely deceitful., adj, abs
It was entirely deceitful. It was not honest., adj, abs
It was not honest. It was deceitful., adj, abs
It was deceitful. It was not honest., adj, abs
It was not honest. It was not completely deceitful., adj, abs
It was not honest. It was not entirely deceitful., adj, abs
It was not honest. It was not deceitful., adj, abs
It was not completely honest. It was slightly honest., adj, abs
It was slightly honest. It was not completely honest., adj, abs
It was not completely honest. It was sort of honest., adj, abs
It was sort of honest. It was not completely honest., adj, abs
It was not entirely honest. It was slightly honest., adj, abs
It was slightly honest. It was not entirely honest., adj, abs
It was not entirely honest. It was sort of honest., adj, abs
It was sort of honest. It was not entirely honest., adj, abs
It was not completely deceitful. It was slightly honest., adj, abs
It was slightly honest. It was not completely deceitful., adj, abs
It was not completely deceitful. It was sort of honest., adj, abs
It was sort of honest. It was not completely deceitful., adj, abs
It was not completely deceitful. It was completely honest., adj, abs
It was completely honest. It was not completely deceitful., adj, abs
It was not completely deceitful. It was entirely honest., adj, abs
It was entirely honest. It was not completely deceitful., adj, abs
It was not completely deceitful. It was honest., adj, abs
It was honest. It was not completely deceitful., adj, abs
It was not completely deceitful. It was not completely honest., adj, abs
It was not completely deceitful. It was not entirely honest., adj, abs
It was not completely deceitful. It was not honest., adj, abs
It was not entirely deceitful. It was slightly honest., adj, abs
It was slightly honest. It was not entirely deceitful., adj, abs
It was not entirely deceitful. It was sort of honest., adj, abs
It was sort of honest. It was not entirely deceitful., adj, abs
It was not entirely deceitful. It was completely honest., adj, abs
It was completely honest. It was not entirely deceitful., adj, abs
It was not entirely deceitful. It was entirely honest., adj, abs
It was entirely honest. It was not entirely deceitful., adj, abs
It was not entirely deceitful. It was honest., adj, abs
It was honest. It was not entirely deceitful., adj, abs
It was not entirely deceitful. It was not completely honest., adj, abs
It was not entirely deceitful. It was not entirely honest., adj, abs
It was not entirely deceitful. It was not honest., adj, abs
It was not deceitful. It was slightly honest., adj, abs
It was slightly honest. It was not deceitful., adj, abs
It was not deceitful. It was sort of honest., adj, abs
It was sort of honest. It was not deceitful., adj, abs
It was not deceitful. It was completely honest., adj, abs
It was completely honest. It was not deceitful., adj, abs
It was not deceitful. It was entirely honest., adj, abs
It was entirely honest. It was not deceitful., adj, abs
It was not deceitful. It was honest., adj, abs
It was honest. It was not deceitful., adj, abs
It was not deceitful. It was not completely honest., adj, abs
It was not deceitful. It was not entirely honest., adj, abs
It was not deceitful. It was not honest., adj, abs
It was not completely deceitful. It was slightly deceitful., adj, abs
It was slightly deceitful. It was not completely deceitful., adj, abs
It was not completely deceitful. It was sort of deceitful., adj, abs
It was sort of deceitful. It was not completely deceitful., adj, abs
It was not entirely deceitful. It was slightly deceitful., adj, abs
It was slightly deceitful. It was not entirely deceitful., adj, abs
It was not entirely deceitful. It was sort of deceitful., adj, abs
It was sort of deceitful. It was not entirely deceitful., adj, abs
It wasn't completely honest. It was slightly deceitful., adj, abs
It was slightly deceitful. It wasn't completely honest., adj, abs
It wasn't completely honest. It was sort of deceitful., adj, abs
It was sort of deceitful. It wasn't completely honest., adj, abs
It wasn't completely honest. It was completely deceitful., adj, abs
It was completely deceitful. It wasn't completely honest., adj, abs
It wasn't completely honest. It was entirely deceitful., adj, abs
It was entirely deceitful. It wasn't completely honest., adj, abs
It wasn't completely honest. It was deceitful., adj, abs
It was deceitful. It wasn't completely honest., adj, abs
It wasn't completely honest. It wasn't completely deceitful., adj, abs
It wasn't completely honest. It wasn't entirely deceitful., adj, abs
It wasn't completely honest. It wasn't deceitful., adj, abs
It wasn't entirely honest. It was slightly deceitful., adj, abs
It was slightly deceitful. It wasn't entirely honest., adj, abs
It wasn't entirely honest. It was sort of deceitful., adj, abs
It was sort of deceitful. It wasn't entirely honest., adj, abs
It wasn't entirely honest. It was completely deceitful., adj, abs
It was completely deceitful. It wasn't entirely honest., adj, abs
It wasn't entirely honest. It was entirely deceitful., adj, abs
It was entirely deceitful. It wasn't entirely honest., adj, abs
It wasn't entirely honest. It was deceitful., adj, abs
It was deceitful. It wasn't entirely honest., adj, abs
It wasn't entirely honest. It wasn't completely deceitful., adj, abs
It wasn't entirely honest. It wasn't entirely deceitful., adj, abs
It wasn't entirely honest. It wasn't deceitful., adj, abs
It wasn't honest. It was slightly deceitful., adj, abs
It was slightly deceitful. It wasn't honest., adj, abs
It wasn't honest. It was sort of deceitful., adj, abs
It was sort of deceitful. It wasn't honest., adj, abs
It wasn't honest. It was completely deceitful., adj, abs
It was completely deceitful. It wasn't honest., adj, abs
It wasn't honest. It was entirely deceitful., adj, abs
It was entirely deceitful. It wasn't honest., adj, abs
It wasn't honest. It was deceitful., adj, abs
It was deceitful. It wasn't honest., adj, abs
It wasn't honest. It wasn't completely deceitful., adj, abs
It wasn't honest. It wasn't entirely deceitful., adj, abs
It wasn't honest. It wasn't deceitful., adj, abs
It wasn't completely honest. It was slightly honest., adj, abs
It was slightly honest. It wasn't completely honest., adj, abs
It wasn't completely honest. It was sort of honest., adj, abs
It was sort of honest. It wasn't completely honest., adj, abs
It wasn't entirely honest. It was slightly honest., adj, abs
It was slightly honest. It wasn't entirely honest., adj, abs
It wasn't entirely honest. It was sort of honest., adj, abs
It was sort of honest. It wasn't entirely honest., adj, abs
It wasn't completely deceitful. It was slightly honest., adj, abs
It was slightly honest. It wasn't completely deceitful., adj, abs
It wasn't completely deceitful. It was sort of honest., adj, abs
It was sort of honest. It wasn't completely deceitful., adj, abs
It wasn't completely deceitful. It was completely honest., adj, abs
It was completely honest. It wasn't completely deceitful., adj, abs
It wasn't completely deceitful. It was entirely honest., adj, abs
It was entirely honest. It wasn't completely deceitful., adj, abs
It wasn't completely deceitful. It was honest., adj, abs
It was honest. It wasn't completely deceitful., adj, abs
It wasn't completely deceitful. It wasn't completely honest., adj, abs
It wasn't completely deceitful. It wasn't entirely honest., adj, abs
It wasn't completely deceitful. It wasn't honest., adj, abs
It wasn't entirely deceitful. It was slightly honest., adj, abs
It was slightly honest. It wasn't entirely deceitful., adj, abs
It wasn't entirely deceitful. It was sort of honest., adj, abs
It was sort of honest. It wasn't entirely deceitful., adj, abs
It wasn't entirely deceitful. It was completely honest., adj, abs
It was completely honest. It wasn't entirely deceitful., adj, abs
It wasn't entirely deceitful. It was entirely honest., adj, abs
It was entirely honest. It wasn't entirely deceitful., adj, abs
It wasn't entirely deceitful. It was honest., adj, abs
It was honest. It wasn't entirely deceitful., adj, abs
It wasn't entirely deceitful. It wasn't completely honest., adj, abs
It wasn't entirely deceitful. It wasn't entirely honest., adj, abs
It wasn't entirely deceitful. It wasn't honest., adj, abs
It wasn't deceitful. It was slightly honest., adj, abs
It was slightly honest. It wasn't deceitful., adj, abs
It wasn't deceitful. It was sort of honest., adj, abs
It was sort of honest. It wasn't deceitful., adj, abs
It wasn't deceitful. It was completely honest., adj, abs
It was completely honest. It wasn't deceitful., adj, abs
It wasn't deceitful. It was entirely honest., adj, abs
It was entirely honest. It wasn't deceitful., adj, abs
It wasn't deceitful. It was honest., adj, abs
It was honest. It wasn't deceitful., adj, abs
It wasn't deceitful. It wasn't completely honest., adj, abs
It wasn't deceitful. It wasn't entirely honest., adj, abs
It wasn't deceitful. It wasn't honest., adj, abs
It wasn't completely deceitful. It was slightly deceitful., adj, abs
It was slightly deceitful. It wasn't completely deceitful., adj, abs
It wasn't completely deceitful. It was sort of deceitful., adj, abs
It was sort of deceitful. It wasn't completely deceitful., adj, abs
It wasn't entirely deceitful. It was slightly deceitful., adj, abs
It was slightly deceitful. It wasn't entirely deceitful., adj, abs
It wasn't entirely deceitful. It was sort of deceitful., adj, abs
It was sort of deceitful. It wasn't entirely deceitful., adj, abs
It was not completely open. It was slightly closed., adj, abs
It was slightly closed. It was not completely open., adj, abs
It was not completely open. It was sort of closed., adj, abs
It was sort of closed. It was not completely open., adj, abs
It was not completely open. It was completely closed., adj, abs
It was completely closed. It was not completely open., adj, abs
It was not completely open. It was entirely closed., adj, abs
It was entirely closed. It was not completely open., adj, abs
It was not completely open. It was closed., adj, abs
It was closed. It was not completely open., adj, abs
It was not completely open. It was not completely closed., adj, abs
It was not completely open. It was not entirely closed., adj, abs
It was not completely open. It was not closed., adj, abs
It was not entirely open. It was slightly closed., adj, abs
It was slightly closed. It was not entirely open., adj, abs
It was not entirely open. It was sort of closed., adj, abs
It was sort of closed. It was not entirely open., adj, abs
It was not entirely open. It was completely closed., adj, abs
