prev_form_lower,SUM,or,something,all,some,often,always,sometimes,both,many,everything,everyone,someone,everybody,either,somebody,every
sky,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
margin,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
shockingly,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
aim,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
stylish,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lawyers,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
boobs,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bentsen,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
furnace,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mean,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
furniture,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
reforms,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
future,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leagues,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
study,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fuzz,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
region,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
silence,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
russians,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
stubbornly,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
regions,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
run,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
similarities,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
stylistically,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
incomprehensibly,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
rumor,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hell,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
record,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
said,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
records,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
infact,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
subtly,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
inexplicably,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subtle,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
freedom,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
below,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
meditation,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
red,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
born,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
industries,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ben,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
subject,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meat,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
shows,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
indian,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
strongly,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
regrettably,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
#,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
stomach,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
board,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
route,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bad,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
badly,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ali,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goal,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i`m,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sixth-,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
god's,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marijuana,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
steps,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
sizes,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
liberals,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bid,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
hype,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
rottenberg,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
license,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lie,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
gop,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
agents,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reliably,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
strikingly,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ideologically,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
important,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
geeky,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leg,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strategy,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
legally,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
generals,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
strategies,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
sin,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sincerely,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
george,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
germans,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
strains,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
length,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iii,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bodies,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
storms,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
master,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sisters,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
releases,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
advisers,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
expansion,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
broadly,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
capabilities,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
customer,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cut,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cute,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apple,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
positions,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
openly,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
opener,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
victims,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
dangerous,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
veto,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
veterans,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
verbally,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
carbo-loading,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
omg,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
vegetable,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
decades,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
appeal,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
app,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prayer,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
defensively,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
oh-,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4th,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
officials,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opinions,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
pose,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
creatively,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
organisations,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
care,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
county,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
couple,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coupons,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
populations,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
waaaaay,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
waaaaaaay,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
coyle,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
pork,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
order,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ordeal,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
virus,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
credit,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
porn,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
criminals,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
or-,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
critics,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
cross,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
voices,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crown,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
asia,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
vitally,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
optically,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
deliciously,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
preference,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
walls,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
divine,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniquely,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
director,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
disappointingly,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
pride,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
private,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
displays,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
nowadays,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
underground,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
athletes,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
districts,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
disturbingly,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
division,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
press,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
divisions,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
answers,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
doctors,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
procedures,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
documents,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
proceedings,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
dogs,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
processes,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
domain,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
doors,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
productions,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
dimensionally,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
difficult,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
democracy,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
upfront,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
officers,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
demographically,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
usa,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
offerings,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
offer,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ur,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
denizens,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
denver,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
department,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
depth,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
offenses,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
offbeat,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
difference,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dessert,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
oddly,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unusually,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
development,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
developmentally,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5th,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
device,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
devices,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
dialogue,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
occasion,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
unmistakably,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
organisms,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
career,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
professionals,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
club,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
worldview,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
workers,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
patients,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
cats,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1,000",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
word,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pathetically,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apps,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
wisdom,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
approaches,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
piece,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arguments,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
appreciably,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wings,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
code,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
particular,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cognitively,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
particles,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
collaboration,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plants,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
color,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
willfully,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
peace,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
churches,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
comically,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
you're,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pet,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perspective,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
persons,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
challenge,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cents,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
personalities,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
characteristics,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
yours,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
periodically,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
charges,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
young,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
phone,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
writer,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cheese,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chic,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perception,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ya,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
y,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chinese,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
christ,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wrong,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
physiologically,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-thirds,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peculiar,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arms,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
comment,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
costumes,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
policies,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
weights,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
weeks,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
wee,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
websites,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
application,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
outwardly,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
poland,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
weapons,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
outlook,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
contestants,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
context,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
controls,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
weirdly,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wayy,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
conveniently,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
artistically,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
watches,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
24,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
warren,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
warm,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
originality,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
costs,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
weirder,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
consciousness,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
commentators,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
components,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
comments,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
wife,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
play,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
paradoxically,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
common,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
communities,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
community,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
categorically,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
paperback,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
please,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
paint,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
whilst,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
conscience,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pages,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
page,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wherever,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
concept,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pace,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
condition,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
owners,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
owner,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overwhelmingly,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plus,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
welcome,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doubt,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
vague,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
publishers,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toy,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thousands,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
mount,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
neck,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
next,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
qualities,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
movement,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
motive,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
motivations,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
europe,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
motivation,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
environments,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
movies,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
@,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
provisions,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
mothers,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
mother,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
electricity,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
need,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
absolute,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ethically,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
n't,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
buffet,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
email,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trail,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mountain,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
thousand,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
protagonists,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ever-so-slightly,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tragically,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
trifle,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
timing,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thousandfold,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
mouths,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
trick,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thoroughly,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
tribe,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
browser,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neutral,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ecosystems,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bush,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elite,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
attributes,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
academically,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prose,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ea,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
episode,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
average,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pussy,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ecologically,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ticket,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
