prev_form_lower,SUM,not,never,nothing,none,nor,without,no,few,neither,nobody,hardly,rarely,ain't,barely,seldom,scarcely,aint
ideally,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
all-,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ice,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
researchers,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hotel,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
respect,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
humanity,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
restrictions,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
allegedly,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
retailers,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
household,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
returns,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hour,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rockets,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
roles,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ron,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gotham,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
graphene,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grandma,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grain,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
graduates,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grade,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
grace,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sandwiches,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sarah,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gospel,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
roster,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gosh,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
savings,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gore,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
scale,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goliath,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scarf,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goals,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schedule,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
graphically,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grasslands,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
greeting,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
sales,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rout,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
route,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
routinely,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
handbag,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rule,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hamas,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
haircut,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
run,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alot,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
russia,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gulf,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ryder,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sacred,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grows,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
salads,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sale,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grid,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
immigration,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impressions,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alien,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
jordan,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
provinces,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
keyboard,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kerry,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
purportedly,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
purposefully,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
purposes,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kaepernick,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
juice,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jokes,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
item,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
races,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
racism,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
radios,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jerseys,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rankings,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rape,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jails,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iuds,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
protests,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
knife,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
knowledge,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
la,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liberals,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pricing,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lenin,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
print,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
printing,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
prison,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
prisons,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layout,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
largest,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
languages,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
progressively,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
land,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lamb,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laden,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
labour,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
labels,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
label,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ratings,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ravens,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
remaining,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
indispensably,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inside,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
insect,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reforms,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
injury,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
injuries,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
regulations,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
inflation,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alcohol,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indian,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
israel,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
relaxation,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
release,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
algorithms,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reliably,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
incrementally,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
including,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
incident,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
incentives,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
red,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
installation,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
recovery,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
recordings,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
reading,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ireland,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ip,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sooooo,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
involved,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
invariably,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ability,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reasoning,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rebellion,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reception,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abilities,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
interests,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
intercourse,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intentions,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intent,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
intelligence,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
recommendations,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iota,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
activity,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
substantively,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cookies,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cookie,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
direct,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
director,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
web,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bibles,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conviction,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disability,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
utah,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
conversation,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
conventions,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
discourse,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
best,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
capitalists,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cans,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contributions,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sunglasses,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
use,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
display,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contract,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
canyon,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
usage,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
werent,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
dissent,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
capitalism,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
belt,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
candidates,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
supplement,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dinner,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
difficulty,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
desk,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sweaters,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blair,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-so-,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
camera,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
theologically,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waters,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bites,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
detail,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bite,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vacation,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cameras,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
devil,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
devils,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
campaign,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
survival,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
campus,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cops,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canada,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canadians,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diets,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
difference,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
theyre,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distinction,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
distraction,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
vaccine,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dramatic,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conduct,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tim,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beast,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dough,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
categorically,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
studies,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
student,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
condiment,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cats,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
structures,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"--""",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unfrequently,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anna,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anyplace,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cause,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dream,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
conclusively,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
conclusions,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bay,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
concerns,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
battery,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
concepts,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bass,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
streets,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cent,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strategies,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2x,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
styles,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beats,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
conrad,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caps,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distribution,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beliefs,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
diversity,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beings,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
suffering,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
applications,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2921,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
dna,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doctrine,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
career,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
behind,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
documents,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beers,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whales,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
through,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dolls,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subsequently,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
consequences,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
unreasonably,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subjects,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whats,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beds,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wheel,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unnecessarily,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desires,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
themes,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dude,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
target,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dangerously,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
versions,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brown,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boy,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boxes,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
darkness,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
brush,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bowl,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brushes,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
targets,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
date,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
vision,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
velcro,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
budget,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
david,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
davis,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bugs,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tapestry,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bottom,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
visits,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tanks,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bottle,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
terms,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
antibiotics,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deaths,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bracelet,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vine,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
villains,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
brains,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
techniques,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
currencies,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ants,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curriculum,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bride,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cushions,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
custom,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
teas,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cultures,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
customer,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
viagra,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuts,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
teaching,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
d,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
brent,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brisbane,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
breasts,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dairy,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cry,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taylor,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
temper,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
crowd,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
taxis,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brands,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dance,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tank,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
talks,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blatantly,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
symbolism,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wall,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boards,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
court,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
coupons,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
blue,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cable,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syntax,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
thc,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
symptoms,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
demo,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blood,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
councillors,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
vocabulary,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cain,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
department,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
value,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
depression,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
california,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
derek,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1980s,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
descendants,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
vaccines,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thematically,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
description,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calls,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
textures,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
texture,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
walker,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
