adj,PosVers,Pos%ofPossible,PosTrivialVers,Pos%ofTrivial,VersDiffPos,PercDiffPos,NegVers,Neg%ofPossible,NegTrivialVers,Neg%ofTrivial,VersDiffNeg,PercDiffNeg,NegVersOdds,AllVers,PosVersRatioAll,NegVersRatioAll
provoking,25,0.5804504295333178,155,0.2745841378943825,130,-0.3058662916389353,1.0,0.023218017181332713,10.0,0.017715105670605327,9.0,-0.005502911510727387,0.04,25,1.0,0.04
civilised,25,0.5804504295333178,125,0.22143882088256658,100,-0.3590116086507512,1.0,0.023218017181332713,11.0,0.019486616237665857,10.0,-0.0037314009436668558,0.04,25,1.0,0.04
dreamlike,25,0.5804504295333178,144,0.2550975216567167,119,-0.32535290787660115,1.0,0.023218017181332713,11.0,0.019486616237665857,10.0,-0.0037314009436668558,0.04,25,1.0,0.04
freakish,25,0.5804504295333178,132,0.23383939485199032,107,-0.3466110346813275,1.0,0.023218017181332713,14.0,0.024801147938847457,13.0,0.001583130757514744,0.04,26,0.9615384615384616,0.038461538461538464
inefficient,151,3.50592059438124,444,0.7865506917748764,293,-2.7193699026063634,6.0,0.1393081030879963,28.0,0.049602295877694914,22.0,-0.08970580721030139,0.039735099337748346,155,0.9741935483870968,0.03870967741935484
stagnant,76,1.7645693057812863,262,0.46413576856985955,186,-1.3004335372114268,3.0,0.06965405154399815,29.0,0.05137380644475544,26.0,-0.018280245099242705,0.039473684210526314,78,0.9743589743589743,0.038461538461538464
unaffected,76,1.7645693057812863,246,0.43579159949689095,170,-1.3287777062843955,3.0,0.06965405154399815,19.0,0.03365870077415012,16.0,-0.03599535076984803,0.039473684210526314,77,0.987012987012987,0.03896103896103896
devious,51,1.1841188762479684,245,0.4340200889298305,194,-0.750098787318138,2.0,0.046436034362665427,17.0,0.03011567964002905,15.0,-0.016320354722636377,0.0392156862745098,54,0.9444444444444444,0.037037037037037035
renewable,51,1.1841188762479684,167,0.2958422646991089,116,-0.8882766115488595,2.0,0.046436034362665427,28.0,0.049602295877694914,26.0,0.003166261515029488,0.0392156862745098,53,0.9622641509433962,0.03773584905660377
alright,51,1.1841188762479684,176,0.3117858598026537,125,-0.8723330164453147,2.0,0.046436034362665427,22.0,0.038973232475331715,20.0,-0.0074628018873337115,0.0392156862745098,51,1.0,0.0392156862745098
unscientific,51,1.1841188762479684,181,0.32064341263795637,130,-0.863475463610012,2.0,0.046436034362665427,14.0,0.024801147938847457,12.0,-0.02163488642381797,0.0392156862745098,52,0.9807692307692307,0.038461538461538464
feisty,51,1.1841188762479684,200,0.3543021134121065,149,-0.8298167628358619,2.0,0.046436034362665427,11.0,0.019486616237665857,9.0,-0.02694941812499957,0.0392156862745098,51,1.0,0.0392156862745098
inhospitable,51,1.1841188762479684,210,0.37201721908271185,159,-0.8121016571652566,2.0,0.046436034362665427,12.0,0.02125812680472639,10.0,-0.025177907557939038,0.0392156862745098,51,1.0,0.0392156862745098
elitist,51,1.1841188762479684,229,0.4056759198568619,178,-0.7784429563911065,2.0,0.046436034362665427,25.0,0.04428776417651331,23.0,-0.0021482701861521153,0.0392156862745098,53,0.9622641509433962,0.03773584905660377
leery,51,1.1841188762479684,137,0.24269694768729294,86,-0.9414219285606755,2.0,0.046436034362665427,10.0,0.017715105670605327,8.0,-0.0287209286920601,0.0392156862745098,51,1.0,0.0392156862745098
vacant,102,2.368237752495937,345,0.6111711456358837,243,-1.7570666068600531,4.0,0.09287206872533085,28.0,0.049602295877694914,24.0,-0.04326977284763594,0.0392156862745098,105,0.9714285714285714,0.0380952380952381
unimpressed,77,1.7877873229626189,261,0.462364258002799,184,-1.32542306495982,3.0,0.06965405154399815,8.0,0.01417208453648426,5.0,-0.055481967007513885,0.03896103896103896,79,0.9746835443037974,0.0379746835443038
visceral,77,1.7877873229626189,346,0.6129426562029442,269,-1.1748446667596748,3.0,0.06965405154399815,22.0,0.038973232475331715,19.0,-0.03068081906866643,0.03896103896103896,78,0.9871794871794872,0.038461538461538464
invalid,77,1.7877873229626189,263,0.46590727913692004,186,-1.3218800438256988,3.0,0.06965405154399815,28.0,0.049602295877694914,25.0,-0.020051755666303232,0.03896103896103896,78,0.9871794871794872,0.038461538461538464
continuous,77,1.7877873229626189,270,0.47830785310634377,193,-1.309479469856275,3.0,0.06965405154399815,24.0,0.04251625360945278,21.0,-0.02713779793454537,0.03896103896103896,79,0.9746835443037974,0.0379746835443038
disadvantaged,77,1.7877873229626189,212,0.3755602402168329,135,-1.412227082745786,3.0,0.06965405154399815,28.0,0.049602295877694914,25.0,-0.020051755666303232,0.03896103896103896,78,0.9871794871794872,0.038461538461538464
bent,77,1.7877873229626189,403,0.7139187585253945,326,-1.0738685644372243,3.0,0.06965405154399815,34.0,0.0602313592800581,31.0,-0.009422692263940047,0.03896103896103896,79,0.9746835443037974,0.0379746835443038
unbalanced,103,2.3914557696772696,354,0.6271147407394285,251,-1.764341028937841,4.0,0.09287206872533085,25.0,0.04428776417651331,21.0,-0.04858430454881754,0.038834951456310676,104,0.9903846153846154,0.038461538461538464
lyrical,103,2.3914557696772696,447,0.791865223476058,344,-1.5995905462012114,4.0,0.09287206872533085,28.0,0.049602295877694914,24.0,-0.04326977284763594,0.038834951456310676,105,0.9809523809523809,0.0380952380952381
few,181,4.202461109821221,557,0.9867313858527167,376,-3.2157297239685043,7.0,0.162526120269329,23.0,0.04074474304239225,16.0,-0.12178137722693674,0.03867403314917127,182,0.9945054945054945,0.038461538461538464
illegitimate,52,1.2073368934293012,184,0.325957944339138,132,-0.8813789490901631,2.0,0.046436034362665427,22.0,0.038973232475331715,20.0,-0.0074628018873337115,0.038461538461538464,54,0.9629629629629629,0.037037037037037035
open-ended,52,1.2073368934293012,230,0.40744743042392245,178,-0.7998894630053788,2.0,0.046436034362665427,22.0,0.038973232475331715,20.0,-0.0074628018873337115,0.038461538461538464,54,0.9629629629629629,0.037037037037037035
various,78,1.8110053401439519,323,0.572197913160552,245,-1.2388074269833997,3.0,0.06965405154399815,25.0,0.04428776417651331,22.0,-0.025366287367484835,0.038461538461538464,79,0.9873417721518988,0.0379746835443038
schizophrenic,52,1.2073368934293012,228,0.4039044092898014,176,-0.8034324841394997,2.0,0.046436034362665427,20.0,0.03543021134121065,18.0,-0.011005823021454773,0.038461538461538464,52,1.0,0.038461538461538464
laconic,26,0.6036684467146506,165,0.2922992435649879,139,-0.3113692031496627,1.0,0.023218017181332713,5.0,0.008857552835302663,4.0,-0.01436046434603005,0.038461538461538464,26,1.0,0.038461538461538464
unjustifiable,26,0.6036684467146506,117,0.20726673634608228,91,-0.3964017103685683,1.0,0.023218017181332713,7.0,0.012400573969423729,6.0,-0.010817443211908985,0.038461538461538464,27,0.9629629629629629,0.037037037037037035
tribal,52,1.2073368934293012,206,0.3649311768144697,154,-0.8424057166148315,2.0,0.046436034362665427,19.0,0.03365870077415012,17.0,-0.012777333588515308,0.038461538461538464,52,1.0,0.038461538461538464
regional,78,1.8110053401439519,221,0.3915038353203777,143,-1.4195015048235742,3.0,0.06965405154399815,24.0,0.04251625360945278,21.0,-0.02713779793454537,0.038461538461538464,78,1.0,0.038461538461538464
burnt,26,0.6036684467146506,104,0.18423709897429538,78,-0.4194313477403552,1.0,0.023218017181332713,10.0,0.017715105670605327,9.0,-0.005502911510727387,0.038461538461538464,27,0.9629629629629629,0.037037037037037035
unrepresentative,26,0.6036684467146506,129,0.2285248631508087,103,-0.3751435835638419,1.0,0.023218017181332713,7.0,0.012400573969423729,6.0,-0.010817443211908985,0.038461538461538464,27,0.9629629629629629,0.037037037037037035
tipsy,26,0.6036684467146506,138,0.2444684582543535,112,-0.3591999884602971,1.0,0.023218017181332713,10.0,0.017715105670605327,9.0,-0.005502911510727387,0.038461538461538464,26,1.0,0.038461538461538464
medicinal,26,0.6036684467146506,139,0.24623996882141402,113,-0.35742847789323656,1.0,0.023218017181332713,17.0,0.03011567964002905,16.0,0.006897662458696337,0.038461538461538464,28,0.9285714285714286,0.03571428571428571
sizeable,26,0.6036684467146506,105,0.18600860954135592,79,-0.4176598371732947,1.0,0.023218017181332713,8.0,0.01417208453648426,7.0,-0.009045932644848454,0.038461538461538464,26,1.0,0.038461538461538464
polemical,26,0.6036684467146506,148,0.2621835639249588,122,-0.3414848827896918,1.0,0.023218017181332713,16.0,0.02834416907296852,15.0,0.005126151891635806,0.038461538461538464,27,0.9629629629629629,0.037037037037037035
meritorious,26,0.6036684467146506,100,0.17715105670605324,74,-0.42651739000859734,1.0,0.023218017181332713,17.0,0.03011567964002905,16.0,0.006897662458696337,0.038461538461538464,26,1.0,0.038461538461538464
destabilizing,26,0.6036684467146506,94,0.16652199330369005,68,-0.43714645341096053,1.0,0.023218017181332713,8.0,0.01417208453648426,7.0,-0.009045932644848454,0.038461538461538464,26,1.0,0.038461538461538464
grimy,26,0.6036684467146506,144,0.2550975216567167,118,-0.3485709250579339,1.0,0.023218017181332713,10.0,0.017715105670605327,9.0,-0.005502911510727387,0.038461538461538464,26,1.0,0.038461538461538464
totalitarian,26,0.6036684467146506,181,0.32064341263795637,155,-0.2830250340766942,1.0,0.023218017181332713,15.0,0.026572658505907988,14.0,0.003354641324575275,0.038461538461538464,27,0.9629629629629629,0.037037037037037035
virtuosic,26,0.6036684467146506,207,0.3667026873815302,181,-0.23696575933312036,1.0,0.023218017181332713,17.0,0.03011567964002905,16.0,0.006897662458696337,0.038461538461538464,27,0.9629629629629629,0.037037037037037035
unrelenting,26,0.6036684467146506,117,0.20726673634608228,91,-0.3964017103685683,1.0,0.023218017181332713,5.0,0.008857552835302663,4.0,-0.01436046434603005,0.038461538461538464,26,1.0,0.038461538461538464
lackadaisical,26,0.6036684467146506,132,0.23383939485199032,106,-0.36982905186266024,1.0,0.023218017181332713,5.0,0.008857552835302663,4.0,-0.01436046434603005,0.038461538461538464,26,1.0,0.038461538461538464
offshore,26,0.6036684467146506,96,0.1700650144378111,70,-0.4336034322768395,1.0,0.023218017181332713,6.0,0.010629063402363194,5.0,-0.012588953778969519,0.038461538461538464,26,1.0,0.038461538461538464
unreliable,130,3.018342233573253,403,0.7139187585253945,273,-2.3044234750478583,5.0,0.11609008590666356,30.0,0.053145317011815976,25.0,-0.06294476889484758,0.038461538461538464,132,0.9848484848484849,0.03787878787878788
mediocre,130,3.018342233573253,497,0.8804407518290847,367,-2.1379014817441684,5.0,0.11609008590666356,31.0,0.054916827578876504,26.0,-0.061173258327787056,0.038461538461538464,130,1.0,0.038461538461538464
illiquid,26,0.6036684467146506,85,0.15057839820014526,59,-0.4530900485145053,1.0,0.023218017181332713,4.0,0.00708604226824213,3.0,-0.016131974913090583,0.038461538461538464,28,0.9285714285714286,0.03571428571428571
non-toxic,26,0.6036684467146506,86,0.1523499087672058,60,-0.4513185379474448,1.0,0.023218017181332713,8.0,0.01417208453648426,7.0,-0.009045932644848454,0.038461538461538464,26,1.0,0.038461538461538464
vietnamese,26,0.6036684467146506,96,0.1700650144378111,70,-0.4336034322768395,1.0,0.023218017181332713,10.0,0.017715105670605327,9.0,-0.005502911510727387,0.038461538461538464,26,1.0,0.038461538461538464
pro-business,26,0.6036684467146506,143,0.25332601108965613,117,-0.35034243562499445,1.0,0.023218017181332713,6.0,0.010629063402363194,5.0,-0.012588953778969519,0.038461538461538464,27,0.9629629629629629,0.037037037037037035
western,105,2.437891804039935,365,0.6466013569770943,260,-1.7912904470628408,4.0,0.09287206872533085,46.0,0.0814894860847845,42.0,-0.011382582640546354,0.0380952380952381,106,0.9905660377358491,0.03773584905660377
cloudy,79,1.8342233573252844,288,0.5101950433134333,209,-1.324028314011851,3.0,0.06965405154399815,26.0,0.046059274743573846,23.0,-0.0235947768004243,0.0379746835443038,79,1.0,0.0379746835443038
informal,79,1.8342233573252844,297,0.5261386384169782,218,-1.3080847189083062,3.0,0.06965405154399815,17.0,0.03011567964002905,14.0,-0.0395383719039691,0.0379746835443038,80,0.9875,0.0375
industrial,79,1.8342233573252844,283,0.5013374904781307,204,-1.3328858668471537,3.0,0.06965405154399815,23.0,0.04074474304239225,20.0,-0.028909308501605897,0.0379746835443038,79,1.0,0.0379746835443038
filthy,79,1.8342233573252844,344,0.6093996350688232,265,-1.224823722256461,3.0,0.06965405154399815,30.0,0.053145317011815976,27.0,-0.01650873453218217,0.0379746835443038,80,0.9875,0.0375
unclear,132,3.0647782679359183,399,0.7068327162571525,267,-2.3579455516787657,5.0,0.11609008590666356,24.0,0.04251625360945278,19.0,-0.07357383229721079,0.03787878787878788,132,1.0,0.03787878787878788
little,291,6.75644299976782,1021,1.8087122889688036,730,-4.947730710799017,11.0,0.2553981889946598,31.0,0.054916827578876504,20.0,-0.20048136141578332,0.037800687285223365,293,0.9931740614334471,0.03754266211604096
primitive,106,2.4611098212212674,417,0.738719906464242,311,-1.7223899147570254,4.0,0.09287206872533085,30.0,0.053145317011815976,26.0,-0.03972675171351488,0.03773584905660377,107,0.9906542056074766,0.037383177570093455
darker,106,2.4611098212212674,373,0.6607734415135786,267,-1.8003363797076888,4.0,0.09287206872533085,17.0,0.03011567964002905,13.0,-0.0627563890853018,0.03773584905660377,106,1.0,0.03773584905660377
unflattering,53,1.2305549106106337,212,0.3755602402168329,159,-0.8549946703938008,2.0,0.046436034362665427,18.0,0.031887190207089584,16.0,-0.014548844155575842,0.03773584905660377,55,0.9636363636363636,0.03636363636363636
poignant,133,3.087996285117251,509,0.9016988786338112,376,-2.18629740648344,5.0,0.11609008590666356,27.0,0.04783078531063438,22.0,-0.06825930059602918,0.03759398496240601,135,0.9851851851851852,0.037037037037037035
unavailable,133,3.087996285117251,318,0.5633403603252494,185,-2.5246559247920017,5.0,0.11609008590666356,29.0,0.05137380644475544,24.0,-0.06471627946190811,0.03759398496240601,133,1.0,0.03759398496240601
prophetic,80,1.857441374506617,299,0.5296816595510992,219,-1.3277597149555178,3.0,0.06965405154399815,25.0,0.04428776417651331,22.0,-0.025366287367484835,0.0375,81,0.9876543209876543,0.037037037037037035
unstable,188,4.36498723009055,632,1.1195946783822566,444,-3.245392551708294,7.0,0.162526120269329,37.0,0.0655458909812397,30.0,-0.0969802292880893,0.03723404255319149,190,0.9894736842105263,0.03684210526315789
ebullient,27,0.6268864638959832,161,0.2852132012967457,134,-0.3416732625992375,1.0,0.023218017181332713,9.0,0.015943595103544792,8.0,-0.007274422077787921,0.037037037037037035,27,1.0,0.037037037037037035
subordinate,54,1.2537729277919665,214,0.37910326135095396,160,-0.8746696664410125,2.0,0.046436034362665427,17.0,0.03011567964002905,15.0,-0.016320354722636377,0.037037037037037035,55,0.9818181818181818,0.03636363636363636
entire,27,0.6268864638959832,131,0.23206788428492978,104,-0.3948185796110535,1.0,0.023218017181332713,9.0,0.015943595103544792,8.0,-0.007274422077787921,0.037037037037037035,27,1.0,0.037037037037037035
tantamount,27,0.6268864638959832,88,0.15589292990132686,61,-0.4709935339946564,1.0,0.023218017181332713,15.0,0.026572658505907988,14.0,0.003354641324575275,0.037037037037037035,30,0.9,0.03333333333333333
rousing,27,0.6268864638959832,165,0.2922992435649879,138,-0.33458722033099536,1.0,0.023218017181332713,13.0,0.023029637371786923,12.0,-0.00018837980954579045,0.037037037037037035,28,0.9642857142857143,0.03571428571428571
shadowy,27,0.6268864638959832,120,0.2125812680472639,93,-0.41430519584871933,1.0,0.023218017181332713,8.0,0.01417208453648426,7.0,-0.009045932644848454,0.037037037037037035,27,1.0,0.037037037037037035
wavy,27,0.6268864638959832,132,0.23383939485199032,105,-0.3930470690439929,1.0,0.023218017181332713,10.0,0.017715105670605327,9.0,-0.005502911510727387,0.037037037037037035,27,1.0,0.037037037037037035
mercenary,27,0.6268864638959832,110,0.19486616237665857,83,-0.4320203015193247,1.0,0.023218017181332713,19.0,0.03365870077415012,18.0,0.010440683592817405,0.037037037037037035,27,1.0,0.037037037037037035
unanswered,27,0.6268864638959832,170,0.3011567964002905,143,-0.3257296674956927,1.0,0.023218017181332713,7.0,0.012400573969423729,6.0,-0.010817443211908985,0.037037037037037035,29,0.9310344827586207,0.034482758620689655
transgressive,27,0.6268864638959832,181,0.32064341263795637,154,-0.30624305125802687,1.0,0.023218017181332713,15.0,0.026572658505907988,14.0,0.003354641324575275,0.037037037037037035,27,1.0,0.037037037037037035
unsanitary,27,0.6268864638959832,115,0.20372371521196123,88,-0.42316274868402204,1.0,0.023218017181332713,8.0,0.01417208453648426,7.0,-0.009045932644848454,0.037037037037037035,28,0.9642857142857143,0.03571428571428571
downtrodden,27,0.6268864638959832,150,0.2657265850590799,123,-0.3611598788369033,1.0,0.023218017181332713,16.0,0.02834416907296852,15.0,0.005126151891635806,0.037037037037037035,28,0.9642857142857143,0.03571428571428571
jobless,27,0.6268864638959832,110,0.19486616237665857,83,-0.4320203015193247,1.0,0.023218017181332713,8.0,0.01417208453648426,7.0,-0.009045932644848454,0.037037037037037035,28,0.9642857142857143,0.03571428571428571
overblown,81,1.88065939168795,271,0.4800793636734043,190,-1.4005800280145455,3.0,0.06965405154399815,20.0,0.03543021134121065,17.0,-0.034223840202787494,0.037037037037037035,82,0.9878048780487805,0.036585365853658534
wider,81,1.88065939168795,286,0.5066520221793123,205,-1.3740073695086377,3.0,0.06965405154399815,14.0,0.024801147938847457,11.0,-0.04485290360515069,0.037037037037037035,81,1.0,0.037037037037037035
obstinate,27,0.6268864638959832,168,0.29761377526616944,141,-0.3292726886298138,1.0,0.023218017181332713,10.0,0.017715105670605327,9.0,-0.005502911510727387,0.037037037037037035,27,1.0,0.037037037037037035
saddening,27,0.6268864638959832,100,0.17715105670605324,73,-0.44973540718993,1.0,0.023218017181332713,5.0,0.008857552835302663,4.0,-0.01436046434603005,0.037037037037037035,29,0.9310344827586207,0.034482758620689655
pained,27,0.6268864638959832,93,0.1647504827366295,66,-0.4621359811593537,1.0,0.023218017181332713,3.0,0.005314531701181597,2.0,-0.017903485480151117,0.037037037037037035,27,1.0,0.037037037037037035
appalled,27,0.6268864638959832,92,0.162978972169569,65,-0.4639074917264142,1.0,0.023218017181332713,12.0,0.02125812680472639,11.0,-0.001959890376606325,0.037037037037037035,28,0.9642857142857143,0.03571428571428571
payable,27,0.6268864638959832,117,0.20726673634608228,90,-0.41961972754990096,1.0,0.023218017181332713,20.0,0.03543021134121065,19.0,0.01221219415987794,0.037037037037037035,30,0.9,0.03333333333333333
analog,27,0.6268864638959832,140,0.24801147938847456,113,-0.37887498450750867,1.0,0.023218017181332713,7.0,0.012400573969423729,6.0,-0.010817443211908985,0.037037037037037035,29,0.9310344827586207,0.034482758620689655
figurative,27,0.6268864638959832,145,0.2568690322237772,118,-0.370017431672206,1.0,0.023218017181332713,15.0,0.026572658505907988,14.0,0.003354641324575275,0.037037037037037035,32,0.84375,0.03125
incumbent,27,0.6268864638959832,120,0.2125812680472639,93,-0.41430519584871933,1.0,0.023218017181332713,13.0,0.023029637371786923,12.0,-0.00018837980954579045,0.037037037037037035,28,0.9642857142857143,0.03571428571428571
demographic,27,0.6268864638959832,112,0.19840918351077966,85,-0.4284772803852036,1.0,0.023218017181332713,11.0,0.019486616237665857,10.0,-0.0037314009436668558,0.037037037037037035,28,0.9642857142857143,0.03571428571428571
litigious,27,0.6268864638959832,128,0.22675335258374815,101,-0.40013311131223506,1.0,0.023218017181332713,11.0,0.019486616237665857,10.0,-0.0037314009436668558,0.037037037037037035,28,0.9642857142857143,0.03571428571428571
nihilistic,27,0.6268864638959832,229,0.4056759198568619,202,-0.22121054403912133,1.0,0.023218017181332713,18.0,0.031887190207089584,17.0,0.008669173025756871,0.037037037037037035,28,0.9642857142857143,0.03571428571428571
impregnable,27,0.6268864638959832,102,0.18069407784017433,75,-0.4461923860558089,1.0,0.023218017181332713,10.0,0.017715105670605327,9.0,-0.005502911510727387,0.037037037037037035,27,1.0,0.037037037037037035
atheist,27,0.6268864638959832,144,0.2550975216567167,117,-0.37178894223926656,1.0,0.023218017181332713,21.0,0.03720172190827118,20.0,0.013983704726938467,0.037037037037037035,30,0.9,0.03333333333333333
marginal,81,1.88065939168795,259,0.45882123686867793,178,-1.421838154819272,3.0,0.06965405154399815,22.0,0.038973232475331715,19.0,-0.03068081906866643,0.037037037037037035,81,1.0,0.037037037037037035
many,407,9.449732992802415,1760,3.117858598026537,1353,-6.331874394775879,15.0,0.3482702577199907,64.0,0.11337667629187408,49.0,-0.23489358142811662,0.036855036855036855,409,0.9951100244498777,0.03667481662591687
unfit,109,2.5307638727652657,335,0.5934560399652784,226,-1.9373078327999873,4.0,0.09287206872533085,29.0,0.05137380644475544,25.0,-0.04149826228057541,0.03669724770642202,112,0.9732142857142857,0.03571428571428571
secondary,82,1.9038774088692825,240,0.4251625360945278,158,-1.4787148727747548,3.0,0.06965405154399815,19.0,0.03365870077415012,16.0,-0.03599535076984803,0.036585365853658534,82,1.0,0.036585365853658534
extra,82,1.9038774088692825,295,0.5225956172828571,213,-1.3812817915864253,3.0,0.06965405154399815,25.0,0.04428776417651331,22.0,-0.025366287367484835,0.036585365853658534,84,0.9761904761904762,0.03571428571428571
disabled,55,1.2769909449732992,171,0.30292830696735107,116,-0.9740626380059482,2.0,0.046436034362665427,29.0,0.05137380644475544,27.0,0.004937772082090015,0.03636363636363636,56,0.9821428571428571,0.03571428571428571
tighter,55,1.2769909449732992,194,0.3436730500097433,139,-0.9333178949635559,2.0,0.046436034362665427,12.0,0.02125812680472639,10.0,-0.025177907557939038,0.03636363636363636,55,1.0,0.03636363636363636
evasive,55,1.2769909449732992,271,0.4800793636734043,216,-0.7969115812998949,2.0,0.046436034362665427,19.0,0.03365870077415012,17.0,-0.012777333588515308,0.03636363636363636,55,1.0,0.03636363636363636
incomprehensible,83,1.9270954260506152,295,0.5225956172828571,212,-1.404499808767758,3.0,0.06965405154399815,31.0,0.054916827578876504,28.0,-0.014737223965121643,0.03614457831325301,84,0.9880952380952381,0.03571428571428571
double,83,1.9270954260506152,324,0.5739694237276125,241,-1.3531260023230027,3.0,0.06965405154399815,26.0,0.046059274743573846,23.0,-0.0235947768004243,0.03614457831325301,86,0.9651162790697675,0.03488372093023256
deeper,111,2.5771999071279312,399,0.7068327162571525,288,-1.8703671908707786,4.0,0.09287206872533085,13.0,0.023029637371786923,9.0,-0.06984243135354393,0.036036036036036036,112,0.9910714285714286,0.03571428571428571
sensual,111,2.5771999071279312,544,0.9637017484809296,433,-1.6134981586470016,4.0,0.09287206872533085,26.0,0.046059274743573846,22.0,-0.04681279398175701,0.036036036036036036,114,0.9736842105263158,0.03508771929824561
melodic,111,2.5771999071279312,522,0.924728516005598,411,-1.6524713911223332,4.0,0.09287206872533085,27.0,0.04783078531063438,23.0,-0.04504128341469647,0.036036036036036036,113,0.9823008849557522,0.035398230088495575
inequitable,28,0.650104481077316,124,0.21966731031550601,96,-0.43043717076181,1.0,0.023218017181332713,9.0,0.015943595103544792,8.0,-0.007274422077787921,0.03571428571428571,30,0.9333333333333333,0.03333333333333333
targeted,28,0.650104481077316,112,0.19840918351077966,84,-0.45169529756653637,1.0,0.023218017181332713,10.0,0.017715105670605327,9.0,-0.005502911510727387,0.03571428571428571,30,0.9333333333333333,0.03333333333333333
fallible,28,0.650104481077316,154,0.272812627327322,126,-0.377291853749994,1.0,0.023218017181332713,7.0,0.012400573969423729,6.0,-0.010817443211908985,0.03571428571428571,30,0.9333333333333333,0.03333333333333333
peppy,28,0.650104481077316,145,0.2568690322237772,117,-0.3932354488535388,1.0,0.023218017181332713,9.0,0.015943595103544792,8.0,-0.007274422077787921,0.03571428571428571,28,1.0,0.03571428571428571
ineffectual,56,1.300208962154632,238,0.4216195149604068,182,-0.8785894471942253,2.0,0.046436034362665427,12.0,0.02125812680472639,10.0,-0.025177907557939038,0.03571428571428571,59,0.9491525423728814,0.03389830508474576
entrancing,28,0.650104481077316,135,0.23915392655317189,107,-0.4109505545241441,1.0,0.023218017181332713,7.0,0.012400573969423729,6.0,-0.010817443211908985,0.03571428571428571,28,1.0,0.03571428571428571
uncharacteristic,28,0.650104481077316,118,0.20903824691314282,90,-0.4410662341641732,1.0,0.023218017181332713,13.0,0.023029637371786923,12.0,-0.00018837980954579045,0.03571428571428571,28,1.0,0.03571428571428571
flattered,56,1.300208962154632,162,0.28698471186380625,106,-1.0132242502908257,2.0,0.046436034362665427,22.0,0.038973232475331715,20.0,-0.0074628018873337115,0.03571428571428571,59,0.9491525423728814,0.03389830508474576
mortified,28,0.650104481077316,105,0.18600860954135592,77,-0.4640958715359601,1.0,0.023218017181332713,5.0,0.008857552835302663,4.0,-0.01436046434603005,0.03571428571428571,28,1.0,0.03571428571428571
campy,56,1.300208962154632,261,0.462364258002799,205,-0.837844704151833,2.0,0.046436034362665427,18.0,0.031887190207089584,16.0,-0.014548844155575842,0.03571428571428571,57,0.9824561403508771,0.03508771929824561
defective,84,1.950313443231948,300,0.5314531701181598,216,-1.418860273113788,3.0,0.06965405154399815,42.0,0.07440344381654236,39.0,0.0047493922725442145,0.03571428571428571,89,0.9438202247191011,0.033707865168539325
blank,84,1.950313443231948,349,0.6182571879041259,265,-1.3320562553278221,3.0,0.06965405154399815,22.0,0.038973232475331715,19.0,-0.03068081906866643,0.03571428571428571,84,1.0,0.03571428571428571
metaphysical,28,0.650104481077316,171,0.30292830696735107,143,-0.34717617410996493,1.0,0.023218017181332713,22.0,0.038973232475331715,21.0,0.015755215293999,0.03571428571428571,30,0.9333333333333333,0.03333333333333333
petrified,28,0.650104481077316,103,0.18246558840723484,75,-0.4676388926700812,1.0,0.023218017181332713,8.0,0.01417208453648426,7.0,-0.009045932644848454,0.03571428571428571,28,1.0,0.03571428571428571
sullen,28,0.650104481077316,157,0.2781271590285036,129,-0.3719773220488124,1.0,0.023218017181332713,10.0,0.017715105670605327,9.0,-0.005502911510727387,0.03571428571428571,28,1.0,0.03571428571428571
unloved,28,0.650104481077316,113,0.2001806940778402,85,-0.44992378699947577,1.0,0.023218017181332713,8.0,0.01417208453648426,7.0,-0.009045932644848454,0.03571428571428571,29,0.9655172413793104,0.034482758620689655
cringeworthy,28,0.650104481077316,110,0.19486616237665857,82,-0.45523831870065745,1.0,0.023218017181332713,9.0,0.015943595103544792,8.0,-0.007274422077787921,0.03571428571428571,29,0.9655172413793104,0.034482758620689655
kinetic,28,0.650104481077316,212,0.3755602402168329,184,-0.2745442408604831,1.0,0.023218017181332713,12.0,0.02125812680472639,11.0,-0.001959890376606325,0.03571428571428571,30,0.9333333333333333,0.03333333333333333
banal,85,1.9735314604132808,394,0.6979751634218498,309,-1.275556296991431,3.0,0.06965405154399815,27.0,0.04783078531063438,24.0,-0.021823266233363767,0.03529411764705882,85,1.0,0.03529411764705882
unconscious,114,2.6468539586719295,328,0.5810554659958547,214,-2.065798492676075,4.0,0.09287206872533085,39.0,0.06908891211536076,35.0,-0.023783156609970088,0.03508771929824561,115,0.991304347826087,0.034782608695652174
agitated,57,1.3234269793359648,199,0.35253060284504595,142,-0.9708963764909189,2.0,0.046436034362665427,15.0,0.026572658505907988,13.0,-0.01986337585675744,0.03508771929824561,59,0.9661016949152542,0.03389830508474576
humbled,57,1.3234269793359648,149,0.2639550744920193,92,-1.0594719048439454,2.0,0.046436034362665427,13.0,0.023029637371786923,11.0,-0.023406396990878504,0.03508771929824561,58,0.9827586206896551,0.034482758620689655
timid,86,1.9967494775946133,298,0.5279101489840387,212,-1.4688393286105748,3.0,0.06965405154399815,37.0,0.0655458909812397,34.0,-0.0041081605627584505,0.03488372093023256,90,0.9555555555555556,0.03333333333333333
defiant,86,1.9967494775946133,433,0.7670640755372106,347,-1.2296854020574028,3.0,0.06965405154399815,33.0,0.05845984871299758,30.0,-0.011194202831000567,0.03488372093023256,90,0.9555555555555556,0.03333333333333333
