sentences, pos, scale_type
It was bent. It was not entirely straight., adj, abs
It was not entirely straight. It was not entirely bent., adj, abs
It was not entirely straight. It was not bent., adj, abs
It was not straight. It was sort of bent., adj, abs
It was sort of bent. It was not straight., adj, abs
It was not straight. It was entirely bent., adj, abs
It was entirely bent. It was not straight., adj, abs
It was not straight. It was bent., adj, abs
It was bent. It was not straight., adj, abs
It was not straight. It was not entirely bent., adj, abs
It was not straight. It was not bent., adj, abs
It was not entirely straight. It was sort of straight., adj, abs
It was sort of straight. It was not entirely straight., adj, abs
It was sort of straight. It was not entirely straight but it was not bent either., adj, abs
It was sort of straight. It was not bent but it was not entirely straight either., adj, abs
It was not entirely straight but it was not bent either. It was sort of straight., adj, abs
It was not bent but it was not entirely straight either. It was sort of straight., adj, abs
It was not entirely bent. It was sort of straight., adj, abs
It was sort of straight. It was not entirely bent., adj, abs
It was not entirely bent. It was entirely straight., adj, abs
It was entirely straight. It was not entirely bent., adj, abs
It was not entirely bent. It was straight., adj, abs
It was straight. It was not entirely bent., adj, abs
It was not entirely bent. It was not entirely straight., adj, abs
It was not entirely bent. It was not straight., adj, abs
It was not bent. It was sort of straight., adj, abs
It was sort of straight. It was not bent., adj, abs
It was not bent. It was entirely straight., adj, abs
It was entirely straight. It was not bent., adj, abs
It was not bent. It was straight., adj, abs
It was straight. It was not bent., adj, abs
It was not bent. It was not entirely straight., adj, abs
It was not bent. It was not straight., adj, abs
It was not entirely bent. It was sort of bent., adj, abs
It was sort of bent. It was not entirely bent., adj, abs
It was sort of bent. It was not entirely bent but it was not straight either., adj, abs
It was sort of bent. It was not straight but it was not entirely bent either., adj, abs
It was not entirely bent but it was not straight either. It was sort of bent., adj, abs
It was not straight but it was not entirely bent either. It was sort of bent., adj, abs
It was not entirely pure. It was sort of diluted., adj, abs
It was sort of diluted. It was not entirely pure., adj, abs
It was not entirely pure. It was entirely diluted., adj, abs
It was entirely diluted. It was not entirely pure., adj, abs
It was not entirely pure. It was diluted., adj, abs
It was diluted. It was not entirely pure., adj, abs
It was not entirely pure. It was not entirely diluted., adj, abs
It was not entirely pure. It was not diluted., adj, abs
It was not pure. It was sort of diluted., adj, abs
It was sort of diluted. It was not pure., adj, abs
It was not pure. It was entirely diluted., adj, abs
It was entirely diluted. It was not pure., adj, abs
It was not pure. It was diluted., adj, abs
It was diluted. It was not pure., adj, abs
It was not pure. It was not entirely diluted., adj, abs
It was not pure. It was not diluted., adj, abs
It was not entirely pure. It was sort of pure., adj, abs
It was sort of pure. It was not entirely pure., adj, abs
It was sort of pure. It was not entirely pure but it was not diluted either., adj, abs
It was sort of pure. It was not diluted but it was not entirely pure either., adj, abs
It was not entirely pure but it was not diluted either. It was sort of pure., adj, abs
It was not diluted but it was not entirely pure either. It was sort of pure., adj, abs
It was not entirely diluted. It was sort of pure., adj, abs
It was sort of pure. It was not entirely diluted., adj, abs
It was not entirely diluted. It was entirely pure., adj, abs
It was entirely pure. It was not entirely diluted., adj, abs
It was not entirely diluted. It was pure., adj, abs
It was pure. It was not entirely diluted., adj, abs
It was not entirely diluted. It was not entirely pure., adj, abs
It was not entirely diluted. It was not pure., adj, abs
It was not diluted. It was sort of pure., adj, abs
It was sort of pure. It was not diluted., adj, abs
It was not diluted. It was entirely pure., adj, abs
It was entirely pure. It was not diluted., adj, abs
It was not diluted. It was pure., adj, abs
It was pure. It was not diluted., adj, abs
It was not diluted. It was not entirely pure., adj, abs
It was not diluted. It was not pure., adj, abs
It was not entirely diluted. It was sort of diluted., adj, abs
It was sort of diluted. It was not entirely diluted., adj, abs
It was sort of diluted. It was not entirely diluted but it was not pure either., adj, abs
It was sort of diluted. It was not pure but it was not entirely diluted either., adj, abs
It was not entirely diluted but it was not pure either. It was sort of diluted., adj, abs
It was not pure but it was not entirely diluted either. It was sort of diluted., adj, abs
It was not entirely honest. It was sort of deceitful., adj, abs
It was sort of deceitful. It was not entirely honest., adj, abs
It was not entirely honest. It was entirely deceitful., adj, abs
It was entirely deceitful. It was not entirely honest., adj, abs
It was not entirely honest. It was deceitful., adj, abs
It was deceitful. It was not entirely honest., adj, abs
It was not entirely honest. It was not entirely deceitful., adj, abs
It was not entirely honest. It was not deceitful., adj, abs
It was not honest. It was sort of deceitful., adj, abs
It was sort of deceitful. It was not honest., adj, abs
It was not honest. It was entirely deceitful., adj, abs
It was entirely deceitful. It was not honest., adj, abs
It was not honest. It was deceitful., adj, abs
It was deceitful. It was not honest., adj, abs
It was not honest. It was not entirely deceitful., adj, abs
It was not honest. It was not deceitful., adj, abs
It was not entirely honest. It was sort of honest., adj, abs
It was sort of honest. It was not entirely honest., adj, abs
It was sort of honest. It was not entirely honest but it was not deceitful either., adj, abs
It was sort of honest. It was not deceitful but it was not entirely honest either., adj, abs
It was not entirely honest but it was not deceitful either. It was sort of honest., adj, abs
It was not deceitful but it was not entirely honest either. It was sort of honest., adj, abs
It was not entirely deceitful. It was sort of honest., adj, abs
It was sort of honest. It was not entirely deceitful., adj, abs
It was not entirely deceitful. It was entirely honest., adj, abs
It was entirely honest. It was not entirely deceitful., adj, abs
It was not entirely deceitful. It was honest., adj, abs
It was honest. It was not entirely deceitful., adj, abs
It was not entirely deceitful. It was not entirely honest., adj, abs
It was not entirely deceitful. It was not honest., adj, abs
It was not deceitful. It was sort of honest., adj, abs
It was sort of honest. It was not deceitful., adj, abs
It was not deceitful. It was entirely honest., adj, abs
It was entirely honest. It was not deceitful., adj, abs
It was not deceitful. It was honest., adj, abs
It was honest. It was not deceitful., adj, abs
It was not deceitful. It was not entirely honest., adj, abs
It was not deceitful. It was not honest., adj, abs
It was not entirely deceitful. It was sort of deceitful., adj, abs
It was sort of deceitful. It was not entirely deceitful., adj, abs
It was sort of deceitful. It was not entirely deceitful but it was not honest either., adj, abs
It was sort of deceitful. It was not honest but it was not entirely deceitful either., adj, abs
It was not entirely deceitful but it was not honest either. It was sort of deceitful., adj, abs
It was not honest but it was not entirely deceitful either. It was sort of deceitful., adj, abs
It was not entirely smooth. It was sort of bumpy., adj, abs
It was sort of bumpy. It was not entirely smooth., adj, abs
It was not entirely smooth. It was entirely bumpy., adj, abs
It was entirely bumpy. It was not entirely smooth., adj, abs
It was not entirely smooth. It was bumpy., adj, abs
It was bumpy. It was not entirely smooth., adj, abs
It was not entirely smooth. It was not entirely bumpy., adj, abs
It was not entirely smooth. It was not bumpy., adj, abs
It was not smooth. It was sort of bumpy., adj, abs
It was sort of bumpy. It was not smooth., adj, abs
It was not smooth. It was entirely bumpy., adj, abs
It was entirely bumpy. It was not smooth., adj, abs
It was not smooth. It was bumpy., adj, abs
It was bumpy. It was not smooth., adj, abs
It was not smooth. It was not entirely bumpy., adj, abs
It was not smooth. It was not bumpy., adj, abs
It was not entirely smooth. It was sort of smooth., adj, abs
It was sort of smooth. It was not entirely smooth., adj, abs
It was sort of smooth. It was not entirely smooth but it was not bumpy either., adj, abs
It was sort of smooth. It was not bumpy but it was not entirely smooth either., adj, abs
It was not entirely smooth but it was not bumpy either. It was sort of smooth., adj, abs
It was not bumpy but it was not entirely smooth either. It was sort of smooth., adj, abs
It was not entirely bumpy. It was sort of smooth., adj, abs
It was sort of smooth. It was not entirely bumpy., adj, abs
It was not entirely bumpy. It was entirely smooth., adj, abs
It was entirely smooth. It was not entirely bumpy., adj, abs
It was not entirely bumpy. It was smooth., adj, abs
It was smooth. It was not entirely bumpy., adj, abs
It was not entirely bumpy. It was not entirely smooth., adj, abs
It was not entirely bumpy. It was not smooth., adj, abs
It was not bumpy. It was sort of smooth., adj, abs
It was sort of smooth. It was not bumpy., adj, abs
It was not bumpy. It was entirely smooth., adj, abs
It was entirely smooth. It was not bumpy., adj, abs
It was not bumpy. It was smooth., adj, abs
It was smooth. It was not bumpy., adj, abs
It was not bumpy. It was not entirely smooth., adj, abs
It was not bumpy. It was not smooth., adj, abs
It was not entirely bumpy. It was sort of bumpy., adj, abs
It was sort of bumpy. It was not entirely bumpy., adj, abs
It was sort of bumpy. It was not entirely bumpy but it was not smooth either., adj, abs
It was sort of bumpy. It was not smooth but it was not entirely bumpy either., adj, abs
It was not entirely bumpy but it was not smooth either. It was sort of bumpy., adj, abs
It was not smooth but it was not entirely bumpy either. It was sort of bumpy., adj, abs
It was not entirely clean. It was sort of dirty., adj, abs
It was sort of dirty. It was not entirely clean., adj, abs
It was not entirely clean. It was entirely dirty., adj, abs
It was entirely dirty. It was not entirely clean., adj, abs
It was not entirely clean. It was dirty., adj, abs
It was dirty. It was not entirely clean., adj, abs
It was not entirely clean. It was not entirely dirty., adj, abs
It was not entirely clean. It was not dirty., adj, abs
It was not clean. It was sort of dirty., adj, abs
It was sort of dirty. It was not clean., adj, abs
It was not clean. It was entirely dirty., adj, abs
It was entirely dirty. It was not clean., adj, abs
It was not clean. It was dirty., adj, abs
It was dirty. It was not clean., adj, abs
It was not clean. It was not entirely dirty., adj, abs
It was not clean. It was not dirty., adj, abs
It was not entirely clean. It was sort of clean., adj, abs
It was sort of clean. It was not entirely clean., adj, abs
It was sort of clean. It was not entirely clean but it was not dirty either., adj, abs
It was sort of clean. It was not dirty but it was not entirely clean either., adj, abs
It was not entirely clean but it was not dirty either. It was sort of clean., adj, abs
It was not dirty but it was not entirely clean either. It was sort of clean., adj, abs
It was not entirely dirty. It was sort of clean., adj, abs
It was sort of clean. It was not entirely dirty., adj, abs
It was not entirely dirty. It was entirely clean., adj, abs
It was entirely clean. It was not entirely dirty., adj, abs
It was not entirely dirty. It was clean., adj, abs
It was clean. It was not entirely dirty., adj, abs
It was not entirely dirty. It was not entirely clean., adj, abs
It was not entirely dirty. It was not clean., adj, abs
It was not dirty. It was sort of clean., adj, abs
It was sort of clean. It was not dirty., adj, abs
It was not dirty. It was entirely clean., adj, abs
It was entirely clean. It was not dirty., adj, abs
It was not dirty. It was clean., adj, abs
It was clean. It was not dirty., adj, abs
It was not dirty. It was not entirely clean., adj, abs
It was not dirty. It was not clean., adj, abs
It was not entirely dirty. It was sort of dirty., adj, abs
It was sort of dirty. It was not entirely dirty., adj, abs
It was sort of dirty. It was not entirely dirty but it was not clean either., adj, abs
It was sort of dirty. It was not clean but it was not entirely dirty either., adj, abs
It was not entirely dirty but it was not clean either. It was sort of dirty., adj, abs
It was not clean but it was not entirely dirty either. It was sort of dirty., adj, abs
It was not entirely certain. It was sort of uncertain., adj, abs
It was sort of uncertain. It was not entirely certain., adj, abs
It was not entirely certain. It was entirely uncertain., adj, abs
It was entirely uncertain. It was not entirely certain., adj, abs
It was not entirely certain. It was uncertain., adj, abs
It was uncertain. It was not entirely certain., adj, abs
It was not entirely certain. It was not entirely uncertain., adj, abs
It was not entirely certain. It was not uncertain., adj, abs
It was not certain. It was sort of uncertain., adj, abs
It was sort of uncertain. It was not certain., adj, abs
It was not certain. It was entirely uncertain., adj, abs
It was entirely uncertain. It was not certain., adj, abs
It was not certain. It was uncertain., adj, abs
It was uncertain. It was not certain., adj, abs
It was not certain. It was not entirely uncertain., adj, abs
It was not certain. It was not uncertain., adj, abs
It was not entirely certain. It was sort of certain., adj, abs
It was sort of certain. It was not entirely certain., adj, abs
It was sort of certain. It was not entirely certain but it was not uncertain either., adj, abs
It was sort of certain. It was not uncertain but it was not entirely certain either., adj, abs
It was not entirely certain but it was not uncertain either. It was sort of certain., adj, abs
It was not uncertain but it was not entirely certain either. It was sort of certain., adj, abs
It was not entirely uncertain. It was sort of certain., adj, abs
It was sort of certain. It was not entirely uncertain., adj, abs
It was not entirely uncertain. It was entirely certain., adj, abs
It was entirely certain. It was not entirely uncertain., adj, abs
It was not entirely uncertain. It was certain., adj, abs
It was certain. It was not entirely uncertain., adj, abs
It was not entirely uncertain. It was not entirely certain., adj, abs
It was not entirely uncertain. It was not certain., adj, abs
It was not uncertain. It was sort of certain., adj, abs
It was sort of certain. It was not uncertain., adj, abs
It was not uncertain. It was entirely certain., adj, abs
It was entirely certain. It was not uncertain., adj, abs
It was not uncertain. It was certain., adj, abs
It was certain. It was not uncertain., adj, abs
It was not uncertain. It was not entirely certain., adj, abs
It was not uncertain. It was not certain., adj, abs
It was not entirely uncertain. It was sort of uncertain., adj, abs
It was sort of uncertain. It was not entirely uncertain., adj, abs
It was sort of uncertain. It was not entirely uncertain but it was not certain either., adj, abs
It was sort of uncertain. It was not certain but it was not entirely uncertain either., adj, abs
It was not entirely uncertain but it was not certain either. It was sort of uncertain., adj, abs
It was not certain but it was not entirely uncertain either. It was sort of uncertain., adj, abs
It was not entirely safe. It was sort of dangerous., adj, abs
It was sort of dangerous. It was not entirely safe., adj, abs
It was not entirely safe. It was entirely dangerous., adj, abs
It was entirely dangerous. It was not entirely safe., adj, abs
It was not entirely safe. It was dangerous., adj, abs
It was dangerous. It was not entirely safe., adj, abs
It was not entirely safe. It was not entirely dangerous., adj, abs
It was not entirely safe. It was not dangerous., adj, abs
It was not safe. It was sort of dangerous., adj, abs
It was sort of dangerous. It was not safe., adj, abs
It was not safe. It was entirely dangerous., adj, abs
It was entirely dangerous. It was not safe., adj, abs
It was not safe. It was dangerous., adj, abs
It was dangerous. It was not safe., adj, abs
It was not safe. It was not entirely dangerous., adj, abs
It was not safe. It was not dangerous., adj, abs
It was not entirely safe. It was sort of safe., adj, abs
It was sort of safe. It was not entirely safe., adj, abs
It was sort of safe. It was not entirely safe but it was not dangerous either., adj, abs
It was sort of safe. It was not dangerous but it was not entirely safe either., adj, abs
It was not entirely safe but it was not dangerous either. It was sort of safe., adj, abs
It was not dangerous but it was not entirely safe either. It was sort of safe., adj, abs
It was not entirely dangerous. It was sort of safe., adj, abs
It was sort of safe. It was not entirely dangerous., adj, abs
It was not entirely dangerous. It was entirely safe., adj, abs
It was entirely safe. It was not entirely dangerous., adj, abs
It was not entirely dangerous. It was safe., adj, abs
It was safe. It was not entirely dangerous., adj, abs
It was not entirely dangerous. It was not entirely safe., adj, abs
It was not entirely dangerous. It was not safe., adj, abs
It was not dangerous. It was sort of safe., adj, abs
It was sort of safe. It was not dangerous., adj, abs
It was not dangerous. It was entirely safe., adj, abs
It was entirely safe. It was not dangerous., adj, abs
It was not dangerous. It was safe., adj, abs
It was safe. It was not dangerous., adj, abs
It was not dangerous. It was not entirely safe., adj, abs
It was not dangerous. It was not safe., adj, abs
It was not entirely dangerous. It was sort of dangerous., adj, abs
It was sort of dangerous. It was not entirely dangerous., adj, abs
It was sort of dangerous. It was not entirely dangerous but it was not safe either., adj, abs
It was sort of dangerous. It was not safe but it was not entirely dangerous either., adj, abs
It was not entirely dangerous but it was not safe either. It was sort of dangerous., adj, abs
It was not safe but it was not entirely dangerous either. It was sort of dangerous., adj, abs
It was not entirely accurate. It was sort of inaccurate., adj, abs
It was sort of inaccurate. It was not entirely accurate., adj, abs
It was not entirely accurate. It was entirely inaccurate., adj, abs
It was entirely inaccurate. It was not entirely accurate., adj, abs
It was not entirely accurate. It was inaccurate., adj, abs
It was inaccurate. It was not entirely accurate., adj, abs
It was not entirely accurate. It was not entirely inaccurate., adj, abs
It was not entirely accurate. It was not inaccurate., adj, abs
It was not accurate. It was sort of inaccurate., adj, abs
It was sort of inaccurate. It was not accurate., adj, abs
It was not accurate. It was entirely inaccurate., adj, abs
It was entirely inaccurate. It was not accurate., adj, abs
It was not accurate. It was inaccurate., adj, abs
It was inaccurate. It was not accurate., adj, abs
It was not accurate. It was not entirely inaccurate., adj, abs
It was not accurate. It was not inaccurate., adj, abs
It was not entirely accurate. It was sort of accurate., adj, abs
It was sort of accurate. It was not entirely accurate., adj, abs
It was sort of accurate. It was not entirely accurate but it was not inaccurate either., adj, abs
It was sort of accurate. It was not inaccurate but it was not entirely accurate either., adj, abs
It was not entirely accurate but it was not inaccurate either. It was sort of accurate., adj, abs
It was not inaccurate but it was not entirely accurate either. It was sort of accurate., adj, abs
It was not entirely inaccurate. It was sort of accurate., adj, abs
It was sort of accurate. It was not entirely inaccurate., adj, abs
It was not entirely inaccurate. It was entirely accurate., adj, abs
It was entirely accurate. It was not entirely inaccurate., adj, abs
It was not entirely inaccurate. It was accurate., adj, abs
It was accurate. It was not entirely inaccurate., adj, abs
It was not entirely inaccurate. It was not entirely accurate., adj, abs
It was not entirely inaccurate. It was not accurate., adj, abs
It was not inaccurate. It was sort of accurate., adj, abs
It was sort of accurate. It was not inaccurate., adj, abs
It was not inaccurate. It was entirely accurate., adj, abs
It was entirely accurate. It was not inaccurate., adj, abs
It was not inaccurate. It was accurate., adj, abs
It was accurate. It was not inaccurate., adj, abs
It was not inaccurate. It was not entirely accurate., adj, abs
It was not inaccurate. It was not accurate., adj, abs
It was not entirely inaccurate. It was sort of inaccurate., adj, abs
It was sort of inaccurate. It was not entirely inaccurate., adj, abs
It was sort of inaccurate. It was not entirely inaccurate but it was not accurate either., adj, abs
It was sort of inaccurate. It was not accurate but it was not entirely inaccurate either., adj, abs
It was not entirely inaccurate but it was not accurate either. It was sort of inaccurate., adj, abs
It was not accurate but it was not entirely inaccurate either. It was sort of inaccurate., adj, abs
It was not entirely worried. It was sort of unworried., adj, abs
It was sort of unworried. It was not entirely worried., adj, abs
It was not entirely worried. It was entirely unworried., adj, abs
It was entirely unworried. It was not entirely worried., adj, abs
It was not entirely worried. It was unworried., adj, abs
It was unworried. It was not entirely worried., adj, abs
It was not entirely worried. It was not entirely unworried., adj, abs
It was not entirely worried. It was not unworried., adj, abs
It was not worried. It was sort of unworried., adj, abs
It was sort of unworried. It was not worried., adj, abs
It was not worried. It was entirely unworried., adj, abs
It was entirely unworried. It was not worried., adj, abs
It was not worried. It was unworried., adj, abs
It was unworried. It was not worried., adj, abs
It was not worried. It was not entirely unworried., adj, abs
It was not worried. It was not unworried., adj, abs
It was not entirely worried. It was sort of worried., adj, abs
It was sort of worried. It was not entirely worried., adj, abs
It was sort of worried. It was not entirely worried but it was not unworried either., adj, abs
It was sort of worried. It was not unworried but it was not entirely worried either., adj, abs
It was not entirely worried but it was not unworried either. It was sort of worried., adj, abs
It was not unworried but it was not entirely worried either. It was sort of worried., adj, abs
It was not entirely unworried. It was sort of worried., adj, abs
It was sort of worried. It was not entirely unworried., adj, abs
It was not entirely unworried. It was entirely worried., adj, abs
It was entirely worried. It was not entirely unworried., adj, abs
It was not entirely unworried. It was worried., adj, abs
It was worried. It was not entirely unworried., adj, abs
It was not entirely unworried. It was not entirely worried., adj, abs
It was not entirely unworried. It was not worried., adj, abs
It was not unworried. It was sort of worried., adj, abs
It was sort of worried. It was not unworried., adj, abs
It was not unworried. It was entirely worried., adj, abs
It was entirely worried. It was not unworried., adj, abs
It was not unworried. It was worried., adj, abs
It was worried. It was not unworried., adj, abs
It was not unworried. It was not entirely worried., adj, abs
It was not unworried. It was not worried., adj, abs
It was not entirely unworried. It was sort of unworried., adj, abs
It was sort of unworried. It was not entirely unworried., adj, abs
It was sort of unworried. It was not entirely unworried but it was not worried either., adj, abs
It was sort of unworried. It was not worried but it was not entirely unworried either., adj, abs
It was not entirely unworried but it was not worried either. It was sort of unworried., adj, abs
It was not worried but it was not entirely unworried either. It was sort of unworried., adj, abs
She was not completely a hero. She was sort of a villian, noun, rel
She was sort of a villian She was not completely a hero., noun, rel
She was not completely a hero. She was completely a villian, noun, rel
She was completely a villian She was not completely a hero., noun, rel
She was not completely a hero. She was a villian, noun, rel
She was a villian She was not completely a hero., noun, rel
She was not completely a hero. She was not completely a villian., noun, rel
She was not completely a hero. She was not a villian., noun, rel
She was not a hero. She was sort of a villian, noun, rel
She was sort of a villian She was not a hero., noun, rel
She was not a hero. She was completely a villian, noun, rel
She was completely a villian She was not a hero., noun, rel
She was not a hero. She was a villian, noun, rel
She was a villian She was not a hero., noun, rel
She was not a hero. She was not completely a villian., noun, rel
She was not a hero. She was not a villian., noun, rel
She was not completely a hero. She was sort of a hero., noun, rel
She was sort of a hero. She was not completely a hero., noun, rel
She was sort of a hero. She was not completely a hero but she was not a villian either., noun, rel
She was sort of a hero. She was not a villian but she was not completely a hero either., noun, rel
She was not completely a hero but she was not a villian either. She was sort of a hero., noun, rel
She was not a villian but she was not completely a hero either. She was sort of a hero., noun, rel
She was not completely a villian. She was sort of a hero, noun, rel
She was sort of a hero She was not completely a villian., noun, rel
She was not completely a villian. She was completely a hero, noun, rel
She was completely a hero She was not completely a villian., noun, rel
She was not completely a villian. She was a hero, noun, rel
She was a hero She was not completely a villian., noun, rel
She was not completely a villian. She was not completely a hero., noun, rel
She was not completely a villian. She was not a hero., noun, rel
She was not a villian. She was sort of a hero, noun, rel
She was sort of a hero She was not a villian., noun, rel
She was not a villian. She was completely a hero, noun, rel
She was completely a hero She was not a villian., noun, rel
She was not a villian. She was a hero, noun, rel
She was a hero She was not a villian., noun, rel
She was not a villian. She was not completely a hero., noun, rel
She was not a villian. She was not a hero., noun, rel
She was not completely a villian. She was sort of a villian., noun, rel
She was sort of a villian. She was not completely a villian., noun, rel
She was sort of a villian. She was not completely a villian but she was not a hero either., noun, rel
She was sort of a villian. She was not a hero but she was not completely a villian either., noun, rel
She was not completely a villian but she was not a hero either. She was sort of a villian., noun, rel
She was not a hero but she was not completely a villian either. She was sort of a villian., noun, rel
She was not completely a optimist. She was sort of a pessimist, noun, rel
She was sort of a pessimist She was not completely a optimist., noun, rel
She was not completely a optimist. She was completely a pessimist, noun, rel
She was completely a pessimist She was not completely a optimist., noun, rel
She was not completely a optimist. She was a pessimist, noun, rel
She was a pessimist She was not completely a optimist., noun, rel
She was not completely a optimist. She was not completely a pessimist., noun, rel
She was not completely a optimist. She was not a pessimist., noun, rel
She was not a optimist. She was sort of a pessimist, noun, rel
She was sort of a pessimist She was not a optimist., noun, rel
She was not a optimist. She was completely a pessimist, noun, rel
She was completely a pessimist She was not a optimist., noun, rel
She was not a optimist. She was a pessimist, noun, rel
She was a pessimist She was not a optimist., noun, rel
She was not a optimist. She was not completely a pessimist., noun, rel
She was not a optimist. She was not a pessimist., noun, rel
She was not completely a optimist. She was sort of a optimist., noun, rel
She was sort of a optimist. She was not completely a optimist., noun, rel
She was sort of a optimist. She was not completely a optimist but she was not a pessimist either., noun, rel
She was sort of a optimist. She was not a pessimist but she was not completely a optimist either., noun, rel
She was not completely a optimist but she was not a pessimist either. She was sort of a optimist., noun, rel
She was not a pessimist but she was not completely a optimist either. She was sort of a optimist., noun, rel
She was not completely a pessimist. She was sort of a optimist, noun, rel
She was sort of a optimist She was not completely a pessimist., noun, rel
She was not completely a pessimist. She was completely a optimist, noun, rel
She was completely a optimist She was not completely a pessimist., noun, rel
She was not completely a pessimist. She was a optimist, noun, rel
She was a optimist She was not completely a pessimist., noun, rel
She was not completely a pessimist. She was not completely a optimist., noun, rel
She was not completely a pessimist. She was not a optimist., noun, rel
She was not a pessimist. She was sort of a optimist, noun, rel
She was sort of a optimist She was not a pessimist., noun, rel
She was not a pessimist. She was completely a optimist, noun, rel
She was completely a optimist She was not a pessimist., noun, rel
She was not a pessimist. She was a optimist, noun, rel
She was a optimist She was not a pessimist., noun, rel
She was not a pessimist. She was not completely a optimist., noun, rel
She was not a pessimist. She was not a optimist., noun, rel
She was not completely a pessimist. She was sort of a pessimist., noun, rel
She was sort of a pessimist. She was not completely a pessimist., noun, rel
She was sort of a pessimist. She was not completely a pessimist but she was not a optimist either., noun, rel
She was sort of a pessimist. She was not a optimist but she was not completely a pessimist either., noun, rel
She was not completely a pessimist but she was not a optimist either. She was sort of a pessimist., noun, rel
She was not a optimist but she was not completely a pessimist either. She was sort of a pessimist., noun, rel
She did not extremely love it. She  kinda hated it., verb, rel
She  kinda hated it. She did not extremely love it., verb, rel
She did not extremely love it. She  extremely hated it., verb, rel
She  extremely hated it. She did not extremely love it., verb, rel
She did not extremely love it. She  hated it., verb, rel
She  hated it. She did not extremely love it., verb, rel
She did not extremely love it. She did not extremely love it., verb, rel
She did not extremely love it. She did not love it., verb, rel
She did not love it. She  kinda hated it., verb, rel
She  kinda hated it. She did not love it., verb, rel
She did not love it. She  extremely hated it., verb, rel
She  extremely hated it. She did not love it., verb, rel
She did not love it. She  hated it., verb, rel
She  hated it. She did not love it., verb, rel
She did not love it. She did not extremely love it., verb, rel
She did not love it. She did not love it., verb, rel
She did not extremely love it. She  kinda loved it., verb, rel
She  kinda loved it. She did not extremely love it., verb, rel
She  kinda love it. She did not extremely love it. but she did not hate it. either., verb, rel
She  kinda love it. She did not hate it. but she did not extremely love it. either., verb, rel
She did not extremely love it. but she did not hate it. either. She  kinda love it., verb, rel
She did not hate it. but she did not extremely love it. either. She  kinda love it., verb, rel
She did not extremely hate it. She  kinda loved it., verb, rel
She  kinda loved it. She did not extremely hate it., verb, rel
She did not extremely hate it. She  extremely loved it., verb, rel
She  extremely loved it. She did not extremely hate it., verb, rel
She did not extremely hate it. She  loved it., verb, rel
She  loved it. She did not extremely hate it., verb, rel
She did not extremely hate it. She did not extremely hate it., verb, rel
She did not extremely hate it. She did not hate it., verb, rel
She did not hate it. She  kinda loved it., verb, rel
She  kinda loved it. She did not hate it., verb, rel
She did not hate it. She  extremely loved it., verb, rel
She  extremely loved it. She did not hate it., verb, rel
She did not hate it. She  loved it., verb, rel
She  loved it. She did not hate it., verb, rel
She did not hate it. She did not extremely hate it., verb, rel
She did not hate it. She did not hate it., verb, rel
She did not extremely hate it. She  kinda hated it., verb, rel
She  kinda hated it. She did not extremely hate it., verb, rel
She  kinda hate it. She did not extremely hate it. but she did not love it. either., verb, rel
She  kinda hate it. She did not love it. but she did not extremely hate it. either., verb, rel
She did not extremely hate it. but she did not love it. either. She  kinda hate it., verb, rel
She did not love it. but she did not extremely hate it. either. She  kinda hate it., verb, rel
She did not extremely like it. She  kinda disliked it., verb, rel
She  kinda disliked it. She did not extremely like it., verb, rel
She did not extremely like it. She  extremely disliked it., verb, rel
She  extremely disliked it. She did not extremely like it., verb, rel
She did not extremely like it. She  disliked it., verb, rel
She  disliked it. She did not extremely like it., verb, rel
She did not extremely like it. She did not extremely like it., verb, rel
She did not extremely like it. She did not like it., verb, rel
She did not like it. She  kinda disliked it., verb, rel
She  kinda disliked it. She did not like it., verb, rel
She did not like it. She  extremely disliked it., verb, rel
She  extremely disliked it. She did not like it., verb, rel
She did not like it. She  disliked it., verb, rel
She  disliked it. She did not like it., verb, rel
She did not like it. She did not extremely like it., verb, rel
She did not like it. She did not like it., verb, rel
She did not extremely like it. She  kinda liked it., verb, rel
She  kinda liked it. She did not extremely like it., verb, rel
She  kinda like it. She did not extremely like it. but she did not dislike it. either., verb, rel
She  kinda like it. She did not dislike it. but she did not extremely like it. either., verb, rel
She did not extremely like it. but she did not dislike it. either. She  kinda like it., verb, rel
She did not dislike it. but she did not extremely like it. either. She  kinda like it., verb, rel
She did not extremely dislike it. She  kinda liked it., verb, rel
She  kinda liked it. She did not extremely dislike it., verb, rel
She did not extremely dislike it. She  extremely liked it., verb, rel
She  extremely liked it. She did not extremely dislike it., verb, rel
She did not extremely dislike it. She  liked it., verb, rel
She  liked it. She did not extremely dislike it., verb, rel
She did not extremely dislike it. She did not extremely dislike it., verb, rel
She did not extremely dislike it. She did not dislike it., verb, rel
She did not dislike it. She  kinda liked it., verb, rel
She  kinda liked it. She did not dislike it., verb, rel
She did not dislike it. She  extremely liked it., verb, rel
She  extremely liked it. She did not dislike it., verb, rel
She did not dislike it. She  liked it., verb, rel
She  liked it. She did not dislike it., verb, rel
She did not dislike it. She did not extremely dislike it., verb, rel
She did not dislike it. She did not dislike it., verb, rel
She did not extremely dislike it. She  kinda disliked it., verb, rel
She  kinda disliked it. She did not extremely dislike it., verb, rel
She  kinda dislike it. She did not extremely dislike it. but she did not like it. either., verb, rel
She  kinda dislike it. She did not like it. but she did not extremely dislike it. either., verb, rel
She did not extremely dislike it. but she did not like it. either. She  kinda dislike it., verb, rel
She did not like it. but she did not extremely dislike it. either. She  kinda dislike it., verb, rel
