l1,l2,f,E11,r_log_likelihood,r_Poisson_Stirling,r_odds_ratio,r_Dice,r_dPEX,r_dPXE,am_log_likelihood,am_Poisson_Stirling,am_odds_ratio,am_Dice,am_dPEX,am_dPXE,f1,f2,N
virulently,anti-catholic,49,9.4117500e-03,12683,10316,143,545,5599,3752,7.4685112e+02,1.6082933e+02,3.7720854e+00,4.8635236e-02,8.9726927e-02,3.3350192e-02,1469,546,85220496
neatly,handwritten,22,4.1225881e-03,21791,17675,144,851,10829,4520,3.3534785e+02,7.2445082e+01,3.7614074e+00,3.5772358e-02,4.8771605e-02,2.8236301e-02,779,451,85220496
narrowly,mixed,616,1.5521472e-01,1772,1426,145,88,2323,607,9.1984350e+03,1.9492417e+03,3.7598620e+00,1.6932380e-01,1.7343578e-01,1.6533469e-01,3725,3551,85220496
staunchly,anti-communist,155,3.5546836e-02,5425,4443,146,397,1752,3273,2.3283587e+03,4.9681162e+02,3.7566646e+00,6.4907873e-02,2.0579790e-01,3.8521444e-02,4023,753,85220496
manually,operable,25,4.8027766e-03,20031,16240,147,768,15625,2699,3.7988705e+02,8.2053829e+01,3.7515376e+00,3.8580247e-02,3.3282846e-02,4.5863041e-02,545,751,85220496
formerly,communist,1263,5.0560724e-01,969,783,148,146,190,1664,1.8146137e+04,3.7426423e+03,3.7499294e+00,1.2489493e-01,5.2170671e-01,7.0921551e-02,17805,2420,85220496
anti,climactic,20,3.8631552e-03,23322,18894,149,922,12227,4518,3.0353050e+02,6.5595867e+01,3.7456197e+00,3.4100597e-02,4.3002679e-02,2.8243366e-02,708,465,85220496
light,bodied,120,2.5654075e-02,6662,5412,150,285,5227,1706,1.8084725e+03,3.8828765e+02,3.7445689e+00,8.0160321e-02,9.4992972e-02,6.9310678e-02,1731,1263,85220496
multi,generational,13,2.4851768e-03,30977,25044,151,1192,18881,4371,1.9736803e+02,4.2695791e+01,3.7434875e+00,2.8230185e-02,2.7248611e-02,2.9273835e-02,444,477,85220496
non,existent,1933,8.3591710e-01,645,523,152,91,176,1137,2.7563585e+04,5.6632535e+03,3.7393417e+00,1.6621523e-01,5.3244595e-01,9.8451821e-02,19630,3629,85220496
outside,unattended,40,8.2459389e-03,14700,11947,153,563,10110,2873,6.0286562e+02,1.3006102e+02,3.7284815e+00,4.7505938e-02,5.2414302e-02,4.3422569e-02,921,763,85220496
outside,unsupervised,36,7.4353944e-03,15819,12841,154,616,10130,3218,5.4227848e+02,1.1702534e+02,3.7256477e+00,4.4748291e-02,5.2315196e-02,3.9080297e-02,921,688,85220496
temperamentally,unfit,160,4.2667787e-02,5359,4389,155,566,19797,330,2.3656356e+03,5.0235606e+02,3.7227936e+00,4.7386347e-02,2.5956336e-02,2.7111600e-01,590,6163,85220496
virulently,anti-western,38,8.0844519e-03,15262,12422,156,752,6316,4965,5.7078192e+02,1.2303786e+02,3.7202011e+00,3.9215686e-02,8.1006662e-02,2.5862880e-02,1469,469,85220496
pearly,white,948,9.1379363e-01,1375,1168,157,1181,33029,43,1.2416396e+04,2.4474191e+03,3.7194479e+00,2.8363277e-02,1.4434999e-02,7.9856609e-01,1186,65661,85220496
selectively,permeable,72,1.5844146e-02,9733,7917,158,438,11875,1320,1.0783944e+03,2.3206818e+02,3.7164191e+00,5.8703628e-02,4.4462955e-02,8.6312782e-02,834,1619,85220496
better,known,388,1.1661955e-01,2675,2207,159,283,720,2696,5.6804862e+03,1.1980532e+03,3.7163058e+00,8.0606627e-02,3.2983736e-01,4.5902479e-02,8451,1176,85220496
academically,ineligible,1101,3.5119019e-01,1088,859,160,75,942,768,1.6047147e+04,3.3712075e+03,3.7124505e+00,1.8719714e-01,2.9572727e-01,1.3689251e-01,8041,3722,85220496
sixth,all-time,30,6.3791227e-03,17905,14509,161,799,8479,4769,4.5006548e+02,9.7141975e+01,3.7117625e+00,3.7453184e-02,6.1462690e-02,2.6924608e-02,1114,488,85220496
privately,run,84,1.8795478e-02,8724,7096,162,387,8864,1580,1.2555519e+03,2.7013824e+02,3.7103038e+00,6.5934066e-02,5.9142679e-02,7.4452408e-02,1128,1420,85220496
empirically,verifiable,158,3.7376537e-02,5383,4376,163,246,6726,1068,2.3516240e+03,5.0429864e+02,3.7075555e+00,8.7583149e-02,7.6423055e-02,1.0250842e-01,1541,2067,85220496
rapidly,declining,145,4.1368499e-02,5813,4791,164,798,919,6625,2.1282952e+03,4.5100854e+02,3.7073105e+00,3.7467700e-02,2.9827049e-01,1.9984970e-02,7254,486,85220496
virulently,anti-muslim,40,8.7739574e-03,14780,12019,165,715,6541,4708,5.9833181e+02,1.2898280e+02,3.7063891e+00,4.0444894e-02,7.8568693e-02,2.7223904e-02,1469,509,85220496
twice,weekly,891,2.6702802e-01,1314,1039,166,76,1780,584,1.3032667e+04,2.7523225e+03,3.7037933e+00,1.8607079e-01,2.0374627e-01,1.7114071e-01,5205,4372,85220496
weakly,nonlinear,28,6.0676718e-03,18830,15254,167,783,10953,4025,4.1874423e+02,9.0435561e+01,3.6994623e+00,3.8069341e-02,4.8182656e-02,3.1454185e-02,890,581,85220496
ill,mannered,63,1.5115624e-02,10790,8810,168,797,23424,736,9.3508635e+02,2.0069406e+02,3.6963138e+00,3.7477692e-02,2.1563520e-02,1.4282361e-01,441,2921,85220496
annually,statewide,23,5.0265607e-03,21450,17376,169,881,13332,4023,3.4336713e+02,7.4201736e+01,3.6917236e+00,3.4927866e-02,3.9240839e-02,3.1457142e-02,731,586,85220496
nationally,broadcast,331,1.1001424e-01,3099,2541,170,425,598,3832,4.7863858e+03,1.0075920e+03,3.6841221e+00,6.0067145e-02,3.5618255e-01,3.2791238e-02,10092,929,85220496
genetically,predisposed,1084,3.9545513e-01,1116,882,171,114,523,1206,1.5566071e+04,3.2559431e+03,3.6832299e+00,1.4948631e-01,3.7289797e-01,9.3451067e-02,11597,2906,85220496
divinely,inspired,117,2.8484967e-02,6912,5601,172,326,7916,1334,1.7312617e+03,3.7197525e+02,3.6820431e+00,7.4427481e-02,6.5678809e-02,8.5820533e-02,1363,1781,85220496
mere,mortal,68,1.6357567e-02,10218,8324,173,541,16236,1056,1.0067636e+03,2.1654571e+02,3.6804275e+00,4.8903272e-02,3.1993100e-02,1.0363440e-01,656,2125,85220496
drop-dead,gorgeous,294,1.8763349e-01,3589,3041,174,2547,52666,67,4.0053460e+03,8.1165829e+02,3.6755084e+00,1.6021798e-02,8.1066061e-03,6.6624464e-01,441,36259,85220496
fervently,orthodox,182,5.0936984e-02,4864,3994,175,419,14692,430,2.6628196e+03,5.6761135e+02,3.6737737e+00,6.0951105e-02,3.5504391e-02,2.1481803e-01,847,5125,85220496
kind,hearted,1009,4.5123413e-01,1215,974,176,213,226,2268,1.4218402e+04,2.9414315e+03,3.6732341e+00,9.5912548e-02,4.9879955e-01,5.3043111e-02,19018,2022,85220496
temperamentally,ill-suited,18,4.1262374e-03,25407,20571,177,1072,17149,4175,2.6681916e+02,5.7697629e+01,3.6664867e+00,3.0354132e-02,3.0194630e-02,3.0501692e-02,590,596,85220496
sparsely,settled,47,1.1347411e-02,13314,10813,178,670,6508,4434,6.9412926e+02,1.4959661e+02,3.6657116e+00,4.2304230e-02,7.9106027e-02,2.8863360e-02,1628,594,85220496
compulsively,readable,767,3.1809620e-01,1543,1259,179,252,11013,152,1.0866821e+04,2.2610718e+03,3.6655147e+00,8.6642191e-02,4.7890706e-02,4.5286304e-01,1693,16012,85220496
firmly,rooted,102,2.7433084e-02,7721,6281,180,531,2937,4263,1.4921678e+03,3.1987517e+02,3.6533225e+00,4.9877751e-02,1.4843288e-01,2.9966688e-02,3403,687,85220496
rapidly,dwindling,127,3.9836332e-02,6586,5393,181,966,1105,7629,1.8354413e+03,3.8979220e+02,3.6486479e+00,3.2893033e-02,2.7128389e-01,1.7503580e-02,7254,468,85220496
militantly,atheistic,23,5.6005541e-03,21679,17553,182,953,16975,3466,3.3830297e+02,7.3121654e+01,3.6430177e+00,3.3165105e-02,3.0496821e-02,3.6326335e-02,633,754,85220496
easy,breezy,32,8.0261443e-03,17397,14084,183,992,24279,1625,4.6966205e+02,1.0132315e+02,3.6422905e+00,3.2209361e-02,2.0720566e-02,7.2217021e-02,443,1544,85220496
virulently,anti-semitic,235,6.8140380e-02,4034,3299,184,250,8803,623,3.4126509e+03,7.2929167e+02,3.6399609e+00,8.6683880e-02,5.9434039e-02,1.5992914e-01,1469,3953,85220496
lovingly,handmade,172,4.9303797e-02,5129,4183,185,356,11686,652,2.4983346e+03,5.3463682e+02,3.6361540e+00,7.0132518e-02,4.5264112e-02,1.5547281e-01,1106,3799,85220496
surgically,correctable,15,3.6828464e-03,28844,23370,186,1291,18664,4949,2.2018148e+02,4.7634198e+01,3.6334874e+00,2.6761820e-02,2.7617703e-02,2.5945361e-02,578,543,85220496
virulently,anti-immigrant,40,1.0359820e-02,15017,12196,187,764,7821,4709,5.8453732e+02,1.2609653e+02,3.6285986e+00,3.8647343e-02,6.6538972e-02,2.7222825e-02,1469,601,85220496
rabidly,anti-gun,29,7.4828830e-03,18677,15138,188,926,10146,5109,4.2351553e+02,9.1467002e+01,3.6227298e+00,3.4037559e-02,5.2239110e-02,2.5233166e-02,1149,555,85220496
rhetorically,proximate,17,4.3005852e-03,26645,21580,189,1204,18707,4464,2.4856752e+02,5.3764657e+01,3.6216598e+00,2.8075970e-02,2.7545904e-02,2.8612488e-02,594,617,85220496
rapidly,shrinking,279,9.3291924e-02,3594,2936,190,381,1227,3277,3.9967662e+03,8.4856892e+02,3.6203409e+00,6.6826347e-02,2.5448020e-01,3.8451951e-02,7254,1096,85220496
crisply,edited,13,3.2773806e-03,31726,25649,191,1450,20664,5277,1.9007828e+02,4.1133586e+01,3.6200448e+00,2.4597919e-02,2.4755815e-02,2.4430082e-02,532,525,85220496
virulently,anti-union,33,8.6705316e-03,17115,13852,192,946,7928,5783,4.8110270e+02,1.0382373e+02,3.6197958e+00,3.3468560e-02,6.5589511e-02,2.2458746e-02,1469,503,85220496
distantly,related,1645,3.0160953e+00,897,774,193,1501,38183,29,1.9737774e+04,3.7874914e+03,3.6194949e+00,2.3933887e-02,1.2131361e-02,8.6604453e-01,1896,135566,85220496
virulently,anti-american,125,3.5078592e-02,6651,5394,194,349,8487,1343,1.8134716e+03,3.8969667e+02,3.6180042e+00,7.1347032e-02,6.1409290e-02,8.5069486e-02,1469,2035,85220496
anywhere,else,207,6.3728308e-02,4483,3656,195,353,11956,551,2.9823700e+03,6.3701010e+02,3.6168060e+00,7.0757136e-02,4.4087701e-02,1.7885832e-01,1157,4694,85220496
poorly,marked,90,2.5311786e-02,8472,6908,196,502,4412,3653,1.3051247e+03,2.8049627e+02,3.6163734e+00,5.2264808e-02,1.0932631e-01,3.4329437e-02,2621,823,85220496
ill,prepared,139,5.0180147e-02,6180,5073,197,1246,33232,270,1.9769819e+03,4.1813819e+02,3.6131339e+00,2.7421582e-02,1.4330786e-02,3.1508059e-01,441,9697,85220496
stridently,anti-western,16,4.1385349e-03,27809,22489,198,1333,15270,6173,2.3322291e+02,5.0447662e+01,3.6116819e+00,2.6208026e-02,3.4106502e-02,2.1271280e-02,752,469,85220496
farther,southwest,20,5.2449706e-03,23987,19454,199,1199,12368,6242,2.9114457e+02,6.2939849e+01,3.6093747e+00,2.8169014e-02,4.2451944e-02,2.1069523e-02,949,471,85220496
exact,same,1661,1.5165877e+00,820,673,200,450,17469,59,2.1660008e+04,4.3272498e+03,3.6070196e+00,5.6861168e-02,2.9589753e-02,7.2059412e-01,2303,56120,85220496
annually,recur,22,5.8071359e-03,22502,18202,201,1029,15986,4237,3.1994979e+02,6.9171657e+01,3.6060721e+00,3.1250000e-02,3.2487988e-02,3.0088073e-02,731,677,85220496
ruggedly,handsome,728,3.5490730e-01,1638,1330,202,366,13993,147,1.0088247e+04,2.0949816e+03,3.6034119e+00,6.9201521e-02,3.7346651e-02,4.6885203e-01,1552,19488,85220496
mid,19th,11,2.8736397e-03,35508,28645,203,1661,20942,6519,1.6000191e+02,3.4635325e+01,3.6025674e+00,2.2132797e-02,2.4384001e-02,2.0252664e-02,543,451,85220496
thickly,layered,10,2.6115079e-03,37743,30504,204,1763,24986,5798,1.4544092e+02,3.1488142e+01,3.6017439e+00,2.1164021e-02,2.0034964e-02,2.2415787e-02,446,499,85220496
hitherto,unsuspected,81,2.5089739e-02,9223,7524,205,985,2369,7460,1.1631883e+03,2.4905025e+02,3.5985648e+00,3.2387045e-02,1.7155796e-01,1.7876206e-02,4530,472,85220496
analytically,tractable,27,7.2975872e-03,19646,15950,206,918,15922,3505,3.9155270e+02,8.4615030e+01,3.5984719e+00,3.4198860e-02,3.2639618e-02,3.5894868e-02,752,827,85220496
constitutionally,impermissible,121,4.0169585e-02,6924,5640,207,870,1543,6927,1.7282024e+03,3.6839582e+02,3.5969717e+00,3.5287256e-02,2.2317454e-01,1.9152754e-02,6316,542,85220496
criminally,negligent,1666,7.1426244e-01,765,610,208,67,924,665,2.3331326e+04,4.8872488e+03,3.5935589e+00,2.0218447e-01,2.9797727e-01,1.5292430e-01,10891,5589,85220496
thinly,spread,33,9.2711969e-03,17212,13942,209,1094,7058,7025,4.7681909e+02,1.0286376e+02,3.5925688e+00,3.0000000e-02,7.2988725e-02,1.8873802e-02,1748,452,85220496
facto,stateless,14,3.7619941e-03,30386,24611,210,1447,22230,4802,2.0291968e+02,4.3909816e+01,3.5925218e+00,2.4647887e-02,2.2832526e-02,2.6761614e-02,523,613,85220496
rabidly,anti-gay,58,1.6516273e-02,11718,9525,211,543,11141,2402,8.3680552e+02,1.8045084e+02,3.5890646e+00,4.8862679e-02,4.7334137e-02,5.0464983e-02,1149,1225,85220496
rapidly,diminishing,129,4.4858434e-02,6593,5386,212,954,1315,7503,1.8336247e+03,3.9015419e+02,3.5884268e+00,3.3157692e-02,2.4469818e-01,1.7778621e-02,7254,527,85220496
guardedly,optimistic,665,8.2196414e-01,1908,1643,213,2564,52984,49,8.3499671e+03,1.6449934e+03,3.5770019e+00,1.5937305e-02,8.0483082e-03,7.8323661e-01,848,82604,85220496
tightly,shut,98,3.1100828e-02,8090,6592,214,587,3570,4557,1.3989409e+03,3.0028764e+02,3.5708357e+00,4.6106798e-02,1.2907743e-01,2.8056390e-02,3492,759,85220496
compulsively,watchable,256,8.6357993e-02,3864,3141,215,263,8910,674,3.6374907e+03,7.7763659e+02,3.5694683e+00,8.4768212e-02,5.8874326e-02,1.5116286e-01,1693,4347,85220496
well,intentioned,1830,6.2655420e+00,886,787,216,3201,8,20761,1.9994304e+04,3.7170923e+03,3.5693859e+00,1.3520003e-02,9.1785455e-01,6.8081384e-03,268723,1987,85220496
staunchly,anti-abortion,93,3.0070829e-02,8397,6849,217,735,2995,5599,1.3253528e+03,2.8421200e+02,3.5690123e+00,3.9914163e-02,1.4595074e-01,2.3110693e-02,4023,637,85220496
fifth,all-time,38,1.1366749e-02,15777,12816,218,1054,6613,6933,5.4450498e+02,1.1741441e+02,3.5677368e+00,3.0731905e-02,7.7846006e-02,1.9138296e-02,1985,488,85220496
poorly,run,138,4.3672827e-02,6193,5027,219,375,5085,2300,1.9694256e+03,4.2302151e+02,3.5675385e+00,6.8299926e-02,9.7153962e-02,5.2636616e-02,2621,1420,85220496
seamlessly,interwoven,69,2.1296379e-02,10360,8433,220,668,18996,1157,9.8633498e+02,2.1226117e+02,3.5667142e+00,4.2318307e-02,2.7061894e-02,9.6881011e-02,712,2549,85220496
chemically,inert,431,1.5382683e-01,2515,2041,221,166,2452,1347,6.0948903e+03,1.2986679e+03,3.5653418e+00,1.1247390e-01,1.6719410e-01,8.4700588e-02,5087,2577,85220496
vibrantly,hued,73,2.2174947e-02,9965,8095,222,494,8915,2556,1.0444688e+03,2.2507110e+02,3.5651149e+00,5.2821997e-02,5.8853941e-02,4.7886568e-02,1524,1240,85220496
developmentally,disabled,619,2.2824844e-01,1849,1492,223,127,3085,762,8.7317865e+03,1.8563738e+03,3.5646217e+00,1.4033099e-01,1.4268002e-01,1.3797198e-01,4485,4337,85220496
annually,renewable,108,3.5674857e-02,7558,6164,224,626,19791,698,1.5350291e+03,3.2905084e+02,3.5618932e+00,4.4171779e-02,2.5960470e-02,1.4769528e-01,731,4159,85220496
softly,undulating,48,1.4528758e-02,13422,10890,225,662,10761,3318,6.8613657e+02,1.4806648e+02,3.5576439e+00,4.2780749e-02,4.9065462e-02,3.7903779e-02,1266,978,85220496
negatively,stereotyped,23,6.7802117e-03,22049,17867,226,1085,15755,4613,3.2936940e+02,7.1212372e+01,3.5572693e+00,3.0144168e-02,3.2989107e-02,2.7736361e-02,829,697,85220496
monetarily,sovereign,28,8.4630345e-03,19390,15732,227,1150,25568,2145,3.9999044e+02,8.6389448e+01,3.5530277e+00,2.8940568e-02,1.9561151e-02,5.5539092e-02,504,1431,85220496
editorially,independent,465,4.7984701e-01,2555,2222,228,2952,57372,56,5.9447942e+03,1.1867059e+03,3.5523376e+00,1.4410785e-02,7.2755097e-03,7.2581819e-01,640,63895,85220496
personally,identifiable,11685,9.7207577e+00,100,86,229,17,234,249,1.5386579e+05,3.0914235e+04,3.5523251e+00,3.9810572e-01,4.9489419e-01,3.3271872e-01,35105,23598,85220496
hotly,awaited,27,8.0973478e-03,19832,16086,230,982,16690,3693,3.8584240e+02,8.3395615e+01,3.5517423e+00,3.2471437e-02,3.1096979e-02,3.3952396e-02,795,868,85220496
anti,inflammatory,96,3.2168036e-02,8241,6733,231,682,20640,774,1.3603199e+03,2.9189301e+02,3.5490090e+00,4.1921397e-02,2.4786207e-02,1.3554891e-01,708,3872,85220496
nightly,rental,15,4.4735482e-03,29333,23792,232,1480,23025,4790,2.1427573e+02,4.6367170e+01,3.5469043e+00,2.4174053e-02,2.1987751e-02,2.6825805e-02,559,682,85220496
evenly,moist,507,2.1607796e-01,2201,1801,233,278,11022,300,7.0449661e+03,1.4886042e+03,3.5413344e+00,8.2251785e-02,4.7865417e-02,2.9142856e-01,1739,10589,85220496
irrationally,exuberant,151,5.1280974e-02,5800,4734,234,384,10957,1002,2.1347509e+03,4.5824366e+02,3.5402287e+00,6.6681387e-02,4.8151283e-02,1.0828636e-01,1394,3135,85220496
wide,open,32807,1.1016410e+02,39,34,235,57,3629,21,3.6153459e+05,6.6914205e+04,3.5389319e+00,2.2286607e-01,1.2710448e-01,8.9901888e-01,36385,258025,85220496
structurally,deficient,1762,8.2307649e-01,730,582,236,64,1320,541,2.4312898e+04,5.1032299e+03,3.5388484e+00,2.0812662e-01,2.4364730e-01,1.8152916e-01,9703,7229,85220496
severely,sprained,288,1.5199067e-01,3651,3019,237,1191,331,9290,3.9259356e+03,8.1886495e+02,3.5349103e+00,2.8233910e-02,4.3879607e-01,1.4581652e-02,19745,656,85220496
recently,unsealed,223,9.5074077e-02,4343,3580,238,779,896,6467,3.0949834e+03,6.5471646e+02,3.5348621e+00,3.8155531e-02,3.0122549e-01,2.0361089e-02,10949,740,85220496
third,all-time,68,2.3489373e-02,10588,8641,239,1110,3186,8063,9.5913949e+02,2.0585932e+02,3.5340447e+00,2.9629630e-02,1.3929693e-01,1.6572351e-02,4102,488,85220496
smartly,edited,11,3.3759484e-03,36008,29053,240,1850,24058,6596,1.5641831e+02,3.3865726e+01,3.5309939e+00,2.0503262e-02,2.0946080e-02,2.0066961e-02,548,525,85220496
selectively,mute,42,1.3622638e-02,14841,12072,241,793,17173,2409,5.9428691e+02,1.2829713e+02,3.5247233e+00,3.7735849e-02,3.0163120e-02,5.0343871e-02,834,1392,85220496
virulently,anti-communist,40,1.2979941e-02,15366,12482,242,842,9957,4712,5.6594495e+02,1.2217971e+02,3.5244712e+00,3.6003600e-02,5.3104082e-02,2.7221041e-02,1469,753,85220496
esthetically,pleasing,327,2.2841829e-01,3366,2837,243,2025,45816,96,4.3380337e+03,8.8993782e+02,3.5240892e+00,1.9027669e-02,9.6730646e-03,5.6731561e-01,576,33795,85220496
mid,sole,12,3.7975372e-03,34128,27606,244,1777,24881,5908,1.6991711e+02,3.6784617e+01,3.5182122e+00,2.1071115e-02,2.0127997e-02,2.2092595e-02,543,596,85220496
darkly,comic,1609,7.7440643e-01,806,637,245,73,1283,634,2.2070859e+04,4.6392178e+03,3.5159395e+00,1.9325006e-01,2.4736209e-01,1.5846474e-01,10150,6502,85220496
meltingly,tender,358,2.1268109e-01,3074,2564,246,1160,32441,140,4.8163547e+03,9.9948576e+02,3.5153300e+00,2.8664078e-02,1.4769885e-02,4.7832949e-01,748,24231,85220496
conspicuously,absent,3705,2.7109326e+00,338,264,247,77,4286,112,4.8975608e+04,1.0008594e+04,3.5153107e+00,1.8499101e-01,1.1199656e-01,5.3000180e-01,6986,33070,85220496
avowedly,marxist,20,6.5083522e-03,24504,19854,248,1289,17782,5188,2.8231568e+02,6.1065289e+01,3.5112708e+00,2.6773762e-02,2.9018365e-02,2.4836870e-02,805,689,85220496
vehemently,anti-catholic,13,4.2285602e-03,32480,26230,249,1719,21423,6732,1.8337978e+02,3.9694933e+01,3.5068498e+00,2.1558872e-02,2.3801932e-02,1.9690715e-02,660,546,85220496
stridently,anti-israel,30,1.0094849e-02,18737,15176,250,1015,19603,3165,4.2184124e+02,9.1161809e+01,3.5022334e+00,3.1645570e-02,2.6215304e-02,3.9880545e-02,752,1144,85220496
ambiguously,gendered,23,7.7426796e-03,22331,18094,251,1448,29543,2513,3.2337185e+02,6.9886467e+01,3.5016959e+00,2.4625268e-02,1.6482175e-02,4.8609693e-02,473,1395,85220496
dimensionally,transcendental,16,5.2986314e-03,28435,23032,252,1551,17674,6826,2.2520722e+02,4.8730589e+01,3.5013341e+00,2.3323615e-02,2.9187599e-02,1.9411233e-02,824,548,85220496
manually,adjustable,142,6.1496004e-02,6223,5094,253,1211,32457,344,1.9583755e+03,4.1593887e+02,3.5009429e+00,2.7950005e-02,1.4762325e-02,2.6043929e-01,545,9616,85220496
lavishly,furnished,21,7.0366171e-03,23772,19241,254,1270,19708,4526,2.9521198e+02,6.3851779e+01,3.4987476e+00,2.7096774e-02,2.6046107e-02,2.8216595e-02,744,806,85220496
unconstitutionally,vague,828,5.4778954e-01,1523,1248,255,466,17654,125,1.1003594e+04,2.2729611e+03,3.4952951e+00,5.5246038e-02,2.9220438e-02,5.0210450e-01,1648,28327,85220496
bitingly,satirical,72,2.5756715e-02,10222,8312,256,607,15852,1634,1.0064918e+03,2.1687462e+02,3.4933627e+00,4.5070423e-02,3.2790933e-02,7.1975088e-02,1000,2195,85220496
lightly,golden,1366,6.5973066e-01,950,744,257,79,1775,617,1.8664529e+04,3.9365245e+03,3.4922555e+00,1.8098708e-01,2.0422486e-01,1.6238257e-01,8409,6686,85220496
neatly,uniformed,19,6.4809644e-03,25437,20585,258,1380,19175,5295,2.6635966e+02,5.7623570e+01,3.4896275e+00,2.5537634e-02,2.6789389e-02,2.4382147e-02,779,709,85220496
rabidly,pro-abortion,30,1.0408623e-02,18790,15218,259,1030,13457,4920,4.1996996e+02,9.0763005e+01,3.4884217e+00,3.1233732e-02,3.8846973e-02,2.6100954e-02,1149,772,85220496
industrially,compostable,10,3.4025735e-03,38651,31203,260,2127,23319,8444,1.4010105e+02,3.0338980e+01,3.4846714e+00,1.8348624e-02,2.1684710e-02,1.5892959e-02,629,461,85220496
double,minor,2366,1.8827394e+00,560,452,261,167,8344,102,3.0865379e+04,6.3052245e+03,3.4827643e+00,1.1225773e-01,6.2369330e-02,5.5878862e-01,4231,37922,85220496
self,explanatory,21,7.3493001e-03,23867,19335,262,1329,16879,5652,2.9337320e+02,6.3455255e+01,3.4795893e+00,2.6250000e-02,3.0736192e-02,2.2892995e-02,917,683,85220496
north,eastern,92,3.4971376e-02,8599,7014,263,593,17114,1199,1.2767896e+03,2.7469182e+02,3.4761774e+00,4.5782533e-02,3.0272649e-02,9.3747286e-02,981,3038,85220496
red,hot,1188,2.8785689e+00,1264,1104,264,3275,61084,30,1.3563589e+04,2.5914383e+03,3.4761723e+00,1.3253677e-02,6.6759633e-03,8.5942031e-01,1379,177892,85220496
densely,layered,40,1.4843436e-02,15561,12644,265,1320,6403,8517,5.5588322e+02,1.1984924e+02,3.4737056e+00,2.6367831e-02,8.0131043e-02,1.5773707e-02,2535,499,85220496
vehemently,anti-abortion,14,4.9333203e-03,31189,25212,266,1716,23037,6189,1.9524092e+02,4.2261719e+01,3.4719450e+00,2.1588281e-02,2.1970442e-02,2.1204811e-02,660,637,85220496
fervently,anti-communist,21,7.4840095e-03,23911,19374,267,1329,18511,5195,2.9258976e+02,6.3289600e+01,3.4712642e+00,2.6250000e-02,2.7878754e-02,2.4784799e-02,847,753,85220496
neatly,shaven,19,6.8008992e-03,25557,20703,268,1424,20108,5296,2.6450485e+02,5.7225963e+01,3.4681384e+00,2.4950755e-02,2.5528716e-02,2.4381736e-02,779,744,85220496
vertically,integrated,28,1.0189004e-02,19713,15999,269,1224,24966,2758,3.8930870e+02,8.4132491e+01,3.4678194e+00,2.7750248e-02,2.0050336e-02,4.5000025e-02,622,1396,85220496
vehemently,anti-union,11,3.8955417e-03,36455,29430,270,2042,23143,8006,1.5324217e+02,3.3181834e+01,3.4677211e+00,1.8916595e-02,2.1861172e-02,1.6660893e-02,660,503,85220496
annually,nationwide,24,8.7149927e-03,21878,17724,271,1243,21563,3827,3.3358131e+02,7.2135594e+01,3.4648154e+00,2.7475673e-02,2.3613751e-02,3.2820097e-02,731,1016,85220496
