adj_lemma,SUM,very,more,most,so,not,as,too,really,much,pretty,less,even,also,quite,extremely,how,still,highly,always,just,relatively,completely,particularly,far,only,now,all,incredibly,fairly,especially,truly,increasingly,rather,absolutely,slightly,almost,super,totally,entirely,that,well,often,no,already,somewhat,equally,long,fully,potentially,perfectly,deeply,actually,mostly,nearly,significantly,probably,both,never,politically,seemingly,least,generally,sometimes,usually,surprisingly,ever,largely,currently,definitely,overly,any,certainly,immediately,simply,real,easily,yet,readily,once,environmentally,hugely,exceptionally,otherwise,clearly,unusually,about,mentally,physically,remarkably,virtually,socially,terribly,utterly,partly,genuinely,seriously,reasonably,damn,however,exactly,way,wildly,little,financially,considerably,then,historically,hardly,perhaps,brand,obviously,necessarily,sexually,therefore,consistently,extraordinarily,directly,widely,barely,amazingly,economically,inherently,mutually,apparently,previously,finally,technically,visually,immensely,naturally,emotionally,vastly,typically,sufficiently,critically,wide,substantially,ridiculously,wonderfully,second,indeed,purely,downright,fundamentally,uniquely,personally,similarly,wholly,openly,predominantly,publicly,kinda,commercially,exceedingly,culturally,heavily,thoroughly,notoriously,comparatively,plain,morally,likely,painfully,half,closely,essentially,overwhelmingly,possibly,legally,ultimately,statistically,intensely,enormously,dangerously,profoundly,insanely,mainly,awfully,moderately,primarily,tremendously,extra,somehow,radically,darn,practically,over,unbelievably,normally,instantly,newly,basically,pleasantly,again,technologically,merely,minimally,supposedly,thus,strictly,infinitely,initially,aesthetically,remotely,vitally,distinctly,mildly,fiercely,decidedly,rarely,dramatically,maybe,strikingly,traditionally,kind,enough,horribly,strangely,terminally,of,partially,beautifully,constantly,altogether,further,medically,freely,unexpectedly,oddly,noticeably,suddenly,roughly,acutely,forever,abundantly,sharply,brutally,impossibly,massively,fiscally,excessively,eerily,undeniably,near,deceptively,occasionally,frequently,supremely,stunningly,vaguely,broadly,universally,visibly,beyond,notably,shockingly,solely,reportedly,than,chronically,strongly,clinically,marginally,literally,up,keenly,albeit,progressively,back,globally,intellectually,longer,first,cautiously,doubly,disproportionately,though,abnormally,undoubtedly,officially,exclusively,desperately,markedly,surely,formerly,understandably,deliciously,non,specifically,severely,greatly,overtly,allegedly,overall,refreshingly,crystal,admittedly,famously,eternally,genetically,drastically,bad,patently,delightfully,strategically,astonishingly,nationally,racially,scientifically,endlessly,ecologically,biologically,out,soon,woefully,humanly
sure,830161,4687,2324,317,33596,548852,3895,8668,19782,341,84222,2342,14849,2043,36208,111,458,460,5,2137,315,342,3442,112,9,341,734,1166,20,3635,83,114,74,153,7577,14,2534,68,2181,13559,413,112,18,78,336,38,433,801,310,0,260,4,751,42,99,0,30,101,3206,2,59,42,17,12,35,11,179,2,19,311,49,1,93,178,15,595,1,2074,0,56,1,1,8,16,10,0,39,2,2,11,105,0,76,51,1,6,2,1427,2722,41,9253,1,0,1,0,1,1006,1,20,4,1,6,224,1,43,3,3,1,0,5,2,1,1,1,12,7,36,7,0,2,3,1,0,5,27,0,2,0,1,2,2,8,1,1,2,0,28,3,45,1,1,1,13,0,5,0,0,15,0,1,0,6,8,3,23,1,6,1,4,6,15,3,1,0,1,2,0,1,20,24,0,3,180,14,0,561,39,6,2,18,9,0,13,0,29,0,3,0,4,17,6,0,78,0,16,0,1,1,1,4,14,1,12,1,0,2,12,0,1,1,9,12,0,11,197,5,0,0,0,0,0,31,2,0,6,3,0,0,2,3,0,1,0,5,10,0,0,0,15,0,3,0,0,1,6,0,1,8,0,10,0,2,0,3,0,7,1,0,8,5,0,3,126,22,0,517,0,10,0,7,5,1,3,0,4,2,0,0,0,6,0,1,0,0,3,2,0,0,1,3,0,0,2,1,0,0,0,0,0,7,0,0,0,3,6,0,0
available,822687,403,9688,1384,490,143793,1834,277,553,986,32,1979,2227,111940,117,44,80,25524,1894,21201,532,43,289,14,129,52689,113460,8906,11,31,50,195,1000,14,61,2,63,19,128,57,43,4416,2437,12,15719,51,492,14405,1240,751,16,0,1657,479,12,6,246,1399,589,6,66,107,4869,601,3277,18,558,181,41561,166,21,24,243,27616,146,10,12562,8100,65625,730,4,19,10,976,156,7,16,8,151,7,31,14,0,7,27,51,1,599,0,68,34,1,20,23,15,0,1164,59,114,22,0,69,230,337,219,328,3,565,24789,50,3,38,10,7,153,3338,2215,111,36,2,259,591,18,1341,83,1,24,3,2,5,9,172,8,0,2,64,91,34,21,850,16,22216,1,13413,2,17,5,7,0,1,2,1,308,0,5,6,23,6,140,1219,41,2,0,1,1,1,1,147,1,2,160,1,8,39,3,1,51,5,3,1109,1381,2220,64,2,620,20,26,6,79,164,36,31,731,1,26,0,0,0,0,0,1197,1,69,1,143,4,291,0,4,0,1,67,4,549,3,25,28,13634,19,4,2,238,4,0,34,464,0,1,0,16,2,0,0,3,1,0,143,243,0,1,0,911,879,11,0,4,9,87,117,2,0,1,83,5,39,43,0,3,17,155,393,3,717,581,0,1,12,11,0,10,1143,2405,0,0,29,203,1,1,14,79,0,11,2,22,9,1,0,2,2,14,1,0,17,0,0,0,0,237,0,1,29,0,83,33,400,0,5
popular,813780,89243,70482,387869,42819,6334,15226,2150,5016,1313,3213,8845,298,7085,11668,17718,1744,3864,7819,2808,344,742,20,5726,14,793,1100,344,5719,1435,5560,246,22310,893,15,17,26,1780,28,40,1254,200,212,0,2002,425,1134,490,4,76,5,72,207,277,13,83,49,296,379,1422,88,2891,329,15,131,521,4492,181,970,103,139,1,196,273,28,320,8,91,4,1324,0,15341,483,73,119,75,40,2,0,264,6,45,227,10,3,232,61,217,96,116,179,13,13596,9,2,39,268,131,41,14,1,124,107,2,85,313,391,1,4542,9,190,3,11,0,155,150,2,3,1,6667,28,1,348,43,79,9,41,6,194,27,12,45,19,6,11,36,248,105,10,2,19,47,30,135,395,23,22,9,38,16,5,1,34,5,6,0,9,638,7,1,12,4,125,2986,6,25,1207,149,26,145,34,789,47,11,4,66,2,7,93,27,279,451,6,1,54,0,45,3,34,29,3,14,170,0,41,0,8,74,21,15,56,3,4,9,173,1,95,5,55,0,15,1,0,14,8,36,0,0,112,47,10,171,1,3,29,6,0,0,12,2129,0,24,2,78,6,0,7,12,51,18,9,507,779,1,9,39,15,3,37,24,0,16,0,35,2,0,3,14,51,5,500,1,29,80,0,6,34,29,3,45,0,10,4,3,12,123,83,8,4,28,3,78,8,17,6,0,0,7,46,112,0,0,14,0,3,0,38,96,0,0,32,1,0,1,21,0,0
high,795079,142347,5936,10779,35880,10224,68420,77986,11166,81634,13031,562,31602,7459,10409,29289,4034,8807,13,2144,804,21203,70,6595,10665,620,1244,793,5453,6342,2896,397,2016,2417,76,20014,106,3090,68,36,2509,336,1803,3743,4516,2686,1103,131,8,1775,20,2,1443,658,121,23377,984,410,354,5,295,126,2516,363,1674,2457,2756,27,578,561,443,1834,674,30,92,674,25,319,1,211,2,52,5047,108,293,10282,634,12,20,1329,5,8,412,8,3,92,218,1065,532,224,141,1206,106,352,8,4599,230,2537,43,208,0,305,173,1,133,5756,2674,7,4,187,426,6,152,12,196,166,29,24,8,128,1336,58,435,1238,1760,73,7,4480,2301,58,3563,232,8,3,24,199,9,831,1,1,39,0,94,2,1095,4,0,3,445,1510,13,19,861,285,25,0,29,146,324,11,25,211,61,390,3081,18,882,66,413,1982,37,362,51,27,58,122,12,96,430,284,13,20,28,61,190,6,36,17,146,113,29,240,151,2,8,0,89,77,4,90,54,1115,186,241,366,15,96,51,52,0,33,8,18,272,38,142,5,3,1400,46,483,77,6,13,25,5,1852,37,1350,171,0,1737,10,72,19,63,49,97,57,136,6,131,74,61,4,694,888,11,169,8,544,46,9,931,38,1491,0,38,470,75,17,12,4,32,18,7,2981,130,3197,156,10,28,17,583,73,36,163,19,11,46,74,39,7,109,277,17,0,86,78,3,27,225,7,1,13,1,519,13,1,2,18,1,0,22,20,10,1
bad,744136,54785,8893,813,89460,65058,71366,77653,49264,42998,20218,1939,85089,1813,1874,2478,10137,2016,9,2609,3149,238,316,6509,18859,2334,433,11269,1106,447,2660,1175,668,1015,284,1820,713,567,362,647,24306,124,1213,6336,1219,426,1709,49,20,1009,35,23,2480,785,45,2367,1385,279,485,25,201,1401,779,806,682,244,258,28,56,405,66,7984,278,29,401,3293,12,108,0,36,31,30,447,150,373,280,292,15,55,198,2,10,666,67,22,226,787,12,370,462,138,1844,15,135,133,926,251,991,62,1718,0,528,2741,2,106,424,247,14,0,8,164,70,1887,0,117,28,4,47,5,24,65,15,104,187,71,14,0,422,269,37,474,141,54,343,202,121,13,155,144,7,6,6,399,3,166,2,6,149,1588,45,1049,269,235,237,2596,0,72,84,614,5,132,71,32,26,68,94,81,32,217,66,5,94,40,486,33,108,3,38,346,44,11,1,92,0,45,0,190,2,104,47,60,600,22,6,35,0,48,57,5,238,47,364,618,30,37,3,182,317,13,6,103,7,6,28,199,150,2,0,72,5,330,47,3,10,11,0,6,79,56,39,2,32,0,81,13,4,53,30,44,150,19,3,136,32,23,161,545,5,25,9,112,2,5,128,69,33,1,23,2130,32,5,0,2,23,0,177,38,64,23,59,18,18,66,231,89,6,14,51,3,36,51,4,23,63,92,2,0,61,151,11,5,113,68,31,23,9,135,3,0,4,7,3,3,63,9,105,0
common,555602,45639,85653,272323,15142,8511,11362,10434,1533,917,7178,16459,222,6222,14307,4120,2107,1981,228,135,238,4545,67,1971,17,412,2020,363,1099,11023,1919,105,10725,1335,46,15,205,301,82,70,1272,112,210,14,461,680,321,198,8,18,98,6,232,150,12,7,122,179,54,1,154,1384,123,50,159,1071,44,40,49,43,87,0,106,2,38,111,3,153,0,1407,0,56,83,96,9,82,136,0,1,191,6,2,175,23,7,18,3,311,39,61,161,7,15,19,1,4,98,74,39,25,0,15,58,3,83,7,84,1,37,2,43,0,0,0,171,73,1,1,2,11,9,0,7,47,66,0,9,12,38,7,3,52,12,29,7,2,0,27,2,0,6,0,7,1,208,13,1,3,21,42,399,0,52,55,2,1,13,33,8,0,2,15,2,4,13,4,8,32,13,63,7,25,17,12,1,13,13,7,21,23,1,8,15,2,27,0,32,1,44,26,2,0,2,0,11,1,3,2,0,10,4,0,12,33,11,2,455,17,23,0,3,7,0,0,24,52,0,1,8,15,3,5,7,0,2,5,1,4,1,11,3,9,7,9,1,1,7,16,0,9,2,10,41,0,1,10,129,1,62,8,0,2,1,1,3,3,0,15,18,3,7,1,8,9,0,0,38,27,0,8,0,1,0,2,19,67,5,0,9,9,1,6,2,14,5,2,0,7,7,0,1,0,7,0,3,0,24,2,0,0,0,0,1,1,1,9,1
happy,537555,140987,6203,2945,78913,67793,11865,16436,37657,9290,12406,3170,2887,6885,14201,10029,1871,3042,43,15699,16245,839,3353,2632,613,1133,1232,3939,2283,765,1599,4222,67,521,435,182,277,3934,1428,1712,1130,277,447,332,464,342,934,386,302,39,6623,178,1335,666,8,171,618,1452,2085,1,653,437,1708,119,716,157,338,131,127,1005,345,1367,871,40,609,2084,8,94,3,415,6,35,228,284,474,93,114,40,11,71,2,11,392,88,16,1967,82,746,422,82,468,134,80,31,38,50,630,3,32,50,1,500,300,26,182,108,131,1,0,8,93,2,14,15,326,53,548,4,1,237,160,45,3,115,22,0,0,23,298,154,10,148,47,44,27,6,151,52,40,20,16,3,109,1,212,4,0,119,4,25,79,2,93,4,19,0,30,120,22,1,243,5,64,85,3,74,176,30,78,92,11,151,168,32,9,194,6,25,205,114,90,14,120,35,121,0,52,0,65,59,3,114,123,0,52,0,6,31,7,40,117,10,42,0,13,7,35,3,81,11,106,13,14,88,144,10,0,3,36,48,38,56,1,3,86,12,0,0,36,9,4,26,3,24,6,8,11,12,217,5,18,38,20,143,415,14,7,5,72,1381,13,0,3,27,5,38,0,7,10,40,0,1,17,32,24,73,7,49,9,44,6,5,11,11,83,32,53,15,1,11,1,31,9,10,275,3,0,3,8,105,4,3,1,2,34,0,4,1,0,1,37,3,1,13,22,0,1
close,530114,109906,2488,439,63882,10752,64981,56450,14174,24376,20766,313,28737,5285,6411,6497,6125,3220,13,2097,779,4713,50,3302,2083,496,2866,1413,2508,5237,1910,252,1067,906,29,881,459,1621,25,15,1290,295,732,5284,1499,1069,293,175,25,130,32,19,1554,84,137,438,3447,378,823,79,148,44,281,261,644,905,7005,8,259,305,109,3732,358,36,58,2401,18,570,3,743,0,8,416,69,165,612,134,12,872,781,10,31,179,10,10,90,82,1294,1362,163,127,208,6,43,4,206,237,255,42,521,0,170,68,2,122,100,276,13,0,9,215,21,15,6,235,78,244,43,27,13,54,359,6,163,378,10,7,58,144,51,63,142,1,0,6,61,242,153,1,4,2,4,120,2,157,90,3,1,33,61,3,2,518,302,16,7,14,9,179,6,31,35,84,10,7407,10,61,16,1354,58,10,31,41,100,5,1335,13,111,87,71,20,5,18,3,200,9,22,0,101,100,6,69,33,8,2556,1,8,9,12,19,40,56,369,96,238,0,36,18,70,1,30,19,12,39,7,49,0,3,151,48,35,62,25,4,36,0,2,10,81,10,0,55,198,17,135,52,7,39,7,48,47,0,0,20,1,37,133,5,882,0,0,8,3,46,83,4912,2,34,104,126,5,9,16,44,6,2,2,102,23,20,29,6,210,14,45,89,12,21,0,11,1,6,3,76,13,11,0,18,63,2,153,6,7,0,12,46,70,2,1,3,0,1,14,57,28,4,1
effective,530094,50719,141949,148838,11145,9650,27809,591,4528,510,2076,17451,302,3939,4775,9032,4260,1678,29710,1073,211,299,526,6763,36,3356,110,331,2944,795,4113,3143,651,400,101,56,10,1396,259,216,916,177,637,9,142,667,3729,1151,1265,534,102,72,534,172,19,103,92,809,100,308,67,1798,452,163,413,2032,57,201,100,123,94,2,228,338,61,187,3,567,3,65,85,421,404,103,125,151,74,2,20,1201,5,32,319,26,86,207,82,471,99,155,26,5,128,9,52,25,25,32,66,18,1,67,126,4,69,431,400,32,56,44,532,100,11,15,118,65,9,24,120,127,75,104,9,70,201,7,4,8,42,205,2,144,16,6,9,278,21,341,67,1,2,3,5,49,101,29,1,66,12,9,6,1,51,9,6,0,7,38,116,145,115,7,15,239,26,139,50,30,18,336,32,333,86,24,9,51,37,8,81,35,30,32,7,5,26,13,23,216,25,43,2,2,46,8,45,9,6,83,13,10,252,194,18,96,11,0,32,15,51,3,4,370,34,10,16,47,68,0,44,61,17,14,1,3,4,4,5,348,1,60,4,2,62,158,4,24,71,28,98,149,6,109,128,12,1,45,95,5,20,21,0,23,426,268,1,1,2,28,8,4,27,2,84,24,1,95,5,16,2,34,13,4,0,12,14,14,1,7,27,32,4,73,0,4,25,9,0,20,28,7,4,3,4,2,7,45,126,3,1,27,2,17,42,4,6,2,0
hard,522998,94633,3480,1587,44247,47256,4740,36042,56291,41334,14758,715,31577,5841,6615,11109,5713,7182,16,5749,4973,627,149,5529,1941,704,1100,595,5009,743,4507,681,3186,1864,103,1282,1377,1642,69,28,10931,57,6570,444,2561,1334,927,238,256,99,18,5,1532,130,52,897,1105,440,374,68,97,35,437,5460,926,808,846,6,556,1180,162,1187,618,24,400,1553,6,128,0,109,0,11,639,361,74,202,361,55,234,141,6,6,781,11,4,172,262,70,1304,189,212,1078,6,234,62,469,219,52,9,315,1,303,189,0,464,78,285,3,1,7,146,48,107,1,120,121,6,75,14,85,106,120,29,263,65,2,1,108,452,24,45,277,8,96,47,23,21,133,2,2,10,4,1281,0,314,2,0,7,1859,61,310,4,77,165,85,0,12,22,76,5,55,19,24,63,16,21,265,19,1589,127,8,178,202,93,5,291,14,25,232,116,67,2,27,3,116,6,33,0,42,224,35,262,126,2,10,3,22,13,5,59,14,30,181,4,125,14,126,32,40,0,1152,10,6,52,18,17,1,0,46,23,80,51,1,2,12,1,2,226,302,25,1,88,2,40,2,88,82,79,9,9,0,1,5,12,25,55,28,0,31,1,6,0,0,21,55,7,0,33,583,81,0,6,9,21,0,330,39,63,22,54,5,6,110,18,52,12,93,17,6,17,43,5,5,7,11,6,1,171,100,5,6,10,0,1,9,1,17,1,0,3,6,0,6,16,44,6,1
great,513954,13877,13478,1794,66928,36042,26407,22210,63095,41329,14309,502,38239,19793,591,782,5444,4624,27,9022,9334,442,85,2394,29507,1470,516,3726,467,151,2694,12010,392,340,2077,1164,174,1061,492,70,14344,136,728,2753,1815,559,1493,104,10,1664,132,5,1276,210,68,4474,559,1085,650,1,244,48,462,316,571,540,4000,25,55,601,38,305,474,17,874,469,16,206,1,2534,3,39,309,731,117,81,735,2,33,64,3,3,106,23,4,616,343,22,404,810,328,104,11,48,4,972,1744,392,74,519,2,479,289,0,142,1150,78,4,2,25,225,12,61,5,115,29,27,85,40,94,111,4,764,284,127,2,2,978,118,29,89,271,9,43,41,64,18,137,7,0,1,2,69,4,379,2,1,35,10,90,95,9,160,6,19,4,16,90,225,2,50,52,16,69,5,32,640,9,23,14,5,80,24,61,16,183,4,105,264,96,13,3,28,0,147,3,111,1,192,71,18,703,29,16,8,1,23,2,0,25,63,126,103,10,17,9,82,5,8,0,28,5,4,88,65,71,0,1,109,9,59,12,15,2,26,4,3,2,35,48,0,23,2,271,28,8,90,40,49,42,0,2,50,7,58,39,60,7,24,20,0,1,5,68,17,30,0,17,154,17,6,3,7,56,0,35,115,92,9,131,6,6,0,57,79,154,14,10,1,47,2,12,2,37,778,8,0,55,20,11,2,18,10,2,5,2,54,2,0,1,7,0,1,50,20,0,1
clear,494503,93203,15385,1500,12165,110617,13450,2574,5765,6667,29837,10227,3930,7389,20269,1563,361,1218,14,5740,386,1266,3788,965,423,392,6228,3797,633,4091,847,134,7114,729,6622,176,520,758,1631,8329,815,1320,266,303,3060,318,1782,423,667,17,8263,2,226,1782,164,49,173,312,1547,9,152,53,289,82,395,249,486,74,134,175,39,957,406,26613,54,733,23,10699,55,341,3,7,511,201,6,290,49,87,8,476,68,2,179,185,39,20,8,723,108,119,1832,38,4,51,4,28,192,17,152,70,0,138,205,0,275,212,117,14,6,20,260,1,16,6,132,46,240,6,96,19,95,16,9,79,802,4,1,14,23,251,13,44,2,1,16,34,7,64,96,7,6,74,17,0,246,2,0,54,3,29,16,43,18,2027,43,0,27,214,13,38,32,14,17,12,13,33,15,162,35,18,5,12,53,25,15,68,20,3,57,150,350,27,40,8,135,0,16,1,23,166,5,34,120,1,30,4,31,3,4,24,132,73,16,222,5,2,85,43,25,0,5,40,375,22,362,150,17,0,22,11,57,175,1,24,17,12581,14,148,36,0,3,7,14,133,7,11,13,18,23,138,4,5,18,123,29,24,121,4,5,85,0,3,9,10,9,5,0,1,23,50,1,5,58,59,1,41,0,21,5,58,24,4,4,12,34,14,4,12,5,30,3,0,28,8,21,132,9609,2,47,7,17,4,0,384,18,1,72,0,0,16,2,3,0,12,440,5,0
interesting,488831,104950,109819,84501,13642,4407,7989,1115,42208,809,11792,6630,462,9545,12582,4427,393,1723,1179,6527,1082,159,41,12351,10,1009,45,813,2240,1109,4826,1341,277,4917,60,201,65,1362,89,26,2299,49,284,1,186,1066,1526,165,4,1109,46,268,842,126,23,15,61,752,58,68,48,2070,124,142,158,330,60,15,15,828,65,0,1254,90,105,930,5,85,1,52,4,158,214,251,24,102,21,10,20,121,1,27,688,19,5,848,130,163,242,169,23,15,78,60,16,8,17,315,34,120,0,57,41,20,136,381,160,3,6,30,155,31,294,17,16,6,11,105,2095,176,29,36,33,19,203,10,1,6,20,149,6,197,8,38,22,135,89,106,15,0,0,2,258,44,143,105,1,120,3,6,108,13,16,6,17,2,1,14,76,6,22,8,217,65,7,101,47,38,231,266,24,146,104,31,5,113,5,2,43,11,24,7,3,2,36,22,146,10,15,51,1,112,49,127,595,9,10,977,3,31,51,88,56,10,0,7,250,10,38,0,237,5,7,55,13,169,15,0,50,47,0,23,2,8,10,3,0,0,5,29,3,5,2,66,1,0,109,15,50,7,330,16,22,5,13,12,5,3,10,25,0,1,9,121,1,0,7,33,4,1,27,164,14,21,0,146,2,18,4,33,2,1,7,1,45,3,1,9,9,36,2,14,2,3,30,23,0,33,0,8,3,3,5,0,19,29,16,0,1,218,285,11,42,2,1,0,4
big,484866,52021,5975,3187,30673,13523,57915,84673,35408,48893,28985,250,36475,1599,3242,592,15601,1264,4,917,2479,943,13,1358,4921,1183,857,689,369,2101,671,570,394,1323,38,3633,212,724,24,9,9023,207,286,3491,724,428,595,129,2,1029,18,1,538,87,176,764,428,342,287,1,114,43,203,172,416,517,843,8,51,455,146,1494,336,2,108,1793,81,166,0,135,1,26,113,32,101,248,430,5,241,40,2,0,152,3,0,71,311,163,459,816,54,1488,7,195,6,467,102,34,163,216,1,162,127,1,61,33,47,1,0,683,91,3,12,1,71,17,64,12,18,17,240,6,160,95,180,2,2,247,207,44,1168,97,4,3,6,5,3,96,3,0,4,5,151,4,18,2,1,1,28,67,47,0,101,4,5,0,13,40,108,2,8,6,3,84,25,2,79,18,593,58,7,80,53,47,5,178,12,216,80,51,16,5,25,3,60,1,44,1,78,21,14,150,5,0,17,1,10,5,1,29,20,47,180,6,58,13,85,6,6,0,27,0,14,9,16,55,0,0,106,5,196,39,4,0,2,1,0,2,110,91,0,36,0,36,34,32,26,17,1,8,2,0,2,22,2,53,29,3,13,8,0,0,0,59,70,419,0,18,120,149,10,0,9,104,0,3,61,41,45,27,21,6,0,18,31,28,9,13,9,9,0,5,5,9,38,2,0,18,26,2,3,13,11,0,3,1,13,1,0,1,2,0,1,14,22,0,0
small,483854,116833,5345,6506,28999,2803,19204,72548,7160,43237,7050,148,9280,1614,8974,6136,1448,5330,10,413,1107,56893,12,659,3656,1658,503,502,1859,6299,287,171,932,5494,39,8317,69,912,15,10,571,252,1227,486,760,1959,374,96,2,95,32,1,599,1362,16,3246,353,262,75,1,2482,147,1473,295,1804,1435,973,24,138,195,78,357,153,5,83,307,19,262,0,284,0,3,306,91,47,691,237,3,468,492,3,2,91,16,1,35,46,390,111,3740,97,320,1,133,7,1892,172,68,52,185,0,124,138,0,71,58,146,0,2,32,183,22,43,1,187,47,10,17,19,14,176,4,180,965,518,15,0,608,699,32,63,122,3,4,10,27,1,291,1,1,88,1,206,1,422,1,0,2,61,3191,15,0,181,112,10,2,46,15,63,0,22,80,11,11,73,3,61,259,197,96,122,25,134,46,42,67,12,27,232,154,4,5,28,16,36,1,61,3,40,51,30,639,152,0,6,2,43,2,1,158,17,190,161,43,68,10,125,16,45,0,49,1,18,5,16,89,1,1,70,48,449,40,7,2,12,0,10,3,392,9,1,43,4,16,6,216,115,41,1,19,1,0,0,61,1,182,154,8,34,5,1,1,2,99,35,30,0,858,437,13,4,0,8,41,0,0,299,610,776,26,3,20,12,98,20,33,22,3,11,18,6,11,0,13,62,27,0,379,16,1,13,98,7,0,34,11,115,1,0,1,3,1,2,25,18,107,0
little,470365,241408,1693,447,46083,332,71936,60998,1736,97,8050,61,609,116,276,582,3993,409,5,35,1250,14295,1,54,131,968,155,124,113,324,41,58,119,300,34,40,66,120,3,6,13,50,294,102,20,74,141,80,1,24,6,1,60,69,4,9,68,20,13,0,735,339,66,55,55,3173,68,4,13,7,29,3,28,2,23,35,0,116,0,174,0,1,45,68,14,23,440,3,7,1457,41,0,24,1,7,8,9,30,92,346,14,4,0,2,0,5,137,21,12,151,0,13,7,0,52,3,37,1,1,11,99,0,2,0,168,241,3,3,1,2,4,2,2,39,56,1,0,2,39,9,2,19,0,1,12,0,4,28,0,0,1,2,7,1,51,1,0,0,11,1648,26,2,30,76,1,1,29,0,10,0,20,2,0,0,27,4,3,6,17,15,4,3,0,1,0,16,19,26,7,12,0,0,30,1,30,0,19,0,14,50,1,12,6,1,1,0,0,0,0,11,2,2,39,79,7,37,59,2,32,1,2,2,3,0,0,6,0,0,4,16,10,7,1,0,8,0,0,0,5,0,0,15,1,2,0,7,12,31,0,22,0,0,0,1,1,25,248,3,5,1,0,0,0,0,30,8,0,29,2,45,0,0,3,2,0,1,15,69,2,7,2,1,8,12,16,21,10,1,2,1,1,2,0,4,5,19,0,42,5,0,0,1,0,2,5,1,76,1,1,0,0,1,0,5,26,60,0
large,441156,87986,2169,4884,20716,6249,31611,30246,3439,70143,3780,141,14876,1189,8664,5644,3029,1368,11,288,1405,8861,8,3264,6120,805,767,228,1464,8792,1353,326,3913,10644,27,11677,107,443,5,22,840,118,963,3126,1228,1720,1372,87,1,1611,6,1,450,268,126,4619,235,365,147,2,275,55,779,290,938,3315,2364,1,66,184,1234,428,292,7,92,39,64,179,0,251,0,13,1443,54,95,6047,141,0,431,360,5,0,145,3,1,22,126,679,18,647,31,147,8,253,1,2100,103,279,107,225,0,120,101,0,82,145,630,4,0,532,235,23,26,2,128,50,9,12,37,134,159,2,737,612,2200,5,3,1300,771,124,19283,115,1,3,9,76,2,596,1,0,45,1,25,1,254,0,7,2,55,628,9,1,145,18,10,0,21,390,157,2,12,37,9,209,128,14,216,70,138,333,66,143,318,37,16,13,10,41,165,75,11,7,14,16,58,0,32,3,48,54,13,497,28,1,9,0,61,5,1,62,51,153,100,140,117,13,45,15,60,0,2,2,23,11,22,130,0,3,1226,46,380,42,12,1,2,3,1,3,484,186,0,591,8,53,16,209,70,44,4,72,2,0,7,57,1,220,216,4,33,3,3,1,1,89,60,15,0,81,428,11,5,1,4,26,0,10,2257,129,1123,40,6,17,2,44,22,50,14,10,1,16,3,17,11,13,60,5,0,68,73,0,7,26,4,0,12,0,160,1,0,1,6,0,3,4,30,7,0
expensive,440083,40633,131598,72833,10339,4256,5833,41066,4943,386,3293,57315,145,1636,8386,6129,806,928,797,376,220,2475,4,607,25,565,49,170,2370,1432,192,78,1868,2227,10,322,6,1462,20,4,2007,68,1210,10,501,579,187,43,1,815,1,1,67,43,4,42,103,464,24,18,42,11874,213,222,470,198,8,6,61,82,892,0,75,4,26,183,9,21,0,61,17,1576,164,111,35,97,20,0,1,52,0,8,735,6,2,10,127,55,415,54,39,50,510,149,28,43,13,47,17,19,0,94,148,0,174,5,495,1,1,0,54,13,69,1,10,29,1,0,0,87,19,16,131,149,16,0,0,3,1544,6,1,54,2,61,3,15,5,54,0,1,0,2,91,5,161,0,4,1,372,211,18,1,56,106,4,0,5,43,69,1,20,0,4,667,20,11,626,4,230,154,4,192,43,19,5,221,1,12,127,64,0,9,5,1,17,2,32,3,12,72,1,7,53,0,2,2,3,12,13,5,12,2,18,5,48,3,5,195,4,1,22,0,2,2,0,26,6,0,24,9,7,5,0,4,0,0,0,43,167,380,9,201,0,25,2,20,9,35,11,23,2,0,1,2,6,9,127,4,2,3,3,2,0,11,1,0,0,181,6,1,0,0,3,3,0,17,58,46,10,45,0,3,3,3,13,17,8,3,18,2,7,5,9,1,8,1,0,37,60,5,0,4,2,1,0,0,35,0,0,0,7,1,7,11,3,15,0
strong,436713,113470,2610,665,34359,14987,43802,23159,15945,23920,11044,1414,16286,2940,5458,7476,3401,6958,50,1178,657,4339,24,10341,2986,957,871,689,5478,3556,4090,458,1186,1199,43,1364,38,3488,32,10,2116,99,486,373,3247,562,2909,232,10,663,60,3,475,182,122,1047,335,828,325,228,269,75,855,169,461,4547,872,16,174,408,453,343,297,29,90,1212,47,729,0,453,15,44,2651,493,227,2723,155,2459,2953,883,4,28,223,6,23,94,221,775,151,384,37,304,15,28,1324,529,83,488,31,195,0,147,87,14,85,1494,480,0,0,90,552,607,168,10,170,136,88,325,112,408,461,602,87,436,1398,0,3,168,205,149,112,142,3,3,582,135,10,563,2,3,6,10,30,19,290,32,0,8,66,218,13,104,132,11,17,1,11,258,87,22,64,50,89,143,74,17,171,14,141,576,7,258,177,52,9,47,2,35,277,108,12,21,46,18,168,17,27,0,108,53,5,152,79,12,9,1,25,10,50,56,38,51,69,38,882,5,127,14,20,0,8,5,46,15,19,120,1,1,1811,13,196,64,0,1,115,5,11,51,75,84,55,146,5,191,39,221,42,25,23,36,1,50,42,49,9,184,60,3,37,22,8,1,4,53,17,75,0,26,216,993,12,33,21,18,2,33,64,108,120,61,1,3,5,65,31,67,38,19,2,15,6,9,19,29,102,22,0,41,52,8,39,7,0,0,9,33,56,4,0,17,3,1,14,167,10,0,2
